,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.012839857313301275,0.020626683213379203,0.07510515304369027,0.01138749546049868,0.06949523479170608,-0.03997104416756977,-0.0007103802592734494,0.03331161083381203,0.11557811962685233,0.023741750027153275,-0.028161991142484216,0.062036855209142525,-0.004900842633060817,0.1385602472529049,0.12306585207550655,0.10609777230267632,0.1518622089897733,0.06524253574354232,0.052002614128480944,0.12747496948888443,0.057786804454975506
HALLMARK_ALLOGRAFT_REJECTION,-0.04749238433999233,0.015284186648412646,0.015255255294508796,-0.04977607428790425,0.14785288671106148,-0.02121257692077473,0.03748393872880076,0.11774830945826895,0.1829170217312258,0.07030163377746432,0.06636248810481488,0.11302916624882066,0.0025171804184048476,0.007765385253596052,0.04118118745103059,0.14212285570053204,0.09402142540001797,0.06156613170740325,-0.037283113524366085,0.12048964487694085,0.01649486098043259
HALLMARK_ANDROGEN_RESPONSE,0.03970052169055674,0.0736505206197202,0.051906128915066345,0.035645589300143034,-0.00407169842188891,0.0743620911634971,0.029881187405668284,0.08467782346625251,0.14778562116106966,0.045134336665125716,0.05153688994993209,0.08266849763528349,0.028351389812132224,0.047546663616647104,0.0704064654376405,0.11359961467494473,0.13727947523247522,0.07406715123159956,0.003920715212907439,0.0898831281532691,0.029865955606743717
HALLMARK_ANGIOGENESIS,-0.050471401000449015,0.05172341217544859,0.008667353249485067,-0.028043199045342557,0.020299699431352423,0.09334866358049032,0.009318445676919213,0.13941587195914235,0.18146437362371118,-0.0441655413036309,0.009196007671917798,-0.00451845303516116,0.015485943783228016,-0.10391864416713292,-0.03406136017869786,-0.05343045640192564,-0.09209385320113048,0.04634151882352943,-0.029285275393961526,-0.0776661660196122,-0.026226124015114885
HALLMARK_APICAL_JUNCTION,0.05783978778003965,-0.018733000098899874,0.0697876776651402,0.03267937885202784,0.050279581748217755,-0.03397411072019224,-0.029721048108288066,0.10015395871151432,0.18009757256659167,0.03120070160955073,0.0563735825019023,0.08696850212855609,0.03951872005857271,0.11959432328307822,0.07902119672078634,0.05595287157532579,0.15969111084925558,0.08142850145437587,0.046647003060778375,0.08517115337638474,0.0002374245396813965
HALLMARK_APICAL_SURFACE,0.016298255552382672,0.01454961569133008,0.10016798946819125,-0.023716052153089872,0.02254712615448268,-0.05893444688262068,-0.01052080095644419,-0.009771244620929395,-0.10674833664300688,0.025759039665331173,-0.036336900435965984,0.0770532192523617,0.01213734107364054,0.12990496311978778,0.09439440575340134,0.10922347118606102,0.09308008000401809,0.08145626486434505,0.090829065210118,0.03480737887882472,-0.10260510856346823
HALLMARK_APOPTOSIS,0.021602224396011345,-0.08188186764708939,-0.03202512228633117,-0.007437297956969794,-0.06887957377523667,-0.006591744650661465,-0.009611725557052631,-0.030419131816501348,0.023372600965272047,-0.0024276264231882353,0.08860325420647795,-0.06930827388349024,-0.07428477796510757,0.020441235848513224,0.0019397444733850707,0.006412343375005074,-0.017927789268231385,0.04112243537113719,-0.07542384948578355,0.07143182578430902,-0.026480392429777403
HALLMARK_BILE_ACID_METABOLISM,0.08571713176172617,0.0178204629370414,0.03788252000468061,0.00874184682417502,0.05181474226085946,-0.028877047459167703,-0.013559798626617242,0.03761474429702041,0.1962346853755551,0.011201478477135785,-0.02374096024328349,0.06539987709413828,0.038979599023886785,0.0655478572674899,0.037950449088929375,0.03147925411428806,0.17195296063935533,0.08140468800754457,0.10229860572972163,0.10306114479324419,0.1006937767285096
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06972339535909378,9.903920922148984e-05,0.06033821139150815,0.01656427929968448,0.07587685340271995,0.016662689690598316,-0.04914540057042458,0.07871651901901987,0.14874351323502608,-0.03867130374029931,0.03993972500348496,0.07571894867335582,0.05037388540147379,0.11839877894511068,0.13509321516018163,0.06390395063600816,0.15961157302889803,0.06719913151284483,0.08380443366289475,0.06566959186753023,0.09310360847840977
HALLMARK_COAGULATION,-0.06296752976516407,-0.03636020045611641,0.04597404905424351,0.02047393569662313,0.037205004229721186,-0.09363074939093037,0.016780028661185914,0.0852601784737791,0.18207389789504225,0.06332566940714039,0.08252992461542498,0.0984683841703549,0.04594200960149594,0.1505397518779653,0.07612790569707419,0.0998300241607307,0.13085821525504626,0.07475021636784457,-0.04329073196385669,0.0638130686077553,0.02936355482963291
