,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0869850520493071,0.05914144333204472,-0.023158464842538213,0.21675277062331877,-0.003700857246323287,0.10381903434957727,0.09560170561872737,0.03912587294142833,0.06583480484496529,0.1457737872005007,0.06043903981412425,0.06383976579645399,0.1464955751853101,0.16539561905887246,-0.002000495564967856,0.2235750663417533,0.07587652217317588,0.026547033744602756,0.20617671267445223,0.07351431333414306
HALLMARK_ALLOGRAFT_REJECTION,-0.06232393038059285,0.03482372172188582,0.036345465634725495,0.1460518911685156,-0.008926716891660512,0.03957254409394343,0.15280884438319758,0.020548964762757208,-0.00600470357241591,0.15206266068841978,0.14665060337844818,-0.005995969776433517,0.018358989560478958,0.05988133219180744,-0.04659448825905738,0.17340754708697786,0.07167831893717487,0.05855054239676893,0.144867388999885,-0.06258558880836744
HALLMARK_ANDROGEN_RESPONSE,0.024779765859632836,0.0390254999660531,0.043973516148767815,0.0843223977747874,0.0769917177500242,0.10813314726356421,0.1327767453814155,0.025286245256438605,0.042160281745994704,0.11456224609263668,0.16135209795728808,0.05446346270886244,0.14284818729241536,0.05698511046846898,-0.0014960800554976242,0.21389193851871832,0.09538033320817554,0.0497726264691063,0.08922784100318687,0.05496932288921753
HALLMARK_ANGIOGENESIS,0.045866396962060796,-0.033408726052762155,-0.038274274077291885,0.15141008446998294,0.040522405386419734,-0.04070354876543548,0.1672951265171331,0.0286999792872004,0.045484763112864895,-0.08931140354600041,0.17000229032724465,-0.0009224038081917362,-0.03558595302270261,-0.09936128314806168,0.027990963461844924,-0.12019633078287736,0.08723200547175945,0.0016136626177201783,-0.12931576934934275,0.04578926413918352
HALLMARK_APICAL_JUNCTION,0.09237716307466613,0.061390077043009514,0.031913002761456054,0.17407476858360252,0.04813402992038415,0.0968084717262404,0.1799312134905212,0.06730492067234924,0.004048676789813588,0.1363496736167381,0.21727268626384658,0.07078172642078817,0.13894492727723418,0.201367444976449,0.01048908609326723,0.2050030146956902,0.08549170592691167,0.015158135659227254,0.15390528454446364,0.06659509490107172
HALLMARK_APICAL_SURFACE,-0.036046251937695895,0.064308620922385,0.0007086038370678521,0.1864734979100605,-0.03594740950417409,0.0608227066829682,-0.033643076880854696,0.0408900182182517,-0.029695915882024384,0.09347397062879545,0.1163889894625854,0.07081194731541524,0.12176943382511868,0.20868207327738583,-0.05000357228573024,0.21875747379481425,0.03679386906759415,0.020848828602832912,0.09553684485078175,0.04932947621475413
HALLMARK_APOPTOSIS,0.062455571309112064,-0.02107611162591278,-0.01600443230881374,-0.08147801835753742,0.00305314516827408,-0.026989689179494958,-0.026937436865898744,0.018274698397693242,-0.024102038542521208,-0.026136435919411487,-0.08873640222664254,-0.011146350452450786,0.005730787820810698,0.06942537992566097,0.07153453633809312,-0.04452451774866377,0.03832321938757228,0.023077386180519393,0.09573915920064567,0.008665275029364698
HALLMARK_BILE_ACID_METABOLISM,0.10355928707179825,0.020441070593661056,0.03819793884981414,0.16059933546722963,0.0011177043670127856,0.041134312515044374,0.10091916436876307,0.028610947502509667,0.0469262427471083,0.08093511643542281,0.12223170927603424,0.0023945706994928525,0.13717821081221165,0.1760009068774131,-0.05355027736922428,0.21948113169578035,0.03266379001102357,0.06285781716266056,0.160734116669153,0.06959829053088412
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04007634838278744,0.00871332989826509,0.02206992474643805,0.1551442376739474,0.02905383496434334,0.08284999706436687,0.14211477627781458,0.00496334594540401,0.030189293019555963,0.17286814427831085,0.2135702682503762,0.05637142525138145,0.12239720831158821,0.1911886757687158,0.014771819803982355,0.2395929049269054,0.09453214942326055,0.07277883842971083,0.1759799269702637,0.0885110398960602
HALLMARK_COAGULATION,0.1449546876075761,0.011739958262871239,0.016915201340260186,0.1359527131368152,-0.038861737895577314,0.041888253321957676,0.13797903131142553,0.04650246211144384,0.04497443450567112,0.0807315295153177,0.18986596460733274,0.04912228421030605,0.08495774272377578,0.20509483865840247,-0.018691815440869796,0.1814134811505656,0.1368067265917137,0.02471600613732132,0.1157418658020978,0.10433275946163299
