,UKF248,UKF255,UKF334,ZH1007inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009736461412320464,-0.05223004595670447,-0.06015238195469441,0.11232204398303511,0.10928022642554941,0.09919044357607643
HALLMARK_ALLOGRAFT_REJECTION,0.0571032073079761,-0.052703873214922495,-0.004318231068166502,0.11932564048512642,0.09092749315258541,0.0931322550176305
HALLMARK_ANDROGEN_RESPONSE,0.01606271149075038,0.09586173642757759,-0.031758822882862484,0.060818736543247036,0.16050015643575724,0.13324468121088576
HALLMARK_ANGIOGENESIS,-0.015805320560214626,-0.0752436784314842,0.03384075109703986,0.1129559422437378,0.03936836968575471,-0.024189676827469295
HALLMARK_APICAL_JUNCTION,0.008200264375198605,-0.04032800604022302,-0.047976213310198974,0.1108964415335366,0.15702690776098754,0.1095398863127099
HALLMARK_APICAL_SURFACE,0.017310446412663074,-0.07949714686134407,-0.01179872789298197,0.03756963799649544,0.11385383585420521,0.04031346240328387
HALLMARK_APOPTOSIS,-0.047273894676203895,-0.009064001229614177,0.011152292161962871,-0.06145568060686374,0.053672178239902196,0.04773404057748518
HALLMARK_BILE_ACID_METABOLISM,-0.016689697617099878,-0.07496606185476543,-0.033158288031538925,0.022933956441263434,0.04645596519394745,0.10716073023450315
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007905395707014552,-0.054231881151457446,0.021148314130662753,0.06195279807152906,0.039198487848322826,0.11037864085735469
HALLMARK_COAGULATION,-0.003989178175667563,-0.10567733062528699,-0.014051322449711976,0.05903342628492618,0.1650084240378099,0.05513812294530237
HALLMARK_COMPLEMENT,-0.012767001862204015,0.01170330090771504,0.0007685831356124863,0.06494472361112887,0.053675857505218375,0.09092165795892061
HALLMARK_DNA_REPAIR,0.032399791874674747,0.04790773696727522,0.029638117699769956,0.12031620075173739,0.10079161210493615,0.1430768957715361
HALLMARK_E2F_TARGETS,-0.006781595134322675,-0.09622704330144749,-0.04721475642921628,-0.012098315582366874,0.05646676723469186,0.10263043495499564
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003851204357342056,0.07648342584564476,0.03393325753742073,0.13026532354704656,0.1339122153095152,0.04076852966683331
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03439653605685138,-0.04014061155613551,-0.042992069221436786,0.0896323730580757,0.08114845026807913,0.06887592153915142
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01611646243039269,-0.06543523222074002,0.054696298020137674,0.004114917619977846,0.058320238176151874,0.023379598984227118
HALLMARK_FATTY_ACID_METABOLISM,-0.008827662607348536,0.0842884068015323,0.026286276283838443,0.057859473830419346,0.03839819024995785,-0.0022651226980695553
HALLMARK_G2M_CHECKPOINT,0.0013654399037443183,0.05110525593019504,-0.014689964225580858,0.026114744491405707,0.07038182641752008,0.07439773606128441
HALLMARK_GLYCOLYSIS,0.014154902527496705,-0.06662353216345857,0.016051636385056446,0.09484137793724494,0.07400108798911456,0.08846442193834302
HALLMARK_HEDGEHOG_SIGNALING,-0.03984768643602904,-0.070940132474312,-0.07201906713393008,0.032220761058629824,0.11337332824717104,-0.007849204134794074
HALLMARK_HEME_METABOLISM,0.029782203336169596,0.017796038985010844,-0.06461003231076001,0.10198163400938696,0.08616550682082748,0.09852317869882134
HALLMARK_HYPOXIA,-0.003344977175615818,0.0995630584135579,0.06466830271563703,0.1518575962280548,-0.0008049210562228781,-0.008229243694575976
HALLMARK_IL2_STAT5_SIGNALING,0.012755546515461477,-0.06303375484355063,-0.01217849657333692,0.11032935394471435,0.12710740978740387,0.057716235720618
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012938999294681418,-0.09480984476983177,0.05208261520102669,0.02514278483711799,0.09197290436902045,0.022119554451853277
HALLMARK_INFLAMMATORY_RESPONSE,0.015967110908446464,0.09718807124715954,0.0245042538790916,0.07924583659651555,0.02649834651082208,0.020386481525599437
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.005133689553392919,-0.10412794462390315,0.0036705045761129,0.09414623782342256,0.09279611931001905,0.10773754721173744
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.004480022065026821,0.06918079126336335,0.03554299421215076,0.11243807998211074,0.07369312447220834,0.06404035251594553
