,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.026252404979367663,0.14040038949376915,0.0029264240199912443,0.03941787397417507
HALLMARK_ALLOGRAFT_REJECTION,0.05781518476661985,0.08839181214498114,0.022211605080818875,0.00939566081669778
HALLMARK_ANDROGEN_RESPONSE,0.027025390290723636,0.1354601643300193,0.0470502560990682,-0.00784649061953032
HALLMARK_ANGIOGENESIS,-0.0025785774373490084,-0.047346743915412486,0.08220939922479525,-0.041176580967312464
HALLMARK_APICAL_JUNCTION,0.03700528249730034,0.13504623106745747,0.024039760458879553,0.048679590929845334
HALLMARK_APICAL_SURFACE,0.008935756155190547,0.097305479914348,0.03797916669969702,0.09412463742718301
HALLMARK_APOPTOSIS,0.010088797506972566,-0.016488467932143903,-0.014011707206883389,0.010243183066772516
HALLMARK_BILE_ACID_METABOLISM,0.011780973901915681,0.09764859086385226,0.006676900678017944,0.025998114847673764
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03365344878211254,0.10567293729188108,-0.015970356101966354,0.029515316973718588
HALLMARK_COAGULATION,0.051898368389621176,0.12275631925958282,0.06689002217691886,-0.0273815701819349
HALLMARK_COMPLEMENT,0.08126958674760916,0.047628194532611,0.009162961906926122,0.04226183248509574
HALLMARK_DNA_REPAIR,0.016203424061570895,0.1196492976308371,0.029163896428130925,0.08739141709186754
HALLMARK_E2F_TARGETS,0.07020102553528951,0.08887624293177755,-0.02559763402985761,0.05738071868850017
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02664821423691502,0.009084754410535559,0.0565381497223538,-0.04320466673672997
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.052047372084334964,0.10169682114211119,-0.043489957147622035,0.08008887108626228
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04273262827085065,0.07018210474343144,-0.022161181480914047,-0.0327284173354619
HALLMARK_FATTY_ACID_METABOLISM,-0.0011608622186662057,-0.023767324923350777,-0.02750706817381936,-0.05339714191092669
HALLMARK_G2M_CHECKPOINT,0.05496739361249787,0.09373835730108668,0.016437105358400827,0.07137316212258614
HALLMARK_GLYCOLYSIS,0.006381141445202404,0.06991621646525874,0.005463191638622528,0.045798174325375245
HALLMARK_HEDGEHOG_SIGNALING,0.08169994036076655,0.06821287524545298,0.03731796992118409,0.03540633666663132
HALLMARK_HEME_METABOLISM,0.0650023756276021,0.12424832387871844,-0.03254541006281851,0.06472253012610948
HALLMARK_HYPOXIA,-0.0886780906447211,-0.051597240561844816,-0.05264646461001455,-0.07913908761826995
HALLMARK_IL2_STAT5_SIGNALING,0.08464293210477322,0.08185074140710011,0.04867210232058494,0.050875199904700734
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10256130613288347,0.10403825863120841,0.024514741695848222,0.0006693678782158605
HALLMARK_INFLAMMATORY_RESPONSE,-0.019248901522900402,0.042358927096790094,0.008900877896993073,-0.03506972188760768
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07441872567862502,0.13015961624411312,0.039466843136553895,0.02122914408348086
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.004282249004683379,0.04824698329910446,0.022714321473041497,-0.0352147045702854
HALLMARK_KRAS_SIGNALING_DN,0.024872899131522547,0.08867227738592015,0.024678436602084314,0.05936856306314811
HALLMARK_KRAS_SIGNALING_UP,0.06596076859354401,0.12954724068064938,-0.02244125216632159,0.07382247422485838
HALLMARK_MITOTIC_SPINDLE,0.022548181675839885,0.12900792058277177,-0.03426916627664877,0.05751912065104915
HALLMARK_MTORC1_SIGNALING,-0.0008313809109739384,0.01296817913316821,-0.0050809250635027794,-0.020292950796590527
HALLMARK_MYC_TARGETS_V1,0.007084503854272178,0.10557222523228516,-3.813933450215571e-05,0.07928461852694557
HALLMARK_MYC_TARGETS_V2,0.036798251717385225,0.1556614841338556,0.029571750820433982,0.042402151230483555
HALLMARK_MYOGENESIS,0.0345153250352532,0.12675225119748382,-0.001704439493935742,0.03627988157822217
