,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.023404392782896785,0.06340213099945262,0.07438117601522394,-0.014404194529346687,0.15685912333351176,0.03831528910186344
HALLMARK_ALLOGRAFT_REJECTION,-0.0021542554120144446,0.042348176207658635,0.07038418283309726,-0.041896438494851265,0.06168278059200859,-0.03554032124871377
HALLMARK_ANDROGEN_RESPONSE,0.05462289360805577,0.055479759232657765,0.02204419994415838,0.04194963483015669,0.06622034838188766,0.13469266591430729
HALLMARK_ANGIOGENESIS,-0.029804076179639854,-0.024699092023078618,-0.00011235650161755903,0.013250081629549921,-0.10869259308998869,0.054894983709587564
HALLMARK_APICAL_JUNCTION,0.005065856576966052,0.015397492490906937,0.03719382049146601,0.01520016057707264,0.08633817471687849,-0.03458558991950438
HALLMARK_APICAL_SURFACE,0.05238550952069863,0.013714082625405482,0.0250847167740483,0.004631998415491103,0.04416990349701074,-0.04877013417937937
HALLMARK_APOPTOSIS,-0.04028835615100907,0.04734940785918069,0.040030586416407145,0.0116741686999807,0.08853550984658044,-0.06333421830017968
HALLMARK_BILE_ACID_METABOLISM,0.02996463126869415,-0.0035856743765960626,0.06171140132461317,0.047709115401958845,0.12572058705666297,0.023437145354104107
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022602301860222003,0.03810529697552599,-0.030902300554577693,0.024651004242242272,0.14110659571396744,0.01852639083814605
HALLMARK_COAGULATION,-0.0132840778722031,0.07678954644833694,0.07277937713789462,-0.02945478316915365,0.05358081159253071,0.10238240087545197
HALLMARK_COMPLEMENT,0.04825857302545902,0.07417363801115341,0.08973903388006269,0.05027206792777449,0.14133723854963026,-0.055458806371349485
HALLMARK_DNA_REPAIR,0.030384488541392807,0.04267625605144033,0.02333530870921157,0.051465687169054204,0.15815030788857917,0.08097319926367617
HALLMARK_E2F_TARGETS,0.032489489726564846,0.02506135077057997,0.004321784023561585,0.04629907861407682,0.11637046677588328,-0.04044973138138128
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.009108879393885098,0.06179964888701461,0.08261619572968894,0.018477069491011442,-0.02250525642730038,-0.019843345786984153
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.030376707591876325,0.013610559546159291,0.049878489864731784,0.03195396035789387,0.09116916416374117,0.053876174981149834
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011510040222517655,0.020981438362419145,0.04059686741897829,-0.015157152333541115,0.14345951642451205,-0.08010358785476442
HALLMARK_FATTY_ACID_METABOLISM,-0.05983568390240441,0.0704227947548558,-0.043862127169191585,-0.017429601724531348,0.04252786698553237,-0.0008199569043330102
HALLMARK_G2M_CHECKPOINT,0.01521550547893614,0.03573486924230189,-0.013891779584403708,-0.04705435744637323,0.0787297697015657,0.05253369136265338
HALLMARK_GLYCOLYSIS,-0.022301538959299365,0.02671842857714502,-0.00645034688183738,-0.006536178014302655,0.14158583737718647,-0.015592128177929543
HALLMARK_HEDGEHOG_SIGNALING,-0.0037349122881237037,0.08046686191722095,-0.013036645067345858,0.01243342992786258,0.08465669411550406,0.004321783118945974
HALLMARK_HEME_METABOLISM,-0.032477476040991785,0.04863442497725249,0.050438550989587175,-0.031959677416587146,0.13956247526093835,0.02654145788771174
HALLMARK_HYPOXIA,-0.0029188169123240313,0.0771873673668755,-0.01836618851038584,0.03649687201406073,-0.007647631706092375,0.0031030412146263674
HALLMARK_IL2_STAT5_SIGNALING,0.0838361011862777,0.057632500968022464,0.06548633664508814,0.05804721074290686,0.11205881779762175,0.06825010193064837
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02414748916177996,-0.029172178688788884,0.02589991888221751,0.005613280233253015,0.09782284459100872,0.08914653821997895
HALLMARK_INFLAMMATORY_RESPONSE,0.0315586583155222,0.05067055036876168,0.019591091334440005,-0.05354962021441525,0.0410725091648307,0.042189202617856345
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03142977966663023,0.07219392964023931,0.0499259619551915,-0.0007686593557052777,0.11223661753915344,0.0384892698350932
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0019377704307940898,0.014135067759023573,0.06424278799577361,-0.002090920561541697,0.08068593954261419,0.05931964137598337
HALLMARK_KRAS_SIGNALING_DN,0.026338482713157918,0.0248307905376865,0.07896103232142059,0.021555127376298607,0.1982874552561742,-0.1057422777500184
HALLMARK_KRAS_SIGNALING_UP,0.010140417266950537,0.067985796730726,0.054223071284878965,0.06747212404500048,0.0625035319252804,0.00157465276762754
HALLMARK_MITOTIC_SPINDLE,0.058957246730115584,0.08916567147833374,0.05346482210750597,-0.03557850227379949,0.12474534972881349,0.048303121727397993
HALLMARK_MTORC1_SIGNALING,0.02046764640255859,-0.008272566247691448,-0.02374447149283641,0.021320402211544652,0.009950434785561152,-0.010633019702097702
HALLMARK_MYC_TARGETS_V1,0.02705188713940679,0.06100612384583258,-0.025993499534306474,-0.039650025338394325,0.08073735065646431,0.015453130635977457
