,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05445055530282498,-0.023625774362532395,-0.0398228407846348,-0.024858858055160547,0.06466965550380703,0.182753779530875,0.08874398714386356,0.16843680873689687,0.14892008455795833,-0.023612837946454315,0.09243946567332277,0.020059234296415436,0.16494532556027378,0.16861901042614644
HALLMARK_ALLOGRAFT_REJECTION,-0.0066220216311429145,-0.022148398277240928,-0.12212003411236394,0.00404592199994744,-0.04732666696727033,-0.2821600820486094,-0.040833932844659596,0.08723532460190017,0.07086293231726923,-0.035522100091296596,-0.04322474446567966,-0.05423459123124677,0.048698755198386644,-0.03742915780739771
HALLMARK_ANDROGEN_RESPONSE,0.003474588827564848,0.021870423994479016,-0.13898958345971893,-0.06634467645811264,0.0031166804458478137,-0.12306795289055641,-0.01755235703426854,0.11116238934818796,0.12960588056279762,0.07286558561704469,0.00423928082026149,0.016429908261886367,0.07597815777271187,0.03726016958314597
HALLMARK_ANGIOGENESIS,-0.08679279935815598,0.02858689074173763,-0.11952687345542476,-0.08983806660278608,0.04382188350865478,-0.26858081353363933,-0.13778049678855264,-0.03384262266712165,-0.09560801617086062,-0.048309325840701314,-0.0760381995349733,-0.026696890540707927,-0.08101357077144117,-0.10207102755946909
HALLMARK_APICAL_JUNCTION,-0.0229864169328314,-0.0006328064460899535,-0.11014482077484013,-0.11675033860468481,0.016305147013384046,0.07740818013438755,-0.08866976263946749,0.14510415392592652,0.14218115157631464,-0.00467447788814392,0.07646020747589315,-0.02776376356261232,0.09153241893674376,0.058895545885413673
HALLMARK_APICAL_SURFACE,0.10928213970793565,0.01558321384537848,0.05306203305693983,0.031708159953120596,0.030679142823602467,0.21562201826433233,-0.0299133061125653,0.12294364236459068,0.1138564725356652,-0.00197961501278682,0.06626137089472306,0.030989978659412984,0.04273416888411042,-0.029182355000617246
HALLMARK_APOPTOSIS,0.0052871888293168365,-0.017880920760964723,0.0025220378754172326,-0.061373980088426455,0.05069445040834938,-0.10010842476184778,0.1276737398050797,-0.08545939222676868,-0.030032465048036763,-0.03105111703824534,-0.03872300254094406,-0.004728733983915338,0.03377938651662794,-0.02039797366368215
HALLMARK_BILE_ACID_METABOLISM,0.0197985273324384,-0.023627299769047927,-0.14503278289103388,-0.04775875433800637,0.028597014122374736,-0.05828832853480937,-0.06402200464544594,0.14779788195835247,0.1180798393416228,0.07417754108244,0.04467844494982515,-0.044829926140825475,0.1438339556374489,0.16619650022480367
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03603993893583364,0.010206953362659215,-0.09810659475075743,-0.08802600098287412,0.028876487605780383,-0.20972236642105083,-0.1417868902787058,0.16332173341088807,0.1205643654348962,-0.015571070432662202,0.06666112226134684,-0.035731758476600435,0.14005586469456582,0.16513706065692688
HALLMARK_COAGULATION,0.007015635205460577,-0.008534666845002238,-0.13647969040461172,-0.06920470805283906,-0.01209798722844969,-0.2994895969949244,-0.0863024585406207,0.05443666573689214,0.11465705824491339,-0.061850445338333206,-0.06101327188705227,0.03895692919868867,0.04473741690838634,0.0425721659428691
