,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,7.017407077645404e-05,0.020099348248819347,0.05578488438339614,-0.006069618702962393,0.05946813427505195,-0.04668963714259742,0.01097780836330322,0.04289423637212341,0.07661320567652999
HALLMARK_ALLOGRAFT_REJECTION,0.06494249752680988,-0.026444080668538445,0.11419758928416224,0.058437144238836114,0.10248782173162853,0.13946318279243541,0.08170469991916127,0.025650266702321112,0.1542905806767191
HALLMARK_ANDROGEN_RESPONSE,0.0032496300892617637,0.05622018346084169,0.02924816488814655,-0.040633060996934436,0.07954490187330354,0.08875631464390252,0.04235253761822535,0.06235372028017337,0.11278596301966608
HALLMARK_ANGIOGENESIS,0.025447829877473006,-0.03567410495299369,-0.01882860830253398,-0.09705986274793911,0.11552526772958803,-0.0029819948638243835,0.04942789337748824,-0.04857263040745393,0.023934816948291106
HALLMARK_APICAL_JUNCTION,-0.04328527264382078,0.009253993555625539,0.029144325349946616,0.016637280290072838,0.11987995709267099,0.060170222973675684,0.013667715958067735,0.04336933519255528,0.14670643462816327
HALLMARK_APICAL_SURFACE,-0.02608614266987321,0.09057139564937197,-0.02633738525915383,0.03978645022005746,-0.038962829470483656,0.04734031679072641,-0.06047521789701193,0.050784131754194745,0.14843543191064187
HALLMARK_APOPTOSIS,0.02620869255609274,-0.06427674185350832,0.04856013207480267,0.00026253455150994115,0.058579748986012474,0.10157400801792241,0.029813057370644595,-0.052754839146079854,-0.0025403363405380472
HALLMARK_BILE_ACID_METABOLISM,-0.04124179716747239,0.05029147309823375,-0.03505754903380824,0.040683935315125104,0.09454253110554951,0.06823936575425661,0.04544747554070657,0.02163486551042101,0.00634707153486079
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006438463966494437,0.06244073905863449,0.0809083221119424,0.0013025241865229236,0.035482582680454365,-0.02532494443781959,0.03383420080876222,0.07333306771949356,-0.03550778737782709
HALLMARK_COAGULATION,0.04378174224824732,-0.03742072885840434,0.0832623638100166,0.005365676441456396,0.09233583158574735,0.08420592144618483,0.0694595445950374,-0.007923591019981458,0.1421835443217351
HALLMARK_COMPLEMENT,0.07316132812452364,-0.024597804457221394,0.023512932694093897,0.00400178539427719,0.10590505207395254,0.04944839072302361,0.018013442484199494,0.03202298584894337,0.023999405322984734
HALLMARK_DNA_REPAIR,-0.007305374802743604,0.04773795639450086,0.02579435335799147,-0.011306419412551201,0.11414271967891938,0.06384691409142638,0.02613078296446523,0.08315868187473446,0.07840447007377706
HALLMARK_E2F_TARGETS,0.031040287305439312,0.032945910216457236,0.02161788029564358,0.023679067826573197,0.11311287827635408,0.038571991642263076,-0.030617116024232467,0.07500058134473281,0.03422473962859106
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0015505405762680008,-0.0615180286190889,0.02952551187686651,-0.07129789707724116,0.11806053885956726,-0.0013136962811509667,0.05199348422548561,-0.0027810249740481564,0.1446971015154191
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04490093645836267,0.007884791373819863,0.0966645831506392,-0.038627179300351526,0.04134168729411736,-0.06957156734123332,-0.011153415686385837,0.004708092868447745,0.05664287674707441
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03830064206167486,0.015819665722136753,-0.022027358266067873,0.05784095456449719,-0.05159310409532023,0.03920819964521852,0.023570966377956155,0.04550272747582121,-0.019598587345125856
HALLMARK_FATTY_ACID_METABOLISM,0.04809737732854703,0.0012787782560820958,0.006035003102265568,-0.06545229849090213,0.04553776003398121,0.03988528863937635,0.009347570299514569,0.02027947000999099,-0.013884171106522021
HALLMARK_G2M_CHECKPOINT,-0.01772124023937407,0.020886456913224372,0.016979167712566502,-0.008549068025490835,0.10125904934753728,0.0896053094804137,0.039801119297639534,0.0052904328191629366,0.017505277875525027
