,UKF248,UKF259,UKF269,UKF313,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.080033478417883,0.044848107965147224,0.10501262641886032,0.07830764382753552,0.15381733312494955,0.08660466111343935,0.1409306667153423
HALLMARK_ALLOGRAFT_REJECTION,0.04379614581525162,0.044789486555490525,0.14558393103953313,0.06389613991033863,0.027252863421431902,0.09173248186381211,0.1749730019156189
HALLMARK_ANDROGEN_RESPONSE,0.07577165279883034,-0.03565652924810886,0.09681294979562802,0.02303202024852838,0.09841975095982221,0.09111038678448799,0.1665231195855975
HALLMARK_ANGIOGENESIS,-0.020527632470029394,-0.012113306596553063,0.1625316848950172,-0.062161403036121166,-0.06583687581458875,0.0012223903297977328,0.038345208521838405
HALLMARK_APICAL_JUNCTION,0.16160936621815197,0.04327729913302792,0.1461623243442266,0.08731232223953068,0.17720565321104637,0.16206825734417957,0.22115387758897603
HALLMARK_APICAL_SURFACE,0.06892971791842964,0.019508778348922683,-0.08696254353294744,0.05481082518314804,0.11513873768621866,0.10606053584209638,0.20246765207179548
HALLMARK_APOPTOSIS,0.05466100307296746,-0.006246554830518079,-0.01359472800267966,-0.0009845222111346875,0.10226209333130866,0.014373415937450522,0.05142630859008335
HALLMARK_BILE_ACID_METABOLISM,0.006385101175520585,0.058456751203533774,0.09961615258590305,0.016347859408059478,0.07985016060020787,0.00770005946413024,0.021889330317499973
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005746601475089339,-0.0028791650512073625,0.058909680637536335,0.04497652164519533,0.1078242055236935,0.06829376589236202,0.0223998098639273
HALLMARK_COAGULATION,0.14607415930275938,0.041317906860610897,0.11018262853091215,0.0845915047494122,0.12555794068635562,0.08085346748207584,0.19841544986093212
HALLMARK_COMPLEMENT,0.018072167817972256,0.020156843487821915,0.1471456045525675,0.037893512150572836,0.07450115035750944,0.09255813607280795,0.061255999518156995
HALLMARK_DNA_REPAIR,0.0875286322830317,-0.02960640708136276,0.13179782377087249,0.06164413927408387,0.20802944183998764,0.14194576945854953,0.12287303920310126
HALLMARK_E2F_TARGETS,0.07077847012355705,-0.015010911506607253,0.14306354098293575,0.08652169062711945,0.13360710120682437,0.11413044967446627,0.07973254296558262
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13081768876602196,-0.02299846631544006,0.14522019123783347,-0.02468056064197338,0.12243929399217808,0.13317786178994306,0.20374280848510737
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06713860460930143,-0.03815903329104819,0.09909145821829576,-0.045780229943315535,0.1445131213450662,0.08857833227106,0.06374166516586978
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05861002081079429,0.04906570673569199,0.004469969275961106,0.05885495234057355,0.059273939848890234,0.09577831872877125,-0.002609764864164837
HALLMARK_FATTY_ACID_METABOLISM,0.01077025798749763,-0.03383166979498188,0.027515895915020988,-0.04557148162486442,0.03912626083864199,0.08315444487452332,0.03914184386791347
HALLMARK_G2M_CHECKPOINT,0.05651144134816472,0.01237877290946039,0.13495691257555123,0.047395490046402235,0.14642919592214726,0.1142082411750975,0.0537838834848476
HALLMARK_GLYCOLYSIS,-0.027426561888440813,-0.008930993956148573,0.1109570385634463,-0.004747705166442768,0.12245752460686804,0.08695944008409928,0.046454810099336497
HALLMARK_HEDGEHOG_SIGNALING,0.0013326504524672413,-0.03980248044615638,-0.05673795896086634,0.027584197099810203,0.11060895609234805,0.07550706278410092,0.03570482072665216
HALLMARK_HEME_METABOLISM,0.0788437551586997,-0.008685229672754891,0.14048577731768488,0.006128227768733994,0.13057522768802765,0.12988872309945607,0.1037347699114971
HALLMARK_HYPOXIA,-0.10555715773444445,0.0015903537588222055,-0.003869484478006549,-0.07085612726298693,0.11845222727449606,0.08197594436988838,-0.0010786162986933558
HALLMARK_IL2_STAT5_SIGNALING,0.10164459132802572,-0.02931899384005452,0.12056553816755217,-0.04630466654157647,0.11067447254164572,0.07656026951114675,0.09118730392728146
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05893430792958484,-0.019331852506065453,0.07557087991635968,-0.026059135238306684,0.02029009964382309,0.09379272940852224,0.05975233746063099
HALLMARK_INFLAMMATORY_RESPONSE,0.11121751189277622,-0.04840241332051129,0.0696697867494972,-0.04231777040776194,0.06695968828139416,0.10342425530605824,0.02024889342232388
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06435520362437902,0.06684289723597056,0.14743124111987968,0.09262006103024979,-0.0479274384812064,0.03208316137818966,0.18027506872224125
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05115949840171743,0.014060791144437583,0.1383657157280702,-0.0008042175625349149,0.1197483244358148,0.05019871799365074,0.11790803917146998
HALLMARK_KRAS_SIGNALING_DN,-0.0360892022185905,0.00595131318957613,-0.00881026874362683,0.014314370774403501,0.06644965768352337,0.11191132878920204,0.044096175629403364
HALLMARK_KRAS_SIGNALING_UP,0.05456628674438135,-0.011686963662821487,0.04963280499588384,0.06312952581995578,0.06942015574756041,0.09476459607322506,0.18751939321665467
HALLMARK_MITOTIC_SPINDLE,0.1350455588669419,-3.4272479557754726e-05,0.11894190758455454,0.06284640819976244,0.11565426875348267,0.11584054495538448,0.1610834339071126
HALLMARK_MTORC1_SIGNALING,-0.05620515007406236,-0.0011620400204689265,0.10876829749394741,-0.014417278363429308,0.11409184534866972,0.053024131810961446,0.039128195290809444
HALLMARK_MYC_TARGETS_V1,0.06116800711453797,-0.026324271983528304,0.1526927004071867,0.050035893850577634,0.1467928298491052,0.07919341943310158,0.08125764026906303
HALLMARK_MYC_TARGETS_V2,0.04920269487943237,-0.01881053390374629,0.03658841108532784,0.005501516683383577,0.03434749057181538,0.028297809707151723,0.07904305161885614
HALLMARK_MYOGENESIS,0.16240134984357837,0.04616025002771313,-0.04937007783260093,0.05700741618136249,0.15814355184583737,0.05583967461039723,0.21334632745306029
HALLMARK_NOTCH_SIGNALING,0.0865297077199562,0.034367247984336644,0.12670478693040022,0.09917486036078428,0.13640808583923092,0.1214057066366039,0.13611540117316523
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.040635241259200386,-0.016944959418775482,0.043804845695730205,0.06564125687344619,0.1481652111831563,0.10575914768440821,0.08000504817372488
HALLMARK_P53_PATHWAY,0.012748249074373774,-0.005093262428256408,0.1260359466558609,0.030472754600099863,0.10697085348718234,0.061957924756767785,0.08789225781544519
HALLMARK_PANCREAS_BETA_CELLS,0.023924895053763672,-0.014143383768924822,0.0021480022643920083,0.07113312257874108,0.10558645871842762,0.07442010612053458,0.041923067534096664
HALLMARK_PEROXISOME,0.07009793465581757,0.016989917563554852,0.0697164432246227,0.010864077927489968,0.030382636194340635,0.029065390492484907,0.09554795128996678
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11830198312003946,-0.037879226499870786,0.0546722390465905,0.05864327644745424,0.16461139851800324,0.11151991950409804,0.18541281274402346
HALLMARK_PROTEIN_SECRETION,0.045756110987400136,0.007216810424845516,0.1304381768517582,0.047915635465824426,0.1493769242044046,0.10195359609868988,0.1033632266554883
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.022894874848094278,-0.056550131436555254,-0.03385374157832629,0.060466718555831425,-0.05783751530398289,-0.03235004622879136,0.06043806187662401
HALLMARK_SPERMATOGENESIS,0.04355495080693508,0.017769093354560093,0.05335216531095694,0.03300776849908594,0.0766927489640297,0.06081312360900406,0.051493575498095294
HALLMARK_TGF_BETA_SIGNALING,0.15197718727099124,0.021230990168116526,0.13000571805757682,0.050820518647474326,0.10438047369374491,0.10488300699914548,0.19196124915986865
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05482658696705621,-0.02693602163780739,-0.08335885634704938,0.020786612221008357,0.0016019846919170706,0.055469285162709686,-0.11111524679350893
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06824306319765958,-0.010947620453829465,0.11654092854885553,0.07042498623578228,0.14814473373763867,0.14810931767400298,0.13814927383943634
HALLMARK_UV_RESPONSE_DN,0.09833432781203559,0.009767837843584414,0.03059649294477016,-0.029812594861019066,0.03894852229972861,0.035951900256324054,0.17201395192439675
HALLMARK_UV_RESPONSE_UP,0.009187735172469038,-0.018920410272541863,-0.03226001544620165,0.000139793081839093,0.16247098214891834,0.10808018123884856,0.03203334442086091
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.044987192156171266,0.026385625645046915,0.08580265781883004,0.026192491551887662,0.058048683272703745,0.15277241260656058,0.12526801146100275
HALLMARK_XENOBIOTIC_METABOLISM,0.03284087439245272,0.0018224882034685007,0.08190187804651858,0.030823309403690873,0.17137517271879485,0.09253095350443669,0.07292169752172142
