,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1415836438145925,0.02546324865860497,0.033335219748974354,0.03533679303310335,0.04685567044896957,0.1095030013053402,0.15851018659683985,0.09291475712146882,0.014517712837504158,0.06813768123770304,0.049913371982228935,0.1819757133440564,0.08764577160141117
HALLMARK_ALLOGRAFT_REJECTION,-0.019952112232487745,-0.012661126598299188,0.0302220135321439,0.01712746725484316,0.06513998176862143,0.0242489966452129,-0.052509648062101504,0.07354196974566775,0.023949781921541267,0.02374227503339273,-0.009356692375747445,0.1596828430969093,0.0058971741044042646
HALLMARK_ANDROGEN_RESPONSE,0.09577529296811596,-0.009310608737518017,0.06259923077205054,-0.03054721257373882,0.06054502633701868,0.07926919690604668,0.16289868421842385,0.05013799755006289,0.012701587957844478,0.06300561495543137,0.000423289673209261,0.0709122109560262,0.016275848904230287
HALLMARK_ANGIOGENESIS,0.059663492540080236,0.04501403167840996,-0.007486522995454972,-0.07281977865184992,-0.06917188917201171,0.12938227963199878,-0.02992774530562297,-0.05983846109646308,0.020009472530626852,-0.022547476169877224,0.07019870803545805,-0.11575735940883201,-0.07378495270153654
HALLMARK_APICAL_JUNCTION,0.13767063628193263,0.008982250335551629,0.011984167501798771,0.06426152475804144,0.0009666099192532109,0.06873490725195155,0.1311907352098126,0.10334883423605232,0.010208686874810344,0.05982567823137671,0.03256413461977029,0.12077069436818422,0.008844425093219808
HALLMARK_APICAL_SURFACE,0.14450409318085536,0.016217672926292132,-0.002994510943657504,0.01840467145416337,0.011932545435337791,-0.02901902148796871,0.11174510095954783,0.10615595457256101,0.013735490248427214,0.07611958811013568,-0.002304409343994661,0.06762612916066366,-0.018405972128229208
HALLMARK_APOPTOSIS,-0.05972449461433784,-0.012829956743014313,-0.008770732383176503,0.00919408703598522,-0.03623650482958716,0.024196379919461566,-0.06636880252326785,0.05482624766715886,-0.0656902022674101,-0.015717889583100792,0.024598458763449203,0.07791995664827535,0.0051990984585784
HALLMARK_BILE_ACID_METABOLISM,0.15048216230444741,-0.028008196092736175,-0.01851644729173154,0.052131233781843304,0.03250402087104364,0.05364113125667237,0.0768120145182142,0.07636124504534808,0.07885848650192868,0.07009338418245947,0.041509777213592475,0.1480651321662788,0.11932300920270957
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1620858410649544,-0.024783486171179123,0.016548235502816786,0.08165342745254625,-0.06220777464431315,0.032572481410635186,0.18989950208882714,0.0774079822975657,0.030417883009683417,0.079185817431125,-0.036023494179235976,0.12634756099651764,0.08264840796118221
HALLMARK_COAGULATION,0.09012331009880375,0.02742270669094846,0.04704476363250026,0.07145670233668294,0.05039149814824531,0.12365606442030039,0.07096186201557758,0.1073258578922755,0.030524961468392346,0.06773387253459609,0.02411714702511902,0.0889942189002714,-0.05747854101130603
HALLMARK_COMPLEMENT,0.061403850691317624,0.03520816646118309,0.02126753404399987,0.055185462753722936,0.010267534602001093,0.06567214147482951,0.053578289341341345,0.09522063973939049,-0.003868532224482847,0.05911974865532286,0.005827937707701484,0.15897058890481153,0.01553069382562916
HALLMARK_DNA_REPAIR,0.12730642720751428,0.011537197387431088,0.03368042606230848,0.01682133953211398,0.04527297015472989,0.09499052134228793,0.17251862149575467,0.13290275293916554,0.018826955842501308,0.06945935353263413,0.03393255950879943,0.16345378851621423,0.131707658173578
HALLMARK_E2F_TARGETS,0.1602363884744997,-0.03330577112543496,0.03648254619602071,0.07105253309620004,0.021873349040182483,0.1279723874449884,0.04585580346370833,0.06538028439002792,0.03252867898983453,0.04361161088944525,-0.015600351387105556,0.09214790435173423,0.08750700649889154
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.048145073586303204,0.028134608069063063,0.038254629695464774,0.01917301797243738,-0.014785499741017692,0.10506261414099806,0.04890291266162506,0.08164990597037683,-0.016834226619631777,0.027055025780101334,0.058857050771706554,0.005318168634129084,-0.06376838871506403
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06781584840763828,0.019114989769572294,0.009617725388869366,-0.02988110969180072,0.10795365663947963,0.04158351129871087,0.11546244157332286,0.10002433295303288,0.028255264987813035,0.05997256146201983,-0.018063825730835748,0.09637104303745268,0.09628113906609025
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1793162370899793,0.04467740982174275,-0.007389937311995429,0.08849587998106695,-0.027680972733726352,0.006243143602343216,0.07269143039420395,0.03730255717465132,0.035251244875646216,0.037645882122305754,-0.01135717856807351,0.131829799382196,0.06351146399464892
HALLMARK_FATTY_ACID_METABOLISM,0.07947182989393116,0.030994879196165132,-0.04265429874617614,0.02385706933004727,-0.04358003684271492,0.008117374502594404,0.14446008191128162,-0.01889906604276867,-0.06289785940894266,0.044895091796319495,-0.040637611671564315,0.0378380997255174,0.06210531507777643
HALLMARK_G2M_CHECKPOINT,0.05149491096008996,-0.049414635036796904,0.04965029624363821,0.020313308385525943,-0.013604939702896258,0.04846485376136283,0.030196590444768037,0.06618654776633803,0.008043470728897124,0.026760053136974618,0.037313697872742996,0.06588790554820285,0.04744772388987239
HALLMARK_GLYCOLYSIS,0.15126408891490578,0.0038922262842660663,0.004411918362412291,-0.08930907601137429,0.026769624149495005,0.006093726410315525,0.1099639111684029,0.08837320119267222,0.028220146691987507,0.09007071264524874,0.01107032128594176,0.10956548469944502,0.05259707885367129
HALLMARK_HEDGEHOG_SIGNALING,0.101903215162812,0.006581981499180543,-0.029893797914960215,0.001614745103515939,0.09456023973346038,-0.04759599136835769,0.003924394928184993,0.12689773627501985,0.045063059259484034,0.04714080426641227,-0.008616845637847115,0.07229188859404492,-0.005102627692600386
HALLMARK_HEME_METABOLISM,0.17441711420614087,-0.025414165497978224,-0.00039861201219577657,0.05162303984317841,0.03879354066277672,0.12265407722164907,0.10612021212930557,0.1147502583631721,0.045632650610863607,0.0803060398778048,-4.577902166301595e-05,0.1564415070519967,0.07715299645071932
HALLMARK_HYPOXIA,-0.07045976237558614,0.010961755159779275,-6.410132606858962e-05,-0.06731326855495849,-0.071644208733102,0.029418259867630983,-0.01240523704485196,0.02535152375234181,-0.007284809996926095,-0.021706873769202766,0.028775067126070183,0.019364079489317416,0.020392854302950625
HALLMARK_IL2_STAT5_SIGNALING,0.053221516641896775,0.013917008459553154,-0.0025545981342957364,0.08948589626932915,0.051208544229649454,0.06634844986543109,0.06188905242466168,0.03624473201817585,0.012200688367603995,0.07841483415646132,-0.020987545834670277,0.08023611020585772,0.05920880223857548
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05771765914898133,0.10262901267003147,-0.01769519502122218,0.07427535619505476,-0.07368852802747367,0.11673068990001229,0.02975361302647915,0.10358398866480041,0.04748795588200629,0.06852414452151749,-0.013993278563690599,0.064369973860775,-0.035495798160879576
HALLMARK_INFLAMMATORY_RESPONSE,0.07858409044901703,0.030794164268026572,-0.010786695592386486,-0.05063512520789457,-0.05268807470366614,0.053316928174630775,0.023476702138363007,0.06249060961438557,-0.08881112516691222,0.025793900026033285,0.04305714471101974,0.06392241536135297,-0.04944245308476573
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.15292875344687853,0.015203985100358195,0.07075955692186361,0.02523011721680315,0.047124492221609075,0.06080619099420718,0.1036277684450624,0.004023181877950201,0.03666282418055084,0.03774705572276818,0.003709765102527612,0.16629361674655038,0.10283999520238152
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0478372425484486,0.0396793647927391,0.03194801723836337,0.048041103619048266,0.009725484024443917,0.07128771330038161,0.004899273137856671,0.06078773149710305,-0.002355819717688033,0.08496324489746718,0.06485476771825618,0.11782782031837863,-0.04364466919269328
HALLMARK_KRAS_SIGNALING_DN,0.18886927749725357,0.02756041508383295,0.011963256375826844,-0.004810434318832965,0.00353967701600598,0.07686012365382938,0.175619536019224,0.13494978396850074,0.04849974964776916,0.05421646505931256,-0.01088706965581166,0.15160894500445826,0.10126423613007651
HALLMARK_KRAS_SIGNALING_UP,0.025348236565352716,0.04397745645367616,0.042292401236541724,-0.0659625361857594,0.10367001047059153,0.0049660550881495775,-0.03413762787920389,0.02851284425859657,0.01949942311779489,0.04071109609457189,0.006182922924502573,0.1211513272322289,-0.004399156716358262
HALLMARK_MITOTIC_SPINDLE,0.14234583607859683,0.019654989002289316,0.041194432928508946,0.015350489977266306,0.03512009251415695,0.06159498232375261,0.1356062141392406,0.08281401970311345,0.03383654824746333,0.06252704045911277,-0.009659991396982296,0.1351228368278698,0.07392287100331818
HALLMARK_MTORC1_SIGNALING,0.05385008154722931,-0.03885341255010098,0.025984825239675633,-0.12567752655870112,-0.027894736467656615,0.051143024126377445,0.055876636998484365,0.021227647433723178,0.008255516803521781,0.03905300395153284,0.030318979840894503,-0.024974465432499163,0.03087673939002186
HALLMARK_MYC_TARGETS_V1,0.07463431793554824,-0.01840969589015293,0.021492419891175712,-0.004546238728833259,0.029589264126505734,0.10296693417837037,0.11236844176619114,0.08818157431565574,0.04399213636112303,0.04566931923397676,-0.003247914885904203,0.11229895827666025,0.08254548269180138
