,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.028133614695913866,0.025030195740391295,0.2391175129697405,0.33016014655792464,0.10017804540957677,0.15822960816263615,0.12724259786558403
HALLMARK_ALLOGRAFT_REJECTION,-0.055684854374318485,0.020155739837575643,0.18023714584436787,0.2256051234556097,0.034137508118828146,0.18188760096615952,0.15656380247858487
HALLMARK_ANDROGEN_RESPONSE,0.018490106355905346,0.0088012337683562,0.2955899315581001,0.2772596642334104,0.11664074124960776,0.1945938698659445,0.15661944490606117
HALLMARK_ANGIOGENESIS,0.01731108107760086,0.08941994649086471,0.04018067454610797,-0.25810994609056664,-0.07700664904583279,0.03197050550994803,0.09713984420371685
HALLMARK_APICAL_JUNCTION,-0.0009938174291293006,0.008702042092574077,0.23954534925398857,0.31506984915233893,0.16751262479501838,0.14373046688309615,0.16761268376783625
HALLMARK_APICAL_SURFACE,-0.021447226489638854,0.1217603394040286,0.2881788150860123,0.25665073697351587,-0.020971020886437704,0.12490252815653664,-0.01255059343284369
HALLMARK_APOPTOSIS,0.0019258052660284393,-0.05124995367528731,-0.04130355293860984,-0.14482081649551207,0.04972297272871167,0.15498123847866477,0.13742717501196924
HALLMARK_BILE_ACID_METABOLISM,0.012482991058975835,0.09579848271994994,0.26162277590162547,0.29089647483931075,0.02501214548121472,0.10857329281379138,0.1676150777985766
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0015718842365613096,-0.03157309165747113,0.27665564827521466,0.32566605811984545,0.1378843750904027,0.0734144106282257,0.11834987227123324
HALLMARK_COAGULATION,-0.012255752131550581,0.019836352914489857,0.19654250805558707,0.16774864687997595,0.05631390524988857,0.19691492992117396,0.1650702803779293
HALLMARK_COMPLEMENT,-0.024169283962872518,0.005253961185302605,0.1575804095607663,0.1716486413512902,0.02961865979791678,0.09078078900039444,0.06676943325300129
HALLMARK_DNA_REPAIR,0.06387669384450353,0.0027127487286176754,0.28834354512795846,0.36663760807706935,0.1416852150115725,0.10545295406909566,0.16416136638871168
HALLMARK_E2F_TARGETS,0.027021390739275446,0.07709483638185004,0.31958625458995304,0.2305277406240842,0.14066566232410213,0.06496990628794531,0.1757848687334654
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03611538423182002,0.05266206955093021,0.14704791518966054,-0.09815600913779046,0.0302831399375748,0.18952510272875625,0.2139845439012742
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010751865614255453,-0.024930157632834214,0.14980723164493864,0.16365919159051498,0.07991850088254368,0.1432140964744501,0.10313472083512375
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010389370401987556,-0.01233389274298737,0.27559071391882,0.29970303116582964,-0.030949094542648697,0.07189274898311111,-0.028202168800171446
HALLMARK_FATTY_ACID_METABOLISM,0.043584530301925654,-0.031153673861287874,0.0960592020919029,0.03760793433231216,-0.00218910448568822,0.047511355979701894,0.005394225412070062
HALLMARK_G2M_CHECKPOINT,0.029465619249125635,-0.0353678985107137,0.26052827491317715,0.16977904715839381,0.13025060120427473,0.08515339387834782,0.16019777116266912
HALLMARK_GLYCOLYSIS,-0.00701752611247803,0.06783742652800645,0.2679115453496636,0.25987409744925105,0.11646413016055668,0.08989292694410528,0.0003805846850712317
HALLMARK_HEDGEHOG_SIGNALING,-0.019243758753981637,-0.07716080018462017,0.17291317379843996,0.14463219744344724,0.14170722510301795,0.034002737593940506,-0.18451577359526244
HALLMARK_HEME_METABOLISM,0.029920664852590966,-0.006159115068960379,0.22065129384429327,0.3234580667710326,0.12187973372037399,0.10322320960415474,-0.004206258332968731
HALLMARK_HYPOXIA,0.06236006981827624,0.02387640794868305,-0.08409206212025623,-0.1433349623094819,-0.08020926157565107,-0.03514996642872515,0.12697876780525105
HALLMARK_IL2_STAT5_SIGNALING,0.03707480915900241,-0.011252174637964381,0.2440938478564824,0.26287353841822886,0.09722943422435203,0.08196093221219009,0.09393139748575303
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.044713510700813835,0.06416684981527374,0.2080722703979098,0.16929729131674634,0.07664859176677973,0.07264943076076853,0.04723106309421086
HALLMARK_INFLAMMATORY_RESPONSE,0.011844501752550245,-0.04364369347722791,0.051747850202428794,-0.05345357509212102,0.051137798243246345,0.07068968152273593,0.04271516604992684
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04393685122327244,-0.05795574791951951,0.2595370075948596,0.2906349694194985,0.04869428991408069,0.1498000139996995,0.10782816084523161
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06892816543967072,-0.015808184097444215,0.17012730956135852,0.0373984813582197,0.03293519690064917,0.21230420337401598,0.16536387836758004
HALLMARK_KRAS_SIGNALING_DN,0.009029761282473807,-0.00915174333670598,0.22347677996165868,0.3255615666082055,0.06147938618370891,0.1215177402249173,0.03349564273469431
