,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.025638222651980597,0.055674459103841306,0.03612092687198432,0.009130884201634808,0.12862956093765615,0.026961760133038755,0.10196075539454733,0.11542723466183696,0.03145403301876132,0.012046200155949604,0.03672047230652416,0.09619024490657575,0.12172778698383087,0.12622458761622676,0.028013332867841523,0.08389663997354269,0.16393652704425332,0.2875224110068357,0.08193977041902385,0.07815622563904685,0.025632691951821395,0.22143129108161197,0.11810546966481918,0.057764071624572415
HALLMARK_ALLOGRAFT_REJECTION,0.06529235362331513,-0.006022816092805897,-0.028022216374486004,-0.009968615096450612,0.11819336718111635,0.006417954060426251,0.06961438613828982,0.08204893448140609,-0.006934296328941697,-0.049807258510156695,-0.0364658391581646,-0.03637146646202882,0.059628269992376644,0.04531013638066002,-0.016850492204659565,0.06929240288362339,0.11974927101554332,0.15727307441502758,0.06392418068708247,-0.007454576330824822,0.033062674891638,0.07367310019346757,0.020656268561796556,0.01659010738802364
HALLMARK_ANDROGEN_RESPONSE,0.06369967456288209,0.07397766171949893,0.06887008408307303,0.013211924203287373,0.016504171718296833,-0.0021963989944329466,0.11573250305297915,0.14618687759861723,-0.020907586988431804,-0.015381041451240833,0.04791964265628232,0.027378497797810035,0.11602984807014703,0.06485101308838012,0.05780903079843862,0.07440386103438905,0.14455563682531627,0.2499022881415957,0.05281175364098654,0.013540638327413644,0.03143056115389297,0.18946077578313728,0.10137001745192328,0.08829616635872521
HALLMARK_ANGIOGENESIS,0.13694147297965717,0.006058491103553797,0.05659288513045845,0.04375539869578271,-0.018472956586369257,-0.008970353326553859,-0.08924709586184806,0.12566115879046563,-0.0425562762251248,0.005218710922728181,-0.0473461464982383,-0.03151235172645115,-0.12053132578208953,-9.836229236430101e-05,0.02789298224126703,-0.0843792215630261,-0.006521305025545647,-0.1593853335999649,0.031513698427568425,-0.021069203216247334,0.046179312775440205,-0.06764657251601337,0.08702062599525567,0.012151961933436916
HALLMARK_APICAL_JUNCTION,0.020883650133629382,0.03356301107115401,0.06637420869043625,0.03132029266396941,0.1812042843505409,0.017575174763998384,0.1143084966398221,0.18411336375784906,-0.015508826224607917,0.011187776397978539,0.04280614048821656,0.07839031319075158,0.09188487430767182,0.10273713413545436,0.024308949779385945,0.07303627487868349,0.16669559340533885,0.3132293007021923,0.08111717664389924,0.06252312494484177,0.06972685321093552,0.19288339894751239,0.12133645980639414,0.02219994270995031
HALLMARK_APICAL_SURFACE,0.017123586670750056,-0.020088866706029464,0.0408967631678761,0.05401385386638078,0.09163118132256343,0.007423762392344706,0.10912392019608051,0.021313899156625318,0.04830943908858909,-0.024043239951069197,0.1208174159804585,0.09109188243359317,0.06429949714020326,0.061163046908588474,-0.00226632795623462,0.07157694244739009,0.1597021285954672,0.21697475045423298,0.02867168128403441,0.0809710005029533,0.03337616450117148,0.1350047225396993,0.08765592425710361,-0.004464867968772046
HALLMARK_APOPTOSIS,-0.022626214201147684,0.024686916509699487,0.03324894687971845,-0.012836441246715706,-0.04697792550541506,-0.003612532963707885,-0.032619406044652424,-0.028999547831177072,0.015792098448462195,-0.03745204294679378,-0.025034995397600016,0.03454966546908286,0.027080574750618345,-0.00028367342752082735,0.044699537704736794,0.006382319155969459,-0.05016656557892994,-0.08331565536997362,0.054023827055784956,-0.002448710434378608,0.03751585374276313,0.09013532290277297,-0.008729657297563339,-0.042710463738943175
HALLMARK_BILE_ACID_METABOLISM,0.06438754865617871,0.004225466933213521,-0.010116007856170214,0.024890482662188924,0.1453439748386267,-0.031209872490207242,0.11348123298681415,0.12140269085777627,-0.034382025205461936,0.065240451579787,-0.0247871476679447,0.018557512979771377,0.04221670670247849,0.07761787597720282,-0.02470490247078155,0.023733965638610077,0.15077406039224014,0.3206486482297482,0.09646476462400891,0.08416657903602272,0.029084966863917216,0.17866927765185936,0.12585095038686223,0.09964778223282246
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07819416226718884,0.038670570358143905,0.02352153519396074,-0.018451471662846355,0.12258975684908115,0.013688805869398022,0.11439317644862641,0.15016190593526216,-0.03305749565719864,0.013402122128376024,0.01853647306061543,0.039087719170082746,0.1225669710604801,0.047455501513622045,0.021302011187429505,0.085761171327179,0.19214077707400376,0.2891575579632268,0.08155498844216802,0.06331829067802801,-0.049871852912716924,0.22581116749551886,0.11933363960593941,-0.03617705686857097
HALLMARK_COAGULATION,0.0611018340053797,0.053991038300523056,0.043982595275142505,-0.0014401673456292845,0.08968802624274282,0.010681729989870084,0.05368367256887074,0.0630403806655913,-0.03221464946319642,-0.03339055963289627,-0.09526488359575873,0.0005864599054355453,0.05127161252347653,0.07203026610981388,0.0039804823158361225,0.03408718584549746,0.1122503768085197,0.15858118617248687,0.11715809951325319,0.0001715700821642224,0.07652552881705893,0.13549839048358253,0.04330459516570105,0.03213436406699151
