,UKF251,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.004837360825226589,-0.0459595976670576,0.025142915005477204,0.012585692725077736,0.17574833443346002,0.007353795908113384,0.07209585043106036
HALLMARK_ALLOGRAFT_REJECTION,0.07035091322534877,0.005924227895632613,0.04677478834279952,-0.027920497367633305,0.0822499388366371,0.07791811894018127,0.06499242618036077
HALLMARK_ANDROGEN_RESPONSE,-0.023300634966158734,0.08167601889979412,0.004486025182402649,0.02853257827048984,0.0836660077264577,0.07619280771240444,0.12495995420746536
HALLMARK_ANGIOGENESIS,-0.11209196986855896,0.0013686787218970895,0.011533168947914613,0.011781504237165369,-0.18688349572995638,-0.028928188626510202,-0.08243131876220547
HALLMARK_APICAL_JUNCTION,0.05178860953998372,-0.022792591660625777,0.0011571225451762683,0.004099746886857543,0.15198618044749487,-0.00706507937246618,0.11034568767235631
HALLMARK_APICAL_SURFACE,0.004914773959300475,-0.06276460969006344,0.0513969008292777,0.03876375120156665,0.06081616472333491,-0.020367725311058054,-0.007833432004584624
HALLMARK_APOPTOSIS,0.047582188009063824,-0.006356293424906242,0.0015050087996529406,-0.02570710567023173,0.09640710987887176,0.05648091616837635,0.05962250497481081
HALLMARK_BILE_ACID_METABOLISM,-0.024557423417700303,0.021620446409402604,0.02846437857788744,-0.020607831959083334,0.15077714087614655,-0.09545246384589581,0.02876033135596873
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04058592567040505,0.0755884160543019,-0.055732610789924274,0.06810672757116924,0.1767618511039801,0.04639585461963539,0.10902173256132186
HALLMARK_COAGULATION,-0.0005647331775528545,0.061059256664692585,-0.012418694923691513,-0.004212502404266391,-0.048179318309616914,0.044859038681605734,0.04530136685019953
HALLMARK_COMPLEMENT,0.015347982817966519,-0.04509705166357388,0.008188230470674745,0.04400118458692748,0.16341222649811413,0.06413447413856316,0.046092708104191214
HALLMARK_DNA_REPAIR,0.061877457320997635,-0.050558021986608415,0.024150293798065107,0.04587983342900063,0.15639088977297436,-0.00879021026511769,0.12657279527265292
HALLMARK_E2F_TARGETS,0.02365826579147366,-0.0005960133548396966,-0.0008348535312416814,0.023792309014145897,-0.018241075666128547,-0.14411463506928657,0.039207485906003245
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0029914766604544688,-0.01573606602631784,-0.048957895055202524,0.0026360495378391106,-0.15359076960802542,0.03360432350999922,0.06618253578294749
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04190652736585726,-0.04313421030187852,-0.01742352719423434,-0.028208788518019477,-0.20338616113063984,0.05105007878539728,0.09440969132118018
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02700429568885393,-0.110360110334085,0.06778646953411661,0.029145091285465982,0.1957684471750613,-0.018039102921502504,0.060473918786242496
HALLMARK_FATTY_ACID_METABOLISM,-0.02265710403688513,0.05290506110513875,0.052445816479592365,-0.04122726832045139,-0.16070074512105445,0.11131906951259392,0.05488485372368575
HALLMARK_G2M_CHECKPOINT,0.036696129945675074,0.01143705237490795,-0.02622501889767874,0.00928795358638558,0.13287164304291846,-0.09289129931223217,0.07414587263334078
HALLMARK_GLYCOLYSIS,0.006139318053108775,-0.06736501087604184,-0.062149088477880754,-0.005061006390668163,-0.043580960564709524,-0.0205605937275944,0.10624231139590738
HALLMARK_HEDGEHOG_SIGNALING,0.006838896614397588,-0.13736435506914932,0.029626298191551544,-0.043646083753686685,-0.044587204825163276,0.10581488081738841,0.0700930259892262
HALLMARK_HEME_METABOLISM,-0.0023271500550779635,-0.04106625515284652,0.031242705182496278,-0.0012859809762941273,0.009486424208378487,0.04634761497361063,0.08142421755649257
HALLMARK_HYPOXIA,-0.06819072151502484,-0.11493255043635817,-0.004535866492122595,0.01306616173962454,-0.14659541283166053,-0.03396548968224621,0.052683983233093715
HALLMARK_IL2_STAT5_SIGNALING,-0.021581730209907016,0.023768112909003804,-0.028374110152286393,0.022304869156861147,-0.05252146058639607,0.12216766998196588,0.05056555792642987
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.054404386015789,0.039551890873695074,0.01730370661909741,0.014279590325619314,0.08949477450343044,-0.04270286175564334,-0.01573929623296749
HALLMARK_INFLAMMATORY_RESPONSE,0.0153432743256252,-0.025915944147473974,-0.07317202588544075,0.01838757448022565,0.01943601212959072,0.016604717334658115,0.07849670066949546
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.029018678643287173,0.04275810404336419,0.06814190588910185,-0.008445285549013134,0.1671358737821891,-0.015096800100461981,0.08882872265527798
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02945163940349819,0.0017664340424075923,-0.022848055440717826,-0.04476908331095212,0.20504486283700982,0.03462398339237474,0.05402814638127942
HALLMARK_KRAS_SIGNALING_DN,-0.01249452817238727,0.05893139741684988,0.048887102943201956,0.026378369929322944,0.24879213365380864,0.10518366279496548,0.018207424128808995
HALLMARK_KRAS_SIGNALING_UP,-0.02614548081589643,-0.11438985014143667,0.05674262051334392,0.04451973443878535,0.08951930817075694,0.05273936807189022,0.08193293594294632
HALLMARK_MITOTIC_SPINDLE,0.012674521863628817,-0.001167887270907343,0.056732046976246044,0.01880795903516435,0.09688366940086789,0.05184517635296038,0.09444660901672257
HALLMARK_MTORC1_SIGNALING,0.018915191023233604,-0.03312293425037017,-0.013163066122336467,0.010156217830392548,-0.11946209560459556,-0.01008704523511954,0.05285327215748736
HALLMARK_MYC_TARGETS_V1,0.04391759767044106,-0.03473150096402381,0.024058927751986998,0.005789742953333612,0.10811867490488992,-0.08953566838394406,0.13497116948416119
HALLMARK_MYC_TARGETS_V2,0.05797424658590465,-0.04948345854290214,0.06561891337043614,-0.02275892157799561,0.018537873679871582,-0.04317263475711802,0.004797113283367458
HALLMARK_MYOGENESIS,-0.05003869713980539,0.008016689064523462,0.05387526091849991,0.02688620047811693,-0.12519345131892773,0.0373369450177817,0.07528931868502911
HALLMARK_NOTCH_SIGNALING,0.0474674872604199,-0.019440710743309764,0.07067022354894548,0.045897627959169573,0.19339843825287475,-0.03673606838019489,0.03206440179971183
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04243828987217587,-0.13689681131769027,0.016553089009603058,0.04168601552495308,0.13605739617073995,-0.09087141065723502,0.14217751926405392
HALLMARK_P53_PATHWAY,0.08039218020891382,-0.051323195445462835,0.04640371816232245,-0.014388147884223592,0.06736834666384232,-0.0584357940106934,0.04476865933304121
HALLMARK_PANCREAS_BETA_CELLS,0.06432562903303302,-0.1029788072140836,0.01924899937151788,0.07138923910659947,0.17060635145568354,-0.014781393966266503,0.07482548951061824
HALLMARK_PEROXISOME,0.0459402586179304,-0.06340327705475919,0.017646963991502698,0.03780981951213874,-0.02132071767744233,0.0477087844995726,0.09739304871595213
