,UKF259,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05932555544631173,-0.009694967506978834,-0.004541209910171178,0.025112476903119938,0.0903107264146625,0.11331301770121194,0.027146874557684247,0.004466289753437893
HALLMARK_ALLOGRAFT_REJECTION,-0.05646811770369571,0.019550378041979132,-0.08733545031142373,-0.03850869240701787,0.0905447458632403,0.11083886638950177,-0.027068391188299415,0.04665668091615865
HALLMARK_ANDROGEN_RESPONSE,0.07074029280983488,0.06925513835401541,-0.06441747908393973,0.01956930181690319,0.11327955166706158,0.03464605169999011,0.024728128204363105,0.05959440492294997
HALLMARK_ANGIOGENESIS,0.10877190362458103,-0.00010016554761074588,0.1164497702463218,-0.03946785748708645,-0.07734310330059774,0.015621098108057571,-0.035840034596585274,0.029152601425152986
HALLMARK_APICAL_JUNCTION,-0.031055207206242063,0.016667536545033758,-0.02062313108957086,0.08207134344896101,0.09213617275333968,0.1223946200353833,0.03802854581787773,0.006164306080388003
HALLMARK_APICAL_SURFACE,-0.13264812517475844,0.0012096967787318612,-0.09191760656884745,0.13473244272191864,0.10235697569287029,0.07199833138889983,0.03066006450334918,0.014127172207022297
HALLMARK_APOPTOSIS,0.015958777101753766,0.017307120087264892,-0.008334971050115745,0.035781127954383624,-0.025901997049949683,0.04619773084888732,0.002945867246360052,-0.06356017074670782
HALLMARK_BILE_ACID_METABOLISM,-0.042784478906070324,-0.014037700972968156,-0.10402338905026676,0.012082143356971142,0.07766989408004717,0.030450901297543166,0.007476614248758895,-0.020014819115112666
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0095813849299108,0.030551262744899967,-0.06711714917725398,0.08632618036942442,0.09968671109000862,0.021684746117337648,0.003478953021006428,-0.01476995309803599
HALLMARK_COAGULATION,-0.08956087028946158,0.017986558419500333,-0.07396717240237163,0.04770329921127333,0.058792313050194216,0.13180693235343788,-0.022316879895204245,-0.035071649847337245
HALLMARK_COMPLEMENT,-0.02445230041633256,0.0017440637704293424,-0.12221568119052838,0.030257757557638213,0.07348704238704183,0.07662145062208826,0.031015254910231077,-0.04844099457286615
HALLMARK_DNA_REPAIR,0.0835614568019657,-0.019455449493045986,-0.02218074815022149,0.030926814937455173,0.08791590703637371,0.0742141791447879,0.06936015573332205,0.04413436172870517
HALLMARK_E2F_TARGETS,-0.029408876811625566,-0.0172070038612121,-0.06619609602875053,0.008168677804600474,0.10914190786146634,0.07006949844669456,0.023879382754653594,0.009396120532125017
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11555568050302188,-0.0019236405917584212,0.03269379180169017,0.03061140084918171,-0.04110209928163703,0.12082747993168808,-0.014755988196027718,0.0047496815689095475
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016954513859321067,0.04625553381298292,0.059904360779155716,0.08299827988298694,0.05811104935843657,0.052896129129723676,0.08322801631400181,-0.002492838371130879
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04350895513505479,-8.65242743050644e-05,0.03659361545587316,-0.00104935635332734,0.10762144166249177,0.09265966852974977,-0.0432347646242804,-0.02257799174818097
HALLMARK_FATTY_ACID_METABOLISM,0.08118083810901679,0.025992115196146973,0.04989872356563426,0.018692305887465965,0.0004852984773524235,-0.012153330242763521,0.0029125823580407988,0.06170711709464999
HALLMARK_G2M_CHECKPOINT,0.017406101505904843,0.02668564463806605,-0.026529006206223525,0.05019682530341751,0.08958991756440726,0.06560048261285796,0.010840309222804956,0.04854285858971984
HALLMARK_GLYCOLYSIS,0.05374653153089534,-0.06946003436740793,0.11655333443784742,0.05180025923809812,0.07057494185603132,0.04591979667139122,0.06804361580793043,0.044101975091930395
HALLMARK_HEDGEHOG_SIGNALING,0.04406382641291036,0.007421312616674532,-0.045445303553581,-0.001928768184071072,0.03816302815574778,0.08912032811368852,0.021913104304737852,-0.006500352411695957
HALLMARK_HEME_METABOLISM,0.0285663692541668,0.023182208398701488,0.018569248367256336,0.0491804957700158,0.09757592932280541,0.1120509530432098,0.050344558867265986,0.06002589157173691
HALLMARK_HYPOXIA,0.12711695471897871,0.01677914350561835,0.16273940520091143,0.0099219926409849,-0.09690449320574104,0.10257962234081965,-0.019314138078789962,0.04816993427829029
HALLMARK_IL2_STAT5_SIGNALING,0.04847761498352593,0.04172331524063669,-0.04926738870102555,0.036382948686629904,0.06379739646069563,0.03423710964874429,-0.02382107709812763,0.01195945638078542
