,MGH258,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.04042564533562677,0.022049847463738604,0.057984744469157204,0.11375500649412418,0.12550179988887347
HALLMARK_ALLOGRAFT_REJECTION,-0.10561340000821448,0.020138497850311875,0.024286778810536872,0.11123831853418238,0.1397089415082458
HALLMARK_ANDROGEN_RESPONSE,0.08520148682619456,0.0261109219909709,0.0877196970369291,0.10709450236353434,0.07512637526823832
HALLMARK_ANGIOGENESIS,-0.057733968468929156,-0.002290575183366365,-0.07128474999794468,-0.017899296754771553,-0.06606403508541615
HALLMARK_APICAL_JUNCTION,0.10773011456719397,0.009788357776558525,0.0723814901174757,0.10519058808660356,0.11959495456275562
HALLMARK_APICAL_SURFACE,0.07624071064804488,-0.04226352724999603,0.07017857917904,0.1444756456334616,0.10550841653909547
HALLMARK_APOPTOSIS,0.009323324040928118,0.011222228990490087,-0.021851553913275423,-0.010114040921134512,0.04872502266566094
HALLMARK_BILE_ACID_METABOLISM,0.04602115026167298,-0.006412256089766445,0.02978590643221259,0.09321423633186698,0.0775783678247549
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11855425821841095,0.023839935363757742,0.09752222811890315,0.09714679590293006,0.06445436026349693
HALLMARK_COAGULATION,-0.08583291999885512,0.0026484204415166625,0.04890802188543442,0.11594010947439305,0.12005828025990144
HALLMARK_COMPLEMENT,-0.02183375350578679,0.015458683431418617,0.0345219262033535,0.12487804599727419,0.08823081467916029
HALLMARK_DNA_REPAIR,0.117407409389606,0.034279258524055986,0.08685649652668391,0.0940657586027691,0.11581949499791978
HALLMARK_E2F_TARGETS,0.13255476187476942,0.044101326763211386,0.007240819482802155,0.1112374740863008,0.04041936887628942
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.099315890088028,-0.0022540090082346586,-0.03468499729477907,0.03149008667470146,0.07267552795469033
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023813014721348374,0.0034668545993132636,0.03396216355233202,0.052582988898066355,0.06003044823454739
HALLMARK_ESTROGEN_RESPONSE_LATE,0.007352747635902325,0.028628984866697613,0.06385544845532345,0.10770761662497275,0.03356250607237736
HALLMARK_FATTY_ACID_METABOLISM,-0.0043975053366403505,-0.0038009011651161505,0.018267181699986243,0.030830513783403565,0.016321696608562943
HALLMARK_G2M_CHECKPOINT,0.0915032188157943,0.029725203157853732,0.004158229844601956,0.09654437331586682,0.04555655750889703
HALLMARK_GLYCOLYSIS,0.11553947832250944,0.03892251655883196,0.032966060826049214,0.09469962326583485,0.05538826384008494
HALLMARK_HEDGEHOG_SIGNALING,0.028847131110564927,0.016246536987556515,0.02245107572896217,0.08912724854885785,0.05399645097237589
HALLMARK_HEME_METABOLISM,0.03461292158539053,0.028973449071827567,0.046944338340450996,0.11066095878700719,0.09122631166666159
HALLMARK_HYPOXIA,0.05839305138281253,0.015003867966599872,-0.02428802786751619,-0.06806618029995982,0.00310961217595114
HALLMARK_IL2_STAT5_SIGNALING,-0.024898061347335552,0.017952196970360188,0.07264128971344254,0.07555337091384867,0.0769817222959771
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.005772937278533868,-0.03086767420105971,-0.031720063717153454,0.11925541807800491,0.043261123183998634
HALLMARK_INFLAMMATORY_RESPONSE,0.055654894965272636,0.04087509939759016,0.0393095211756267,0.036120914444961065,-0.0016919564250997777
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06705663925807508,0.003619623797076567,0.0517951670882852,0.10003105196424555,0.08465037474802788
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05305958293743733,0.0026956816680502437,0.036521472791487486,0.09812780640294845,0.0393005212174786
HALLMARK_KRAS_SIGNALING_DN,0.08829849851485991,0.007016479170736062,0.09668540675580033,0.04433958198744387,0.08645211815094986
HALLMARK_KRAS_SIGNALING_UP,-0.03301382540172274,0.0009410894589211807,0.029548955854719176,0.11805307514447037,0.12461255715910326
HALLMARK_MITOTIC_SPINDLE,0.03841516785332279,0.038186209429865614,0.05508038483536492,0.09821313918325975,0.12600004833064982
HALLMARK_MTORC1_SIGNALING,0.09456590155027793,0.03560003373059385,-0.001034772423872405,0.04477121771197889,0.024139329666400994
HALLMARK_MYC_TARGETS_V1,0.09427306138293746,0.05045814939308744,0.08851247158662166,0.0785438936651139,0.08210087628333865
HALLMARK_MYC_TARGETS_V2,0.028770867976189916,0.06394680566174937,0.04771491074274633,0.05240999060848918,0.05167622129032693
HALLMARK_MYOGENESIS,0.07281234902645138,-0.03152933137252984,0.06238039727736741,0.0644655354009286,0.10037963938385448
HALLMARK_NOTCH_SIGNALING,0.10852509218866406,0.0288508949445185,0.029563431722913865,0.11759705151629153,0.11052469409323713
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1368229714928789,0.05293416638928703,0.1035168313226752,0.0789214753943133,0.1015939864955801
HALLMARK_P53_PATHWAY,-0.022120560835615963,0.014545514681909408,0.09292348119929476,0.07778996188760309,0.08635802712539463
HALLMARK_PANCREAS_BETA_CELLS,0.12602205151554646,0.05882166327099592,0.034813620373533194,0.07998192464615107,0.07758959485394759
HALLMARK_PEROXISOME,0.0027016660021981563,0.030935072280553175,0.04445271011550521,0.07263726688169256,0.08434066144137169
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10525120283849805,0.05645238791384111,0.09675733498931276,0.11685211318647695,0.14729098414648836
HALLMARK_PROTEIN_SECRETION,0.10099301662404997,0.03811733617086843,0.05198586638383245,0.11177776054977714,0.10172367255856656
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.062093507270411186,-0.02272238897955577,0.1229488086607094,0.0904133955476621,0.08434016764491539
HALLMARK_SPERMATOGENESIS,0.07836850068987182,0.002051935525598571,0.050711187777450845,0.07766901300161322,0.10030994372729125
HALLMARK_TGF_BETA_SIGNALING,0.06887290154736803,0.01447631505576539,0.07547425946366407,0.07967152240053839,0.13898988917980984
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.02962331112548871,0.00031994424138802503,0.11316646038188494,-0.004871811112489156,-0.013207641567398027
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.090072535525797,0.033710253721901645,0.08524266596850477,0.08655193755513474,0.0683521484544095
HALLMARK_UV_RESPONSE_DN,0.07366533999040262,0.02100626566602448,0.03414559405973388,0.0870869225032736,0.07057212312400397
HALLMARK_UV_RESPONSE_UP,0.08435261937086141,0.025259629188830672,0.08101550179698305,0.10208923738270609,0.044165613670835366
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06226248860773773,0.005288410819630505,0.04332502019399096,0.041529601571194945,0.1259828931381953
HALLMARK_XENOBIOTIC_METABOLISM,0.08264708211259317,-0.0199851379280128,0.1233485898808402,0.08445743310200397,0.08056056097158233
