,UKF248,UKF266,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.028928040316863225,-0.026433973286894074,0.04630192609971939,0.02685467597061162,0.03430077007044003,0.07701916779822943,0.07416741296546807,0.01763738445687052,0.08185181919878139
HALLMARK_ALLOGRAFT_REJECTION,-0.06789991254937205,0.03780335161332035,0.006343433363140131,-0.14126382785954683,-0.05032840186596548,0.011348360761134853,0.04005155453635893,0.010706019350822696,-0.04574314867404434
HALLMARK_ANDROGEN_RESPONSE,-0.03160584846277414,0.024543962964711136,-0.024682050021884425,-0.04558478994873496,0.023382097493533278,0.055606157551693125,0.03916931966823848,-0.020937599456685663,0.026098387630585862
HALLMARK_ANGIOGENESIS,-0.006964980226379933,0.08196615785952299,0.013361276609870151,-0.10021437657752306,-0.0623803597723839,-0.04378788074105504,0.034240346868198226,-0.018814773030104523,-0.17975506778823852
HALLMARK_APICAL_JUNCTION,-0.02955411998801421,0.059970563797681196,0.05028625635286802,0.02390923698136171,0.012414860174152241,0.08563766911926772,0.1418877271834779,0.02154328524328975,0.15609755959947216
HALLMARK_APICAL_SURFACE,0.02047265239957392,-0.03999831681542142,-0.007885490730814147,0.09015239937692475,0.027067464464246654,0.07827873389579394,0.11902839352657596,-0.018924639601423,0.13852307480443107
HALLMARK_APOPTOSIS,-0.04091508934812916,-0.04950169047157006,-0.029647314559584675,0.027160242497256477,0.01693942431612181,-0.03914487674648339,0.00811853539833543,-0.012317993918581871,0.1666871248779182
HALLMARK_BILE_ACID_METABOLISM,0.04396198594545952,-0.007136879761112089,0.03222562023102176,0.03197662750737818,-0.05253569617928985,0.021582733397379535,0.006728407991182959,0.029966164723714918,-0.04826446114578546
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.059226551647522524,0.055144007898095454,-0.004932093659111872,-0.055907751845055156,0.02759282954870296,0.07705911153686229,0.07421437520268197,0.01826152667320521,-0.032646464987961
HALLMARK_COAGULATION,-0.0619562352822231,0.044354036964314884,0.058355067765945186,-0.1036710562766348,0.01767812453460638,0.03924108559837902,0.08255026370633828,-0.00441451681070093,-0.07585966132515755
