,MGH258,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304
HALLMARK_ADIPOGENESIS,0.07902668079574578,-0.01687869624731376,0.049319613202279844,0.0300607206491267,0.07261318038963334,0.02679631442123251,0.05249156399662168
HALLMARK_ALLOGRAFT_REJECTION,-0.04183021681733525,-0.07338710622394545,0.016639572575237963,0.13583737177561314,0.09261246288789851,0.08074712197253724,0.005119029632452946
HALLMARK_ANDROGEN_RESPONSE,0.026822242060597926,-0.024876207724429382,0.01444927337296509,0.0973357563768334,0.04195250500194314,0.06955989636903727,0.14114410333334096
HALLMARK_ANGIOGENESIS,0.008608597388740421,0.1103783627925155,-0.04145085361491238,0.14965112056578336,0.08420670049649731,-0.030231575324600603,0.08323375316166996
HALLMARK_APICAL_JUNCTION,0.0714124904479839,-0.05974493184861824,0.11532729621758185,0.14228018159758118,0.09813286633609063,0.031028993199346707,0.0712370735269884
HALLMARK_APICAL_SURFACE,0.019432510435720914,-0.05209179792526743,0.1158109267395449,-0.0262480954377334,-0.0062030425536547164,0.055503365479947074,0.012355337864334232
HALLMARK_APOPTOSIS,-0.004867503993261953,-0.06330091191140132,0.04206864993137942,-0.01728186250893237,0.0127229900436617,-0.001047353556356682,0.02830547898675591
HALLMARK_BILE_ACID_METABOLISM,0.08844308102050338,0.030130480636435485,0.027848696725002564,0.13934698121665148,0.10117239550503873,0.06369822141806986,0.05665174349462253
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.088662275404011,0.033262792541778996,0.06586947595494877,0.13004431320412724,0.02980963397761568,-0.045243647137735564,0.08881922308867511
HALLMARK_COAGULATION,-0.09063182476935394,-0.05793583132201678,0.04941666774057326,0.11431604910021391,0.11287685906971977,0.04343223655702683,0.07475603948791161
HALLMARK_COMPLEMENT,-0.027522282322195873,-0.014638201457978037,0.01715248913588719,0.0772506884188963,0.10489578223753199,0.02634176519399088,0.0668972483105502
HALLMARK_DNA_REPAIR,0.07535245998402643,-0.018453773534660448,0.09261157293933045,0.14638410650991557,0.0693526516898907,0.06406624910779135,0.043006192253767166
HALLMARK_E2F_TARGETS,0.06940709155701309,-0.01799414712966919,0.05631141195757573,0.15506857448073563,0.07084959935775433,0.05670252787505574,0.008196118909492227
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0447855655843185,-0.042293258454000004,0.01904818544974248,0.15483485708300518,0.11201081759939736,-0.031973948440951895,0.06567128936857672
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016360521488858287,0.030463928469157665,0.041549924349679156,-0.020754844077155825,0.06352694443742406,0.048690657717826026,-0.04061358388525681
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0618882864954348,0.010309126313272476,0.03586131336405925,0.06434590049504718,-0.010143090943345728,0.01597047425950881,0.06105295224845764
HALLMARK_FATTY_ACID_METABOLISM,-0.09097464388307794,0.005771332706414216,0.027538303482688174,0.009689166952077454,0.06213395105412226,0.02047074627091405,-0.019820386839012022
HALLMARK_G2M_CHECKPOINT,0.04446394374956916,-0.015077523444383371,0.08270895911998398,0.16348394557782792,0.06244712463220391,-0.009224789748082577,0.055541108759502515
HALLMARK_GLYCOLYSIS,0.10317374624758717,0.055803240237091864,0.02573003051266605,0.04290510390501756,0.06601268033728029,-0.009859531344581415,0.005083677351277072
HALLMARK_HEDGEHOG_SIGNALING,0.011375411034536697,0.05717532012295391,0.014964982167795933,-0.11295315790364648,-0.03302578258051639,0.02442927601597954,-0.03772199481037724
HALLMARK_HEME_METABOLISM,0.0859143840787718,-0.01209861081994315,0.06444163550737193,0.08770912826748957,0.08911719647463769,0.06971996697666202,0.10934162209040574
HALLMARK_HYPOXIA,0.09930553008525173,0.08466368105045682,0.002974529329720192,-0.011237344036743941,0.02079482436385131,-0.03668529461741816,0.00468696229434763
HALLMARK_IL2_STAT5_SIGNALING,0.06434340449986663,0.010268538640460572,0.05989167250387821,0.07561250663885055,0.09189419813052563,0.007028940875586146,0.08191870518325418
