,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.01461037558461043,0.1616082617684535,0.06193026097890104,0.06051657147982556,0.10153048614418861,0.057429614194559456,-0.02471951289066022,0.06355719125941477,-0.022916920898885064,0.15923533258192943,0.059056166003477496,0.1634023828851012,0.11568294765708029,0.1538473934588017,0.044492710173565916,0.0407044241738204,0.027671773737382846,0.044073834545172365,0.022865725375849116,0.20993421220056757,0.13832823234618724,0.16365287657409627
HALLMARK_ALLOGRAFT_REJECTION,0.059950867745823075,0.18661584354045613,0.08088448753532712,0.0039887689334836334,0.17002119947563327,0.08266511559711037,-0.012454670189530058,-0.0006364039464162358,0.04167138054079754,0.20656290300629337,0.015527649531285137,0.1542440823984041,0.049728753311350085,0.018982608691525998,0.12101494345631718,0.06811763254744506,-0.01350628560865508,0.06575129045589832,-0.008425836128063309,0.3109802907169886,0.11959239194809901,0.015518869347012857
HALLMARK_ANDROGEN_RESPONSE,0.06596443067643508,0.20772443578858166,0.03838685204247875,0.030139719528573354,0.12693689978089576,0.10057599963797687,0.034388103883839546,0.05179781844835038,0.06454806283589141,0.19820548140912417,0.07526262204054972,0.12709542081020933,0.09192960297893123,0.11840673736260347,0.09412644471626119,0.028715939908608833,0.016489273512793994,0.08201172247257613,0.06026993806777436,0.298109102251977,0.2135293736874812,0.1267520333429059
HALLMARK_ANGIOGENESIS,0.0935960936148806,-0.061669999906195566,0.03788877975001487,-0.09846305023848377,0.06155125468391508,0.06607911832725043,0.04799778858743243,0.029365097749569493,0.0648368535395448,-0.06967679193264183,-0.01945301274958282,0.07064405141459806,0.06102334593965047,-0.023624964169388855,-0.07048290066028967,-0.01429980740358381,-0.09516912239405509,0.03828020302029401,0.010344529784339973,0.13504713576147526,0.043059180560332574,-0.054338657770094195
HALLMARK_APICAL_JUNCTION,-0.027813023460783386,0.25380559181735024,0.05818040007832734,0.09876344435578895,0.1315851512310111,0.0771702443976573,-0.022225106389038643,0.027972898777552102,0.015305996758901094,0.19494405818769173,0.06416950554123473,0.20637987027240948,0.10796204755802799,0.16063395854966844,0.13000218488019843,0.03390532333215957,-0.007155136101500603,0.0752000330749835,0.07885728286295454,0.39992509339884647,0.14389609635932643,0.09179405026059924
HALLMARK_APICAL_SURFACE,-0.010591987587793167,0.17489058495867915,0.04138709394623696,0.08660914431125485,-0.009592868746833705,-0.05493418918979361,0.02025875041100319,0.02021189087854783,0.055009205213837294,0.22841982958731016,0.02740726657841446,0.04147730280499745,0.08699660016096158,0.07202946511618193,0.1772079688005087,0.04119032263837631,-0.05291090248115702,0.02454675531498927,0.006412323308540415,0.36258518771326215,0.07943546561317996,0.16685483256470568
HALLMARK_APOPTOSIS,-0.01264408938587112,0.08804412697676849,0.03863446269717206,-0.027615123767213864,0.09079271269900194,0.06357489177895177,0.0628481677845736,-0.0038553013302327745,-0.05097611393573487,-0.09495759271652245,0.01626406924934941,0.013880515544519374,0.012413209195225589,0.07257702091535474,-0.029734003185296884,-0.025923438114253326,0.015188955942171992,0.035876520925650045,0.00600802997412819,0.131873402670305,0.022452868260078675,-0.0675977978250304
HALLMARK_BILE_ACID_METABOLISM,-0.001281590068024481,0.04631886003671544,0.04725789751384303,0.1179497037457309,0.011205621033325489,0.12002935203373398,0.003000341719114083,0.026585081104285195,0.027398407328751033,0.05810058936706979,0.054185918176644976,0.016802155678218824,0.0004402593674325068,0.04363803157382022,0.03863167106601194,-0.003411536090259553,0.06218421059290918,-0.01448809913977544,0.09953617734208356,0.03592441591550766,0.12360531573949866,0.09852867008733564
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04553827741106297,-0.03011607131000371,0.013818043846219253,0.11788488289649496,0.08018857766756594,0.09110537029672011,0.012654334212919848,0.05077097306102313,-0.030826638279479433,0.18359445950422004,0.022609793678222634,0.0032259534968942403,0.014357018493318956,0.07633250110956187,0.1044703834365129,0.0376630651228918,0.04369526298067468,0.01366592150259862,0.09529882015853089,0.05764090305973989,0.08504800206018888,0.19263475250679044
HALLMARK_COAGULATION,0.06359588827160383,0.2745020511694227,0.0596774922403994,0.04867228348005987,0.17391427184127897,0.11940031591341077,-0.033012123238912845,0.038884734259412045,0.036827054918545064,0.18332995955539858,0.046529265446114514,0.2002027797621212,0.15590779546201675,0.1561777037539872,0.13540788903537934,0.04841402532268055,-0.016818632358331684,0.07108488418513845,0.06876008158866234,0.4158263108093052,0.1124035599068469,0.21109393432776613
