,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.031668907632168314,0.10091354154696368,0.06205048671756539,0.04888757472391191,0.0238140813941598,-0.038570137678108136,-0.012057997764602153,0.09993442066705667,0.04580658348858485,-0.00880009366640288,-0.019362227524993326,0.2711295608279996,0.10335349339809072,0.24994442911294412,0.07407510819316035,-0.00454648677475782,0.18894471206017296,0.20378247052501758,0.18990171588290322
HALLMARK_ALLOGRAFT_REJECTION,0.007073694696115094,0.04462058073471411,0.01944595609180526,0.0020474830498541942,0.06119432305212596,-0.17053749307096006,0.07143535925711424,0.1354813383009769,0.08642611154026596,0.013522201306229983,-0.0007968824167031128,0.04546485145774004,0.05687388258150182,0.1702343721960838,0.12178564749630977,0.02249511184482165,0.14579414262178045,0.06882655942687864,0.010313439370682272
HALLMARK_ANDROGEN_RESPONSE,0.05092582619125294,0.12317465583700693,0.01673704444519737,0.00591916438806819,0.03559192708301467,-0.016309170099410304,0.07054583327655166,0.12590081553161667,0.10937556084510815,0.015940588238958452,0.015844476155446357,0.16723418338296334,0.07404474637965561,0.2806028804940296,0.12510609284715238,-0.04519860767217069,0.09237431161868793,0.13959477316470295,0.1543548441681618
HALLMARK_ANGIOGENESIS,-0.016780233910426597,-0.048377794777560344,0.032466985535738825,0.05223889327397354,-0.030034083578085204,0.061337610183896336,0.052272747651083765,0.14720692266235255,-0.06290965473805243,0.02240161516390914,-0.006005312569040341,-0.24410148127744855,0.1092836327339085,0.21049298209691736,-0.14883131647860978,0.03052327880061041,-0.03524561525131096,-0.1276091322141998,0.09525516531661654
HALLMARK_APICAL_JUNCTION,0.0448913563830293,0.18243956188299312,0.07100653507594566,0.025552036875009128,0.06539814690064401,-0.011554957845575661,0.048178839427055815,0.12287037225741562,0.016011053858009088,-0.03225639197953918,0.0529880713081983,0.15946881636835408,0.11612982857317346,0.30993808315051385,0.11342122418117645,0.01792048830786324,0.22436066059877213,0.19037458443620192,0.19740357771996808
HALLMARK_APICAL_SURFACE,0.05186873505347253,0.11992965709911449,0.0468350385972158,0.07732237390643197,0.041317674868677594,0.00765582475778992,-0.06181851917934765,-0.023183449710163343,0.08911658445298158,-0.013932192027114198,-0.03655764289191514,0.054818413902090336,0.16244587210636455,0.16385996615713064,0.14332410648934849,-0.00846321421755649,0.07289571635700004,0.09998122641826054,0.11733061642027343
HALLMARK_APOPTOSIS,0.005707099120584527,0.08534456055365378,0.028248469832842682,0.037389822593672815,-0.01249918507045045,0.014998978579584514,-0.0631235527153772,0.015088062936949188,-0.0043404265511082585,-0.01745586182887002,-0.004610689227091515,0.19029762351392185,-0.0636182497026159,0.04788941264413597,-0.07802553036259288,0.00025567644607783595,0.05833309982533053,0.02610275073667666,0.0253876369368217
HALLMARK_BILE_ACID_METABOLISM,0.036725532463698016,-0.0008257753051185028,0.03358574952096337,0.04038161435094978,0.044814892178959856,0.015173802354040897,0.005557739262189116,0.13720333871121182,0.07351191736744972,0.035267411634983856,0.043969169250832,0.17500932231599856,0.09440122916875103,0.149682492739956,0.13792030533433233,0.0014467854680513116,0.06878221369061366,0.20520163765950222,0.19415502343279775
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04393895487583213,0.039512852368489615,0.05129491790607695,0.02571203411668862,0.048524786928469114,-0.03531528323316945,0.05070017203565256,0.0790188221820401,-0.060896606716853326,0.05622355610695361,0.01257205767244338,0.2120362784974572,0.1432498295649631,0.20747252837615662,0.024237167618608967,-0.046016451785923985,0.03608684880692106,0.1817962695048231,0.12323125947903228
HALLMARK_COAGULATION,0.004960128830666464,0.20695273674861558,0.06808880220337571,-0.007056690669688417,0.04084365127276619,-0.049381354599449125,0.018550032891640186,0.09861910958192659,0.02679498960940374,-0.029114745526562742,0.041395175233083926,-0.10997966236852204,0.0670840707814593,0.13477691478566525,0.17655203125305607,0.09026502848496117,0.22961359232603826,0.10461099751310561,0.1357976993648325
