,UKF266,UKF269,UKF296,UKF304,UKF334,ZH916inf
HALLMARK_ADIPOGENESIS,0.07127973235730452,-0.07814732626777052,-0.0033177338767777695,0.06984179276819338,0.057824694574512725,0.08138982151394476
HALLMARK_ALLOGRAFT_REJECTION,-0.02432751921509241,-0.15886157148967295,-0.07116895902843659,-0.09133246441324298,-0.08335639190412271,-0.038994885054401726
HALLMARK_ANDROGEN_RESPONSE,-0.009570323342440828,-0.15698452991212375,-0.031249790365939625,0.012928809454180235,-0.046571082739060195,0.0012539265450221694
HALLMARK_ANGIOGENESIS,-0.07750333330849933,-0.2010868971036188,-0.014664725862108517,-0.07587457861535828,-0.13715747647887133,-0.09130274429551635
HALLMARK_APICAL_JUNCTION,0.019716817068961452,-0.14346311580073065,0.0037518219626389887,0.031154933774300345,-0.08033875655452648,0.12304602011957122
HALLMARK_APICAL_SURFACE,0.08942783467584156,0.15377427841659036,0.06850877142182897,0.008274026656090751,-0.030347369965457893,0.004236325695415192
HALLMARK_APOPTOSIS,0.04097538660777021,-0.08276642101879667,0.0032976808625853208,0.029827504749462226,0.0798809167550045,0.11254208942248857
HALLMARK_BILE_ACID_METABOLISM,-0.051431855260462386,-0.1950468002000707,0.007246816272039424,0.026557577408726565,-0.07600764228803841,-0.1386505275084026
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016158313402084713,-0.13351544582437833,-0.007031048534166339,-0.042239560715665175,-0.11010653544743838,-0.08268544863238995
HALLMARK_COAGULATION,-0.038613212631325236,-0.1953180670454929,-0.018759479818682923,-0.09351619751108779,-0.08425879075345036,-0.18561577628559658
HALLMARK_COMPLEMENT,0.057221056653193485,-0.1315566990008732,-0.03034365975843869,-0.027990224662503903,0.0847129183280276,0.07141677232418187
HALLMARK_DNA_REPAIR,-0.00043712246057894957,-0.12723201910175005,0.0256351458314284,0.11367893995551251,-0.056408924513916714,0.10921339037271799
HALLMARK_E2F_TARGETS,-0.007628474331145868,-0.14181576406059265,-0.014343614567543671,0.06061028272963471,-0.10307813666943826,0.13980359685258772
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.017107621627445446,-0.13609589489062782,-0.023550035511682464,-0.06441603588631598,-0.1334770040189162,0.07463203641030705
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08920820961610963,-0.06063956907808538,0.009828848239661596,0.0896431300718066,0.12839032491515592,0.0761465988860471
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05096772665927882,0.14229658337808587,-0.002360882574783029,-0.012825310579507955,-0.08448241814674991,0.1235502473491639
HALLMARK_FATTY_ACID_METABOLISM,-0.024830907016399242,-0.1538240363975758,0.03122149457052942,0.031173568448455275,0.09252184209079556,0.040740314129726826
HALLMARK_G2M_CHECKPOINT,-0.010029766976605589,-0.16071088931706842,0.041998256768643015,0.052522749741730615,-0.13107522129657206,0.03929122655010126
HALLMARK_GLYCOLYSIS,0.039864144475580954,-0.09576398357170489,0.040394384034665096,0.102767942786319,-0.02875070204677933,0.10896533220480845
HALLMARK_HEDGEHOG_SIGNALING,0.0823904315017908,0.18135006552195612,0.05107198155386018,0.08964738781819127,0.13997649949345575,0.1770751226911715
HALLMARK_HEME_METABOLISM,0.03668078009940321,-0.11612644038539073,0.02945211763321236,0.06417442284642998,0.02814820551195826,0.06503429238135124
HALLMARK_HYPOXIA,0.03714294932099102,0.13460168083933943,-0.024761341512644586,0.040720626886476936,-0.0868147936278845,0.16227506315074147
HALLMARK_IL2_STAT5_SIGNALING,0.044630014447971995,-0.17034898459772005,0.03059424062827253,-0.005227187094539515,-0.005670963133537728,-0.07621098645219919
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06251036920068892,-0.17521832233234919,0.00829169091718241,-0.0836179312661069,-0.11882429028418023,-0.20139484421433826
HALLMARK_INFLAMMATORY_RESPONSE,0.10126732546376505,-0.11756198194189023,0.013453433228396686,0.055103991293893956,0.014134477171888859,0.004365923672015248
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02905123164513495,-0.19015889127978608,-0.01795831581141562,-0.055874533976065816,-0.08822964680595201,-0.2282300007499899
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02173884131541921,-0.1753675908895432,-0.011151874510392991,-0.05022848717331109,-0.13464360422892177,0.10055462923453883
HALLMARK_KRAS_SIGNALING_DN,0.1299625748040888,0.1031894504242203,0.027835200601713135,0.07536966053693486,0.015159766373927736,0.12247208622319952
HALLMARK_KRAS_SIGNALING_UP,0.09595530147794933,0.09521944314581758,0.03441197382863292,0.12070764144215941,0.12811380182813065,0.17643180538827996
HALLMARK_MITOTIC_SPINDLE,0.03323200795560695,-0.1095202352321412,0.049072008855270265,0.0558422663856234,-0.023318077290842242,0.03513515756083001
HALLMARK_MTORC1_SIGNALING,0.01913592054314315,-0.0883600166823983,0.03651914759701465,0.0932615142526744,-0.11435853986345303,0.09551614789983222
HALLMARK_MYC_TARGETS_V1,-0.021347544527651714,-0.1330219107220314,0.0026827413659839955,0.07782452955047832,-0.09428273158769661,0.0996354533814557
HALLMARK_MYC_TARGETS_V2,0.020382959586182824,-0.08212156753811412,0.002222999388059544,0.03769369432123816,-0.08624310332442454,0.004768617792956417
HALLMARK_MYOGENESIS,0.07081924234819806,0.06595246419497311,0.013840328504460181,0.04506181822286909,0.10375186271756938,0.028352422642649547
HALLMARK_NOTCH_SIGNALING,0.04464619790301596,-0.14201512882464623,0.021817555393301095,-0.0002532452530264995,-0.035040680924592914,-0.039040582300118976
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09293436331503117,0.1301271722637403,0.008151901025877805,0.10779927667326238,0.07829383396203463,0.15300745600820856
HALLMARK_P53_PATHWAY,0.027002176195199713,-0.1321480330841612,-0.02460939437454781,0.01945120800069414,-0.031451857130636585,0.1223030798822864
HALLMARK_PANCREAS_BETA_CELLS,0.1251331507567513,0.1996513307726126,0.02450072558067434,0.10034666370295417,0.08422241299218425,0.12005739086236658
HALLMARK_PEROXISOME,0.07768328652580848,-0.05366578672317977,-0.04160206269858899,-0.015319455896705591,0.008129606619595029,0.11412568265719317
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.13065747875811726,0.03610680123939396,0.01955673310320589,0.1139355363863102,0.12666772994926373,0.15704280198435672
HALLMARK_PROTEIN_SECRETION,0.09678338058730701,-0.05310033553648219,-0.006227829178494709,0.10065225547816221,0.012988909072251253,0.1028493068773594
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07219178104175485,0.0071487765444301216,-0.038964450773648227,-0.07159675329894943,0.06738356526261259,-0.13811797092519484
HALLMARK_SPERMATOGENESIS,0.0978839369846337,0.034102139714899796,0.029900795270728205,0.10895018428466208,0.12713192790771236,0.048907513963010504
HALLMARK_TGF_BETA_SIGNALING,0.02413488507922086,-0.12331772459756186,0.0234561685413982,0.015945591577046742,-0.09347183965790444,0.07741992104661487
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.029766834846834452,0.18949640696755032,-0.00839205704455683,-0.03512746429487452,-0.09083043262382848,0.1100803743876057
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.012971150210464116,-0.07353600532608698,0.013723112690752392,0.10588576041810807,-0.05899221422103714,0.15417151620120287
HALLMARK_UV_RESPONSE_DN,0.09725014168524304,0.14133957649870055,0.0010615013657415454,0.09312052407668689,0.11714560862802299,0.13385122937812863
HALLMARK_UV_RESPONSE_UP,0.07498617679203289,0.20145131932570384,0.044494203644408745,0.09302081715969787,0.11897278183595993,0.13478542213961142
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.05710485711871101,-0.1784670475596408,0.04433667006507149,0.011338306722106064,-0.12519070243060135,-0.07133178426333667
HALLMARK_XENOBIOTIC_METABOLISM,0.054127096915107635,-0.0193097481692095,0.02426812900937833,-0.006289998119400018,0.031196975280673014,-0.040585413691028666
