,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.11654653527418392,0.07061768968314021,0.058187439728609326,0.0014108282514899905,0.05049113864005141,0.1194814856362131,-0.004670480119478901,0.08847221799976952,0.06915128376050314,0.0826330253533412,0.09388726044270235,0.023598225736397197,0.11838674044192433
HALLMARK_ALLOGRAFT_REJECTION,-0.11487476596362439,0.03468269140259131,0.022789355949054395,0.006011714372324093,-0.0007620791939043264,0.1132033698320203,0.03210936096132723,0.03238069760584632,0.030247932548063117,0.0658451425618475,0.04225458298382248,-0.04855735432152626,-0.010412621946569974
HALLMARK_ANDROGEN_RESPONSE,0.09425574594513542,0.08711618307191422,0.021546755188341708,0.06332940620324162,0.06756907632435767,0.13940687633269533,0.04123056714565142,0.0812658935750604,0.06389595286949787,0.09268894832744541,0.07151815158491172,0.01699550750369249,0.021732977393775794
HALLMARK_ANGIOGENESIS,0.034520102768248,-0.024558180656783817,0.02022214301022205,0.002389876788344294,0.011030556037854411,0.09906644637545234,0.10980130130966066,-0.03577456975251284,0.05749737088232082,0.033731358765469704,-0.06076191063459275,-0.04372392037960617,-0.08259260779156735
HALLMARK_APICAL_JUNCTION,0.12158172400502958,0.11457962203783795,0.08865720667001303,0.0014706405487995673,0.08217655409392423,0.11981746562727157,0.03637341520244936,0.0786097799924732,0.09579780531380765,0.058753672078618695,0.07925074990065391,0.057660709175217616,0.10523630900419666
HALLMARK_APICAL_SURFACE,0.04012669652096107,0.059264031386177786,-0.0038495061121783425,0.04220919881388325,0.02660990304407651,-0.03449393806447275,-0.05007092968119237,0.09602897718329773,0.10191888141374317,0.09497669971256316,0.06442241977799999,0.041517887522674136,0.09286424039256629
HALLMARK_APOPTOSIS,0.0066650348104957974,0.022520114724510595,-0.05712164303286553,-0.012081441035281717,-0.02815598090537546,0.02791007190053698,0.08313045873490749,0.000602790533778009,-0.028874221122765907,-0.037079060909604916,-0.01443286672685525,-0.01302909988174569,-0.05638548251686203
HALLMARK_BILE_ACID_METABOLISM,0.10070519289670364,0.025116155779419,0.03366766311575269,0.006225409127160897,0.05382783782722823,0.11141965637416751,0.04826763305288756,-0.02587366598437918,0.133013458658415,0.0966756017736152,0.0520144949399592,0.031270295498532136,0.09621001174123277
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10595117968192161,0.09589331809223103,0.030633167289063002,0.04608492677347954,0.052555137234813476,0.08698890310490913,0.07316569003446649,0.06785453344887647,0.1471847177824915,0.09003426032147478,0.11067208538370432,0.006846971712122027,0.09857261511932254
HALLMARK_COAGULATION,0.13094467843653465,0.06123833380351761,0.03781726623648947,0.04444191124573562,0.006437204776463744,0.07552779380837764,0.02339153272465597,0.09151007218922304,0.0701647565825771,0.032859546152953785,0.04314149839395313,-0.024443586183332516,0.013598956826779278
