,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0260571200983126,0.1509191306619529,0.04496943012142184,0.02370996801762302,0.11183982631069389,0.06275615906133851,0.0170570302352508,0.05987231731296258,0.24750202632064927,0.0824643123467515,0.058963232392283946,0.0322362942525984,0.060803710328881086,0.01800872564322291,0.09679228969942864,0.10548590416672093,0.1272094030205637,0.09209829550037067,0.04471325177807907,0.1867160589315584,0.10745943276835375
HALLMARK_ALLOGRAFT_REJECTION,0.03332987336995149,0.05458538103719554,-0.00125615121890754,0.029659513868168366,0.0017613044931043722,0.02547531121002423,0.10854813813495086,-0.022993833149471465,0.2627252418791107,0.21060996255682468,-0.019042420601774055,0.06526070120396497,-0.01357239596184816,0.04619170975617751,0.08969483961874672,-0.010742865038015912,0.0829281678148919,0.11402813997284089,-0.03724054170851288,0.056253573013074425,-0.007829261865037938
HALLMARK_ANDROGEN_RESPONSE,0.030674232482309247,0.11374449129301141,0.06761594840240993,-0.03447745422226848,0.0981039796517445,0.01732260897502347,0.07039826192372502,0.04296930987875272,0.21187092690165854,0.14572795250141082,-0.01042150219545436,0.028929041761286228,-0.004469712625596364,-0.01146135820145604,0.0277965166620724,0.1258401063796482,0.11758825327294278,0.06108170098255665,-0.043766255677067684,-0.03392722350408317,0.021614065510076212
HALLMARK_ANGIOGENESIS,0.06237002304478641,0.025664274857749414,0.04128411368018566,0.02341573256899575,0.03445738429095205,-0.04250067870767164,0.04335762845747586,0.02224279238026313,0.32453736694805085,-0.08345190954488911,0.11293222136854864,-0.019097095319793155,-0.11803502949651969,0.018003543337957038,0.0014280165682020762,-0.010991846036973927,-0.06065616268936646,0.10482938839649202,-0.0659822300683261,-0.3119132513102471,-0.1539591251766985
HALLMARK_APICAL_JUNCTION,-0.019223249339081587,0.15315319936244712,0.06477325400345037,0.03135393399464597,0.08223630755046103,0.01380974898469187,0.058510287002942474,0.029319385403284114,0.2911624169548785,-0.005389022800380448,0.024219586174052933,0.009724987822025924,-0.04513823444902534,0.0175320577257026,0.0833096986279903,0.10854342698742467,0.13817880625981818,0.07756833120379208,0.0063069871240418515,0.042762994299974696,-0.005311191056993862
HALLMARK_APICAL_SURFACE,-0.0203323908453831,0.13597595666930695,0.0095646123501661,-0.04280996811149811,0.0712914828303516,0.0640738354962407,-0.027781085514293508,0.07314162503696585,-0.08420067047373116,0.08713320940787274,-0.05360698911327976,-0.054318208523732946,0.007023036847737326,-0.02244459014823153,0.09112938591665763,0.07949914816339468,0.13120215663339896,0.09895198139393918,0.043846656695684036,-0.07365871355611592,-0.03088956830909607
HALLMARK_APOPTOSIS,-0.04879537761508348,0.041052926327863115,0.03795026112675946,0.009683743466523101,-0.09094924134557146,-0.029336913965173034,0.10485741907459603,-0.0101175669681266,0.03762494327372257,0.018372349024487793,0.005849856647740101,0.06694730164861215,0.11163535949888799,-0.012116301326382639,0.03111955468894482,-0.03253742104880638,-0.03671156840709838,0.03574918229506445,0.004525154069701972,0.010548368522919944,0.06025504863329722
HALLMARK_BILE_ACID_METABOLISM,0.024197552966868933,0.19817032719983235,0.0522318080518225,0.019910219443071003,0.05414045050672439,0.022684124110194808,0.013370630299207402,0.01932144882613499,0.2658848187654632,0.03960371553559179,0.09446501650403086,0.019785169519455414,-0.034408388060680785,0.0160129066037879,0.08733705156382544,0.0823703210806801,0.07738343449254417,0.07034278834561902,-0.001352102454321773,0.2610745830799848,0.1250157589405281
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05890768476326913,0.19761818495720565,0.07506668774496765,0.06356277954927671,0.020933065647664742,0.023925200159678993,-0.030997035989658753,0.03650455481838006,0.1073124568834219,-0.06218560141686638,0.051408004671437246,0.02885182962388885,-0.07772643171812545,-0.02274166124029408,0.06906063099906831,0.10286362953112393,0.12068063660603826,0.14525654389786008,0.05715271154328051,0.11926069770835043,0.15872965475710074
HALLMARK_COAGULATION,-0.040647722174823236,0.1745359952364586,0.013272724653811728,0.04225353627466947,-0.05149485988413899,0.043616317851835916,0.10759063524638997,-0.0018618109656274705,0.21693728916216257,0.09090767476519097,0.07808112715227389,0.04650909703829702,-0.05760543967702555,0.010912567698841079,0.04427213597751314,0.007504187361922981,0.0883916488032539,0.07860014194544039,-0.007164603090639254,-0.03735805818307706,0.029142591897210232
