,UKF259,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.016516053854678286,0.10566125396207302,0.0423172581981502,0.07810711468363214,0.011777708854951165,0.12617902690806979,0.11048950804087869,0.005655893029858698,0.06288801426013783,0.018387434878770568,0.06431927637439301,0.08471903488847117,0.05281405490615236
HALLMARK_ALLOGRAFT_REJECTION,-0.03086611260512336,0.04199879214463479,-0.014260274383193461,0.011417075158972067,0.06027762841527767,0.042515459633778986,-0.07581495253229596,-0.03090870822465998,0.06050993685262411,0.013699417171024141,0.05610619278972077,0.009316107856588736,-0.03625429380458853
HALLMARK_ANDROGEN_RESPONSE,-0.03065847142512814,0.08386598317286721,-0.04257729589491922,0.0510940022703846,0.013540394970785106,0.11771338915416289,0.10613948442339266,0.03370754903100006,0.06297322550749117,0.03282774674429895,0.04344135071144069,0.08469658887631266,0.05285386383251165
HALLMARK_ANGIOGENESIS,0.01452098611157839,0.02351704846821067,0.07546700897518867,-0.031272031025539195,0.13227567834821072,0.03812467301747909,-0.0004914295077122191,0.06466311034753545,0.052617172780268506,0.06458195900796079,-0.028726025097307394,-0.014489514087755255,0.0011278756167051607
HALLMARK_APICAL_JUNCTION,0.029000945145563426,0.07723558786450281,0.13789687038905513,0.04792342718200241,0.02436748765745023,0.1833237759801655,0.09067403904109901,0.03734887867153496,0.05201932430342613,0.0761268470082679,0.09894377728799085,0.07311742105524958,0.0694244790275009
HALLMARK_APICAL_SURFACE,0.0164992537707843,0.06064664116462635,-0.03676516231037804,0.020982867542230787,0.04678117614160072,0.13994709788713444,0.13938322506348907,0.016364028935209322,0.02789721137074557,-0.0041829939641607064,-0.00013984043658804142,0.09853132741481176,-0.016284527768076994
HALLMARK_APOPTOSIS,0.03902660541947394,8.040669656622499e-05,-0.010134509404694595,0.03387728714148517,-0.06981999487331002,0.10079462704138206,-0.012688333460443273,0.0077546425329095055,0.02812219468580577,0.0342664507208007,0.014289638091190054,0.04377215735221904,0.026474706779992918
HALLMARK_BILE_ACID_METABOLISM,0.03254184367444964,0.09285115816435409,0.0835991038115383,0.018702051759429194,0.00696000347880661,0.06898629826089514,0.09228340744055219,-0.003190344345341138,0.04733950799379249,-0.0008998907020559193,0.015363437531463853,0.08108381908005304,0.06226694690768568
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015766854259039523,0.06805357819310184,0.09630837970668833,0.0018161385093244406,0.06322376277539815,0.030549671299506333,0.11270024770518572,0.005311392034381776,0.0569324901386641,0.022560745143213438,0.07996212725429815,0.09166052148879034,0.056612423407118716
HALLMARK_COAGULATION,0.03593357198253262,0.025127849938309094,0.13493069079022935,0.04337258480986196,-0.012757047038665807,0.1715261832128313,0.10507985339193224,0.024562811877800978,0.0958398308664039,0.08160417790910775,0.02118696544278978,0.072062354667674,0.038716983555922874
HALLMARK_COMPLEMENT,-0.015563178104561133,0.08131069919990533,0.05617072255967,0.006336053565847721,0.013498310333940495,0.05352669928143413,0.046710684111275616,-0.03403725431325317,0.09157132228715888,0.05897703126086309,0.01371758206421408,0.09405668700551989,0.035766707118541276
