,UKF255,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11184507725101801,0.045214689074300415,-0.00673963685136001,-0.0018659462335521716,0.06090340413248095,0.014730167594384275,0.01341406006910896,0.07274573642711486,0.031895084269327495,-0.0310714815925891
HALLMARK_ALLOGRAFT_REJECTION,-0.08310541227652683,0.014998175550258976,-0.126401114237283,0.009848179525995768,-0.12052241231469936,-0.017765673074567636,0.00911004573426254,0.05483171367911293,-0.008237814794047255,-0.000567124951333963
HALLMARK_ANDROGEN_RESPONSE,0.11230967422531674,-0.02725780946667852,-0.10371112409312393,0.039258150018908,-0.059034041630028254,-0.012407466026851728,0.06733706196460393,0.09669709035963156,0.026245168444177912,-0.04241601511927884
HALLMARK_ANGIOGENESIS,-0.004779669508418664,0.02079370794847354,-0.14057007562991494,-0.09045170256098337,-0.09185990113896964,0.003151228145400765,0.05100939220657211,0.007890368457152309,-0.0753452001048595,-0.03260843332272817
HALLMARK_APICAL_JUNCTION,0.0912636954678618,0.039852099030218954,-0.10188463553080218,-0.02580170358516023,-0.03706193058920754,-0.06360845294199063,0.04741869717381369,0.0704762584102125,0.03557113470624527,-0.025336322943999637
HALLMARK_APICAL_SURFACE,0.03923352199254994,0.043892443559754045,0.09074994786708793,0.005865501283850532,0.12973088262332153,-0.08105799302897106,0.05783090627430303,0.08016849163458717,-0.03419664050940613,-0.004779767131763471
HALLMARK_APOPTOSIS,0.061650354469949334,-0.013529652486171185,-0.04611491109184174,-0.023792992466821858,-0.039551891838817056,0.0011835200770596184,-0.01129534677938609,0.05993159620198645,-0.013782252202349868,0.03709046913946597
HALLMARK_BILE_ACID_METABOLISM,0.017724000190415076,-0.03493575338646822,-0.1364598116204886,-0.061226024062052624,0.017104601089490492,-0.03514195781522429,0.03676600638117718,0.09013588755595302,0.025451675185735875,-0.01884242496610508
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05688234650930525,-0.0025022797380939263,-0.1331508115766809,-0.024646409192962623,-0.02846080484329427,-0.09133649599594232,0.06513664653986052,0.05462315684399106,0.0612765438005559,-0.040201994703112504
HALLMARK_COAGULATION,0.05413556806111851,-0.012579916360081931,-0.1730434624618522,-0.025306079185326274,-0.11997362029436448,-0.041776155824726886,0.054071960907696996,0.1245889695126872,-0.021242381373081314,0.00316531063932041
HALLMARK_COMPLEMENT,0.09725656322442865,0.013556260860340978,-0.08852908214943613,-0.016607311240367493,-0.07964406696129622,-0.019733314391385846,0.04735260112153983,0.08240135168128727,0.016176177326108376,-0.021088028572910294
HALLMARK_DNA_REPAIR,0.09729001441913536,0.05791159992793269,-0.06289159543866607,0.041876396781698966,0.03632955753208567,-0.01725054600942229,0.03125297347345714,0.050475512288788986,0.034952890696942754,-0.023939105841564473
HALLMARK_E2F_TARGETS,0.05904017567517285,0.00974065097589526,-0.07121667006328526,-0.05933211029286508,0.081317275470557,-0.03718843824326009,0.09941547488097356,0.11061436341500146,0.03965166073441248,-0.039136045872224974
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07641334382469993,0.01910340180920374,-0.10363060175829653,-0.04846536270333445,-0.07864212601508824,-0.026032077097918098,0.008035564571572455,0.03361514347969102,-0.054893341762097835,-0.018381885209764585
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.006753770780336237,0.03997994496767923,-0.0700192995687476,0.013005270581386482,0.12627494000876316,0.03693087749200087,0.006999649155158889,0.06189359977577719,0.032373295628967375,0.000559826586217004
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10323812875616414,0.05134912749448315,0.12374404649001762,-0.014358984056246504,-0.046964122530842936,-0.017093528627064206,0.08631193125040457,0.08207817019167787,-0.005668166805826787,0.020215551004924098
HALLMARK_FATTY_ACID_METABOLISM,0.04606866044120893,0.009704882458753752,-0.10815287837900946,-0.05668823838093119,0.028600714532820936,0.025247061387752127,-0.02932210091638709,0.008999191027201,0.027808254178042034,0.009229154067380707
HALLMARK_G2M_CHECKPOINT,0.08101174756046285,0.01742491979029063,-0.11454855476813873,-0.05494022880026808,0.004144052383547586,-0.051335708176310064,0.1284608364911405,0.08603471004614903,0.03278362714365344,-0.05907876396701353
HALLMARK_GLYCOLYSIS,0.16723199505335126,0.025849917757153132,-0.06643729946765044,0.01319398688597911,0.11338415434551326,0.02693425285609542,0.05349393431234815,0.042116105636087045,-0.018930691617876343,0.0016258077107554993
HALLMARK_HEDGEHOG_SIGNALING,0.1296141408402708,0.049471788448464483,0.17685102792808488,0.05577159319333661,0.14805025551153597,0.045372387447900446,0.02996806195920559,0.04469233997360109,0.06842712656561978,0.06868111961171344
HALLMARK_HEME_METABOLISM,0.14240202307190702,0.05253098004494655,-0.05546445001198258,0.041072085865509506,0.024205027753765353,-0.015225423843676134,0.08878621686827758,0.05659236298558274,0.04225822640012612,0.030975149631775434
HALLMARK_HYPOXIA,0.017620620196153073,0.05800923223707133,0.10291606925382066,-0.02344543981717469,-0.008743095654230109,0.020654034835160935,-0.035329542162972176,-0.09200952188756605,-0.0560881493163608,-0.06555331804798306
HALLMARK_IL2_STAT5_SIGNALING,0.1341790326506887,0.05154445705300741,-0.11410009028531687,0.024476593049886555,0.00021528459624362413,-0.006228141820313806,0.0638823895896183,0.06447989787196169,-0.016094649485579315,-0.006888704007705984
