,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02064019339637499,0.07004679352619307,0.09280684984045806,-0.055002642135308574,-0.03072849584751713,0.01842112928791907,-0.014910933479541987,0.11277259126745601,0.14321979137863855,0.03208097175673445,0.0778822318933076,-0.05168652800723401,0.16573089977287989,0.08713613142753285
HALLMARK_ALLOGRAFT_REJECTION,0.0149897189184508,0.12322259238531387,0.03270059051638478,0.01463847608344732,-0.030386452652871227,-0.035719200343884074,0.14520713436597601,0.16758174562100142,0.11539812119072212,-0.07616417372325272,0.06892789673743455,0.017041579145765644,0.11975690700406545,-0.04934779849899228
HALLMARK_ANDROGEN_RESPONSE,0.02947203684703021,0.0958230565528267,0.06819765082146155,0.044169413632421946,-0.027088965079010378,0.015038993176076189,0.069873757454746,0.13792573473551287,0.12892505916848682,-0.0038551982566124754,0.09707563450497413,-0.043964653011882376,0.16632437292510363,0.09302850033528179
HALLMARK_ANGIOGENESIS,0.023527513221217548,-0.034668305794851036,0.06270028278637646,0.08426485811988536,0.07677156360321051,0.10279318415225064,0.0803046742891005,0.004690516362525603,0.028250024128576263,-0.05898874715817288,0.09489180039388591,0.023572079987639213,-0.03509104799313556,0.08056689072709383
HALLMARK_APICAL_JUNCTION,0.08373097927713304,0.09040664019254326,0.0481986414644503,0.04301848536903936,0.0654362582413871,0.07554372347043045,0.01586373335623514,0.17257771913752948,0.149156659747416,0.07275503095856212,0.062381124783665524,-0.03154248237705175,0.1379034675835678,0.09063249196090693
HALLMARK_APICAL_SURFACE,0.0060223666488637495,-0.020004416396736006,-0.002653062876479386,-0.04202333549104095,-0.050340947381574914,0.019704268609238112,-0.11235946355995881,0.17355269901135384,0.0945288367495384,0.0330245647750374,0.061031885921148624,-0.017755219863607185,0.16098149214363117,-0.08168305660481917
HALLMARK_APOPTOSIS,0.11533549029416768,0.055182988477861274,0.04997200342125009,0.1254770576000891,0.061911029877278756,0.04263618327697146,0.06342643149525092,-0.02516736535154343,-0.009807335768343443,0.020537927095110632,0.057847209442415004,0.014442146231867776,0.11058618461126238,0.023278923407773433
HALLMARK_BILE_ACID_METABOLISM,-0.04448969138209044,0.05402275371447512,0.046658845013334276,-0.06736707778534899,0.02960808306200593,0.03749033270074897,-0.01001532547468649,0.06560933791797899,0.06466740839520783,0.040062473396262,0.0505389456072273,-0.05638154793952277,0.13818218848484207,0.1633993422092732
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017755468725726666,0.10639463885782345,0.060626953483217894,-0.027261900982760358,0.07544815162051834,0.07506514646647938,0.0584767645558323,0.1497124102073905,0.14138383915864666,0.10053453522166067,0.09617326767872365,-0.04580420788106099,0.14547398748858856,0.16913008237239593
HALLMARK_COAGULATION,0.11255932892937934,0.051148432447249974,0.09144964015945546,0.06421172952126965,0.031935035951115465,0.042037673502243224,0.18525732243423845,0.11775079592079953,0.09394395314939509,-0.016005767566872484,0.1276978247808066,-0.019948449755255476,0.1770150088071906,0.09766813944835384
