,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07926972003010553,0.09014103830667484,0.033983516373831034,0.02511460397686024,0.023616535874684035,0.060675834209600765,0.042668006389916815,0.013594584487283365,0.07205263184743341,-0.007169749741262072,-0.009371433828063666,0.016008537204258474,0.0963127831205524,0.024461225086164363,0.04955244475347093,0.10241252792530396,0.11101630868826988,0.03515866548271221,0.08579725031446384,0.07709025376899652,0.03388172364739768,0.0471428264207515
HALLMARK_ALLOGRAFT_REJECTION,-0.06624633028894183,-0.11582291129833917,-0.02155308519907427,0.05499280089786001,0.04655230177029754,0.018070472252642765,0.03290790751482361,-0.0026699804946904004,0.03323895029786495,0.05344727268097516,-0.010547919834386467,-0.12875338233880676,0.009461244454674136,-0.03937364632171124,-0.03351255902558156,0.04034210537806139,-0.011325206579646125,0.03782129542738865,0.05869500121706486,0.08348822866661305,0.008390475488405493,0.003778949973156278
HALLMARK_ANDROGEN_RESPONSE,0.014797491125625823,0.026294736778112775,0.011394427565767416,0.07416516219084406,0.019853897176820325,-0.0077629468143266805,0.09892864885185564,0.06271061871745544,0.052574292745428144,0.03906348715598867,0.05443867343304956,-0.06261397371998621,0.0897709360583177,0.023639758060526237,0.04983258099575433,0.05091088528677322,0.0531888374952055,0.02080845352164117,0.047288392644279656,0.014418933300512726,0.03226462101627516,-0.0404087513687695
HALLMARK_ANGIOGENESIS,-0.03715376612901671,0.012017531230982146,0.012802421800159234,0.0018488714909180846,0.020253097411123657,-0.008350493063339287,0.04293190901222629,-0.02622731241639626,0.12365449417445552,0.008651449191315629,0.34297916851622634,0.05130669488406362,0.007766780180955773,0.11537976431916687,-0.009142673563426051,-0.14099134833553204,-0.022399954732582758,-0.043222945307710904,0.05349578988871541,-0.08413285356928807,0.03123995840164717,0.09482326195089164
HALLMARK_APICAL_JUNCTION,0.08831541318021104,0.10531228715293993,-0.00473260302425998,0.055638356755440946,0.016442880857908324,0.04015809375278758,0.06675116694705584,0.07468037760244416,0.02260377639037045,-0.022083427260195715,0.08922459604934141,-0.028014561276485897,0.11608144254626115,0.05040316685414396,0.06940216868242896,0.10923321936726184,0.051167853535320905,-0.0527068463780846,0.0627307111810337,0.04803416350651176,0.02583123160486464,0.014120530731100958
HALLMARK_APICAL_SURFACE,0.04743155110054498,0.05985206862401353,0.017685193205923534,0.030938806368225793,-0.013114393148268847,0.03585078453022246,-0.014453768703322637,0.037986930348345174,0.010964544794413332,0.01901664960838366,0.07329955843134606,0.08781754137517893,0.07493693642189965,-0.051323762613188884,0.07237070274190413,0.05742349041914725,-0.015736953361014064,-0.03494569716715245,0.01043532342401712,0.07088870086385055,-0.05805467704975318,-0.008784759170403422
HALLMARK_APOPTOSIS,0.01296346065703748,0.022575426216874597,-0.034167568641882654,0.019293411478961266,0.03937707788866069,-0.1369862190331786,-0.00036868964561627453,0.05084166829128258,0.028041089913942815,-0.012787647155819851,-0.15360286171414356,0.09416991472105798,-0.01934943728656537,0.005302094639154987,-0.02219430314813498,-0.08711873679661719,0.04720273880641228,-0.01375212917136637,0.03751585920817098,0.07164778502624404,-0.03206272139198022,-0.033885773108349455
HALLMARK_BILE_ACID_METABOLISM,0.08538709009863876,0.1307857427591042,0.046115201908438416,0.04494287803826171,0.01742675298873282,0.11218185625385042,0.0822500338229711,0.0259738301803941,0.0011513264722724315,0.07552542805047427,0.0586707793394778,0.022826725629824667,0.07968029219732915,0.08103358108728054,0.04949135221268939,0.09143496251920916,-0.0008238434540930607,0.017860889066816373,0.04716380806008634,0.07454500493743502,0.07040981830915734,0.11401163369955382
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07223806627774033,0.06879795519130463,0.035795117628682996,0.04380231177251334,-0.008017866587075746,0.08429605566413378,0.09723526388786145,0.026205981563045887,0.02322728998784345,0.10856116286001984,0.19432753304603967,0.0178727926610681,0.08087798885236756,0.03789351069352186,0.06053141191312976,0.08209795325934972,0.07301079118381965,0.030061915404098923,0.011693627724369616,0.03457648778244025,0.02645545430338375,0.07396633313708872
HALLMARK_COAGULATION,-0.05956830025150825,0.09680540367591896,-0.007296856301008733,0.029794070116519633,0.013125821458567031,0.031861270993326765,0.05517099411776067,0.008906784956129305,0.03456659589784143,0.025194441260418476,-0.03917214545776401,0.0063981723134633696,0.09779994829822951,0.04544744419037853,-0.003930351841777571,0.038608510178958305,0.08002260947339211,0.03706725110000412,0.09289975813333233,0.048103781579041445,-0.02159078680243754,0.08238391545191415
