,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.025347702814453265,0.040381476279826,0.09629151182558934,0.16977311694422,0.11116325672873076,0.003064703542964956
HALLMARK_ALLOGRAFT_REJECTION,0.01819016464043938,0.05647214760696385,0.017178303987275947,0.09912493557807596,0.046019653607656835,-0.01950706731224026
HALLMARK_ANDROGEN_RESPONSE,0.060468580737018225,0.07943323619140798,0.08617920962155289,0.13657712109647632,0.10075700412503838,-0.0052446447682564495
HALLMARK_ANGIOGENESIS,0.01207477606059587,-0.011942702138166344,0.010971363722385127,-0.09431337512080311,0.09845811676436185,-0.028937158380990084
HALLMARK_APICAL_JUNCTION,0.013111654822346342,0.0644530030762602,0.10595385945692852,0.13006350354248813,0.07234497870318331,0.021755107473040106
HALLMARK_APICAL_SURFACE,-0.014422325766378393,0.09217360466587458,0.1081114893876668,0.1365432626970772,0.0625196369491716,-0.04940262572295347
HALLMARK_APOPTOSIS,0.014221588188553578,-0.08620118307233086,-0.051998457058390415,-0.055987455750640375,0.04850669392979649,-0.035116350818454455
HALLMARK_BILE_ACID_METABOLISM,0.07050021469673542,0.027448379655632765,0.10174099246268645,0.1475785869827293,0.03345471633084459,-0.01003770346965369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01805344281728641,0.04249411161938508,0.10305353869669423,0.12027853032557281,0.08199452636057722,0.02640453359986652
HALLMARK_COAGULATION,0.02207042691844083,0.0886958100367319,0.0462921371667902,0.120449793707354,0.09724256317620926,-0.03110343698038699
HALLMARK_COMPLEMENT,0.020224116427595418,0.052949713420193674,-0.009987622749796988,0.12368179902591024,0.09173431376955901,0.014776764338212537
HALLMARK_DNA_REPAIR,0.07035007508311496,0.08585300952142781,0.10810354919869135,0.15946657869820513,0.09628280037135949,0.08706498378892888
HALLMARK_E2F_TARGETS,0.023316778053799673,0.08317244376966981,0.05835854959781672,0.09350633208829133,0.05898599172704798,-0.02466290617627949
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03752554248331435,0.05783422843566445,0.015687944791605252,-0.053423624178419546,0.11007951335148258,-0.02796272639865517
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0017441387743175303,0.024747885775446583,0.10660260074421903,0.10677646113966652,0.07941622080164078,0.03643385789475259
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06738273156582372,0.03502047851374991,0.08082053451136846,0.15737377379918416,0.09338818272101483,0.02611149375039645
HALLMARK_FATTY_ACID_METABOLISM,-0.03371119010380064,-0.004497100149958361,0.04813156864616816,0.00546759219224867,0.043278525750636065,0.030708534707639734
HALLMARK_G2M_CHECKPOINT,0.042891114188596535,0.06837445228910112,0.03385867879410591,0.11348918425968614,0.10855008172589466,0.01641652545819694
HALLMARK_GLYCOLYSIS,0.027335787492440946,0.045274991700014,0.13524162442999021,0.06510049078945562,0.0885120123398142,0.05391606506846741
HALLMARK_HEDGEHOG_SIGNALING,0.010636373156717772,0.03480942083546085,0.06019630785729565,0.04019998542960811,0.11038171618087848,0.02783370014512735
HALLMARK_HEME_METABOLISM,0.038563557506129165,0.05839718931458247,0.14251219548218733,0.16283857919462988,0.10173023084345002,0.07620171391840729
HALLMARK_HYPOXIA,0.006149177988402225,-0.029965808228595976,0.018677999281949763,-0.10151762731579096,0.11321068215027659,0.054648393457393925
HALLMARK_IL2_STAT5_SIGNALING,-0.0299988529093104,0.048491480869942497,0.08356531368585478,0.12444180599919831,0.033779565291937354,0.01246556101587136
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.019101198266341147,0.0668285174772469,0.046465132893261256,0.11274056941951231,0.03559759733392018,-0.07161228848788391
HALLMARK_INFLAMMATORY_RESPONSE,0.03331183544327902,-0.020263900643777043,0.04770886532623223,-0.008063389204744992,0.06922955169170544,0.01163697572180664
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.023257420519041287,0.05459056056825283,0.0955194320001463,0.15822303669582802,-0.06990474529787812,-0.0016404533700439302
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07652557682821655,0.008838061213888459,0.03660749241769146,0.07738447193468564,0.13309906016382136,0.00971240414655758
HALLMARK_KRAS_SIGNALING_DN,0.03320326113777061,-0.016180661625601292,0.1377983921920164,0.1582481511711026,0.055148340236023094,0.06674976808068174
HALLMARK_KRAS_SIGNALING_UP,-0.023451878818675023,0.05575930205462761,0.05973383455753554,0.1400766105635287,0.07595910683342723,0.01587008173155527
HALLMARK_MITOTIC_SPINDLE,0.011805680949572362,0.09950784711253477,0.08645263715473343,0.1591768055469062,0.089714638331382,0.06576310453647666
HALLMARK_MTORC1_SIGNALING,0.008408784015731684,0.019873643545196034,0.03772245010296378,-0.020356987699620303,0.05531061442994404,-0.01574266038063182
HALLMARK_MYC_TARGETS_V1,0.04224192567497471,0.08853569882375023,0.09826617808557687,0.13063118715800112,0.11246469175633333,0.05868965695316826
HALLMARK_MYC_TARGETS_V2,0.030598914179193724,-0.009174592108224253,0.061283170659354035,0.13457774587007076,0.054221613967601875,0.02801042956755542
HALLMARK_MYOGENESIS,0.050176695696276384,0.07849491556480806,0.057134390327413014,0.1293627423222038,0.004710548626367835,0.03136832506874792
HALLMARK_NOTCH_SIGNALING,0.07033830256263263,0.07103524864752316,0.11795240819500079,0.14011436875953334,0.06654120685497797,0.0034168485096251525
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.056376906333492315,0.08037354038171934,0.10749278766294143,0.1553223518657951,0.10026393138773503,0.07120128674486212
HALLMARK_P53_PATHWAY,0.046576243054468634,0.03754093680217411,0.12489470052350873,0.1504639895519597,0.10723552755992977,0.0814821383915342
HALLMARK_PANCREAS_BETA_CELLS,0.007913724979903735,0.07760916375115101,0.08536268533132296,0.13557074581554096,0.09978400725675976,0.11092790810213468
HALLMARK_PEROXISOME,0.0413488779693794,0.03756181734115562,0.11164257426698956,0.13795496221016484,0.0781133565776982,0.03829570788949606
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03518784919474263,0.08049138806392638,0.1330023331775917,0.12373356855726722,0.07784185642184159,0.038301155090356837
HALLMARK_PROTEIN_SECRETION,0.032873433492226996,0.0983433389785801,0.10165951016385459,0.1568042992853402,0.12619370208509206,0.047589279020217166
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0005692510274749895,0.0899619286278302,0.08824648450765901,0.13664592188832558,-0.08961381663328491,0.06336527294855841
HALLMARK_SPERMATOGENESIS,0.04408357006302516,0.10214863160039334,0.07772644669623806,0.14853133844885286,0.09778985991733224,0.04007102507466845
HALLMARK_TGF_BETA_SIGNALING,0.05056036342257961,0.03981734051124901,0.09396341588965393,0.1259408931859732,0.08387919136676686,-0.0199004531538033
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.032050728679846686,-0.008283777020090127,-0.028450055144725428,-0.02407436621585843,0.0887501842263811,-0.003430726105549442
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03390830324531663,0.07565497728069442,0.11185396161451483,0.14384792552290154,0.12257000275956492,0.03697358943443815
HALLMARK_UV_RESPONSE_DN,0.04099920291736544,0.03674542901315154,0.04101027455081029,0.10073470071143355,0.03600089001990172,0.01751835938982807
HALLMARK_UV_RESPONSE_UP,-0.010260435721867687,0.04145075585727391,0.12373569269170542,0.11532814785238549,0.04727872843446015,0.07678248921246306
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0315208954383334,-0.01838245609168423,0.11027742808379189,0.09044438475983825,0.059835013916521324,-0.0011731768192121612
