,MGH258,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.014569842235476275,-0.0063041237300934085,-0.020951370143783746,0.15608473226070035,-0.004554056968058111,0.015015635438959037,0.11423759806293084,0.08068861936503152
HALLMARK_ALLOGRAFT_REJECTION,-0.05944099929983916,0.10065231922956674,0.03613982948474946,0.15266997984196976,0.007561326909943317,-0.018310744344763957,0.04265135549027368,0.04924426311198672
HALLMARK_ANDROGEN_RESPONSE,0.05326104784834006,0.0435889847882148,-0.030301115936336262,0.17065128791432815,0.039147111343264866,0.003663040720727621,0.08566481730457258,0.04011890569273505
HALLMARK_ANGIOGENESIS,0.020104261621535533,0.011297567394486997,0.05819718195295286,0.18672378502280168,0.03385103873265203,-0.002920294892445867,0.028629629471514647,-0.056818898765154564
HALLMARK_APICAL_JUNCTION,0.05047943877704439,0.03159062065291272,-0.028094026324747657,0.1954521202405026,0.019457351155619643,0.01873301957365962,0.0924493388879601,0.04902490018076486
HALLMARK_APICAL_SURFACE,0.014380463619828117,-0.036611472651737094,-0.017869617176349765,-0.019778107084162576,-0.026958781561326316,-0.03636610632523661,0.014281250383708439,0.07613122778472327
HALLMARK_APOPTOSIS,-0.031473354573698445,0.000769159530976478,0.021508798406622398,0.044328480822725676,-0.012820024186973046,0.025417601961506275,0.043133189199962445,-0.09809177657511656
HALLMARK_BILE_ACID_METABOLISM,0.10210067872179115,-0.04951675830352462,-0.02236471694852596,0.1936660278921535,0.012742521533253878,-0.0028512044217974585,0.10960724313255078,0.1044486416561975
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04566380174205259,-0.05095674577954673,-0.001839351836324687,0.11907847607451588,0.022530503276508452,-0.008025111736192875,0.06056634655889338,0.09951098420763532
HALLMARK_COAGULATION,-0.13180354174213024,0.04916745332883789,0.0010624556486731563,0.14281712318665754,0.014395906548215693,-0.0038262278779641287,0.08376870385173313,0.05023457804429377
HALLMARK_COMPLEMENT,-0.04376496917859625,-0.016456894641799953,0.004714689361696888,0.1686076347494224,0.017910278436906887,-0.02894773242502782,0.05236747258224251,0.0708834664063845
HALLMARK_DNA_REPAIR,0.09082658109794962,0.0033535803954450917,0.014808109554254004,0.19129709560893027,0.0219790958717425,-0.011095212429435678,0.1419840927649515,0.07839567511426959
HALLMARK_E2F_TARGETS,0.07769576683503218,-0.026508191850265123,-0.028385502295449408,0.18590305982872327,-0.02038280128704178,0.0319071761976297,0.10987775582703997,0.0013347707657049423
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07642403241265296,0.09579503711546264,0.03492538251004867,0.16971255666869098,0.009244897329568664,0.004492842928571124,0.060861215203651835,-0.08780724813508266
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06695217743438187,-0.015340609877202937,-0.011132866003364435,0.1125334442991329,-0.07152315971152243,0.022432931814211087,0.04465735223851125,0.03353406363782444
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01916618568559265,-0.023637020466990715,-0.030498560859246706,-0.01470129028726945,0.0009241349287103695,-0.020979199101970675,0.05569628258179193,0.06331762124734902
HALLMARK_FATTY_ACID_METABOLISM,-0.006728356597567344,0.040632120792005795,-0.022283858358405958,0.08926736108473246,-0.0022545237245165588,-8.421639130366328e-05,0.11743932485290987,-0.028939461639197087
HALLMARK_G2M_CHECKPOINT,0.08441698295432902,-0.02772456609439678,-0.017839469675625347,0.1748790392219313,0.008066469690108716,0.01407595074424751,0.08501797702650497,0.001238744241937407
HALLMARK_GLYCOLYSIS,0.0811800951125175,-0.01983972234459691,0.03982179782705859,0.14039877018380537,0.00010419179191201144,-0.0018310006902434758,0.11776530590841496,0.03246058389378513
HALLMARK_HEDGEHOG_SIGNALING,0.05477459474322418,-0.06478179168145276,-0.039122640881601646,-0.08828161176670446,-0.06827798323650501,-0.03453965200275083,0.0926367761786227,0.015669259512256013
HALLMARK_HEME_METABOLISM,-0.02015637656047936,0.0450317277859621,-0.04233912061506655,0.17222725480575857,-0.03308207599650441,0.0467988067711348,0.15593652873876113,0.09939619447038851
HALLMARK_HYPOXIA,0.07155577392203215,-0.032049546039634336,0.04085156566096912,-0.011683742471372726,0.030250306796934977,-0.015262917273716719,0.0011494882450334327,-0.021432477500543584
HALLMARK_IL2_STAT5_SIGNALING,-0.006256538650288943,0.030758645802164895,0.047753689588054316,0.17613212778767243,0.007914912571432103,0.04101269523999467,0.11798323808386654,0.027078369661945077
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.053091374138736935,0.03905382022612968,-0.0066055003000652195,0.15583671712174688,0.030173330224300528,0.018566645185903216,0.00839542885645229,0.01943798817072808
HALLMARK_INFLAMMATORY_RESPONSE,0.050757851770024225,-0.005098342675024707,0.008954903260784674,0.10487552969111211,0.01570692465016297,0.01466782756604411,0.09113369983527345,0.014993196724657362
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06483484858083237,0.06721106903488613,-0.019537238714328622,0.18557875438064897,0.021880295717520256,0.01779074905770638,0.12177179615885608,0.0673034927560431
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05977339852951648,0.06025380557660398,0.0063163100487353225,0.1749000908998939,0.017038003176178634,-0.05057074552901914,0.052861838436365105,0.005211723560605592
HALLMARK_KRAS_SIGNALING_DN,0.0011417589579786086,-0.06438404592740589,0.0005468011885683858,0.021513250514253443,0.018790947418421647,-0.009552003977888449,0.14578645436134643,0.12606777278762477
HALLMARK_KRAS_SIGNALING_UP,-0.043910806119194505,0.0009585138136566442,0.05437408649241411,0.022524407989103518,-0.02159101260492396,0.033164715838676175,0.052207497034165364,0.0392631559012631
HALLMARK_MITOTIC_SPINDLE,0.06546230081459219,0.01295008961249542,-0.04915405882396274,0.1741550541939955,-0.011144510944171404,0.033777263121229376,0.16374581648627318,0.04752292715860125
