,MGH258,UKF248,UKF259,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.028635811509412978,0.08481595112805086,-0.07045721146517622,-0.012130869211651,0.006015774486866444
HALLMARK_ALLOGRAFT_REJECTION,0.0452402981836037,0.04309015630436906,-0.04207484201224377,0.05325113839085453,0.0514175701273622
HALLMARK_ANDROGEN_RESPONSE,-0.0288403057874399,0.08501307322057536,-0.02297112612190942,0.016120893410447604,0.05477943450818408
HALLMARK_ANGIOGENESIS,0.044458088539198914,-0.028664027917061297,-0.01214154367716035,0.05616666175605704,0.024887100161670506
HALLMARK_APICAL_JUNCTION,-0.019698002733120636,0.07658396632990894,-0.10685685163568391,-0.008985508405655918,0.020369933072294788
HALLMARK_APICAL_SURFACE,-0.008706622918275477,0.06756215010851642,-0.13326924813500762,0.0012029037824324374,0.024851989370850303
HALLMARK_APOPTOSIS,0.011025528311438026,0.011358004110161841,0.06277063506672156,0.025188756146699867,0.0303268950606861
HALLMARK_BILE_ACID_METABOLISM,-0.02131624745050802,0.02505366870377561,-0.11418363598138466,0.011631568996490227,0.045921580715628275
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0038254652276978936,0.038263253360862996,-0.02607801332227945,-0.03860610188180592,0.021349144693245954
HALLMARK_COAGULATION,-0.008902904402459347,0.05105679324703551,-0.11557705425903662,-0.0038223198530468747,0.03111749397726631
HALLMARK_COMPLEMENT,-0.0051942597341811505,0.05193661341027171,-0.10034515345673105,0.05183894088067309,-0.007482070101142006
HALLMARK_DNA_REPAIR,0.0001932365318974101,0.07151111500185396,0.05451343714971972,-0.00021784156999698074,0.01478883263969755
HALLMARK_E2F_TARGETS,0.027077600063469112,0.07184460504509979,-0.07269511372056608,-0.014296727258772382,0.044701863873431454
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.016887214246570557,0.025857339341185805,0.09605963567419262,0.025717759311126562,-0.0005292933236781356
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01769929712445474,0.07173837514026343,0.07080510231039507,0.007004834151585131,-0.0025808845889688375
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015343718283067416,0.053037705550225626,-0.12338104883358056,0.04023030864285406,0.07436490627652555
HALLMARK_FATTY_ACID_METABOLISM,0.03034042458293971,0.012779174984126784,0.04916655692242382,-0.014048148185027778,0.01946032951811284
HALLMARK_G2M_CHECKPOINT,-0.010278684072374394,0.09064223354518726,-0.1027060218300364,0.010767842952420772,0.045407674542032386
HALLMARK_GLYCOLYSIS,-0.015656332491005374,0.032796701086433094,-0.027347193991448995,-0.0160193465620828,-0.004065698989476303
HALLMARK_HEDGEHOG_SIGNALING,0.039426406741622455,0.025322682166673265,-0.11257789901682533,0.0015829544482805701,0.06351636673715513
HALLMARK_HEME_METABOLISM,-0.01744891412887131,0.0978521340003786,-0.08484905617539011,-0.006715412793012806,-0.019060672625888314
HALLMARK_HYPOXIA,-0.044832486330061955,-0.05847020428155829,0.11332222415146083,-0.014285103477388403,-0.02341794394191127
HALLMARK_IL2_STAT5_SIGNALING,0.0017661152127985893,0.07812274085504141,0.05404029122442315,0.026795082187552277,0.0016636946400545834
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.024627909144854767,0.04684619792225669,-0.10441988364473534,0.014550894969562007,0.04200719568305372
HALLMARK_INFLAMMATORY_RESPONSE,-0.010611899955729365,0.039592195680001614,-0.0010994066707445444,0.018783410567494385,-0.042558144356943696
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03594738792939746,0.06236420679310995,-0.12307181493043978,-0.02427578297462271,0.03135790064190614
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05476113759069648,0.05972272629128569,0.08981324426049472,0.018683655585001978,0.009543120336675428
HALLMARK_KRAS_SIGNALING_DN,-0.031078739739102364,-0.006262138684618299,-0.13115395260255958,-0.0014391032225765268,0.03786040924614635
HALLMARK_KRAS_SIGNALING_UP,-0.03718438103286153,0.07504528540897877,-0.012656433154182455,0.023598049106090264,0.05167485953857747
HALLMARK_MITOTIC_SPINDLE,0.09131086050509074,0.10118726008582454,-0.11741811677165122,0.018549093462020813,0.030679089555467155
HALLMARK_MTORC1_SIGNALING,-0.012543276201293514,0.04049498564588063,0.10620748004879464,-0.007462845574624245,-0.0025791869514337415
HALLMARK_MYC_TARGETS_V1,0.04913822309013951,0.08008697071642708,0.09392982546978947,0.0049195400283618615,0.048260742909269704
HALLMARK_MYC_TARGETS_V2,0.01114487382248963,0.062392532929079,0.06941152422410432,0.023718387199328644,-0.04840778936513984
HALLMARK_MYOGENESIS,-0.03685434144216452,0.0471581397766821,-0.04758787856118139,-0.02008739864008189,0.011422395232366031
HALLMARK_NOTCH_SIGNALING,0.005617770782742081,0.09337048597829486,-0.10422506923768042,0.005430787961570844,0.04097862691391237
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0018705174060711317,0.060100193594576114,0.05660441315704809,-0.004825294887509667,0.008699581739283795
HALLMARK_P53_PATHWAY,0.030994676540503818,0.04112431762075638,0.09270627470304107,0.016902144012465162,0.037721311380534875
HALLMARK_PANCREAS_BETA_CELLS,0.028063620479885813,0.11040083454464909,-0.07278541606928442,-0.003923968843603102,-0.0003138535112053967
HALLMARK_PEROXISOME,-0.04185688980100724,0.0776182133688958,-0.1357135477834186,0.02051640751745342,-0.0006732943804287103
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.06971130651240195,0.07903789075438297,-0.07599165748672845,0.02223024551064975,0.0410646865421066
HALLMARK_PROTEIN_SECRETION,-0.011665472209754661,0.10173800548260732,-0.05467001332728722,-0.01495485566324819,0.01919299226093513
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02510152788535503,0.03318664031392811,0.1114100761044761,-0.010573985828144165,-0.05239404680250211
HALLMARK_SPERMATOGENESIS,-0.03547468053025054,0.08294124365714291,-0.05780287536321864,-0.00395068048583448,0.03521186061945791
HALLMARK_TGF_BETA_SIGNALING,0.023741763699517093,0.08903953737890596,-0.01651121292046037,-0.012120789236531674,0.06611027065375162
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.028083241123140115,0.0474842384309535,0.12385335175086128,-0.03272083515784505,0.025104750106028556
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.013264811954891695,0.07588433676335452,0.11229040048426557,-0.01635113942000587,0.0380775639435602
HALLMARK_UV_RESPONSE_DN,-0.025867467406186916,0.0548208321739571,-0.09751398779945426,0.0304195307281996,0.012156141770884114
HALLMARK_UV_RESPONSE_UP,0.060528891036456915,0.06279429219436973,0.03839219568983921,-0.0017628968877369854,0.033027107060140705
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.031041822373044783,0.10679393868684847,-0.035815868285196624,-0.013685505466946515,0.04153248793550406
HALLMARK_XENOBIOTIC_METABOLISM,0.017597358233251967,0.030763571010388815,0.035145177248899734,-0.022586094313827194,-0.02219851537778646
