,MGH258,UKF243,UKF255,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0806951724451637,-0.011022432153227676,-0.06474666780107341,0.08681788487026215,-0.12920927180212163,-0.05324961308049776,-0.01787754502004445,-0.0010902426794250537,-0.10045610207619007,0.03327197754585765,-0.10267375467854387
HALLMARK_ALLOGRAFT_REJECTION,0.049736519259487355,0.054622988890106125,0.025313233412296413,0.014228501688357473,-0.07010015677187671,-0.049179786445483306,-0.014480378805706613,0.021439009039401567,-0.0637294852686996,0.0765010177380264,-0.025674333154470562
HALLMARK_ANDROGEN_RESPONSE,-0.03969734749704137,-0.018148938403758617,-0.05825921752246723,0.039352717221182526,-0.09441656776905158,-0.042475897149861594,0.01984775159893974,0.0177836642876449,-0.016917429070104652,0.034635798287773925,0.008337063892807675
HALLMARK_ANGIOGENESIS,0.0476405409273481,0.13335371652496153,-0.02889301832751555,-0.043347573419451745,-0.06955324027888563,0.0725376785413945,-0.038469976282622026,0.058485427670891044,0.007603766320742117,-0.07828990381185369,0.10126417573508573
HALLMARK_APICAL_JUNCTION,-0.09151940121571912,-0.016605060229906543,-0.03840431359634132,0.01785471597024081,-0.12314840977873147,-0.07239812913142514,-0.032801985513724395,-0.037505886636080614,-0.061270706893806225,0.003000080814416581,-0.16661914985781534
HALLMARK_APICAL_SURFACE,-0.12001735276795886,0.01885254741618044,-0.027834647999299324,0.06841696422148663,-0.09300512482136376,-0.03034174216647501,-0.042277896629365375,-0.04198678654947606,-0.07748199464897798,0.01318636060394387,-0.1223376033551638
HALLMARK_APOPTOSIS,0.0135695825331699,0.003977042183457478,-0.012822400250678826,-0.004997010281973946,0.04617677007146948,0.0357913686896994,-0.016416999864055554,0.003502660487903222,-0.05735489730858365,-0.0586096505316964,-0.16335699399162149
HALLMARK_BILE_ACID_METABOLISM,-0.05362258540442215,-0.04031098941518758,-0.09189458847859251,0.015227744803051366,-0.10625561551546758,-0.07212556127824243,0.01566329208169356,0.02195472689483198,-0.09142724833527092,-0.009266075120466741,0.06850042396206064
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07403124914551734,-0.024672139883032393,-0.013736897381752648,-0.054891401247881264,-0.0999471848650003,-0.07393312180784446,0.06371131667756334,-0.07008868368257969,-0.0793302608737455,-0.0012638705326057066,-0.13249652602949627
HALLMARK_COAGULATION,0.059832178038118425,-0.04641269161548035,-0.08411148706009529,0.046581060785353255,-0.13063776028840066,-0.04122746251937143,-0.02503962511531523,0.004734549518331499,-0.08526324110043154,-0.05137122015112528,0.014834533048102396
HALLMARK_COMPLEMENT,0.04363563966452296,0.01756093728532135,-0.029724377216163368,-0.020551862691281477,-0.06614112703852554,0.005788503027714908,-0.00044246740950142744,0.008061037698809883,-0.10295827942639836,0.05316701659574999,-0.12474877698000617
HALLMARK_DNA_REPAIR,-0.08855112203072646,0.01667733949463816,-0.04440617712483431,0.00534638749938931,-0.12319212341123574,-0.08139893843880491,-0.03240899816763252,-0.0008678498139304889,-0.06166532140731555,0.0656759930177047,-0.07152527311896208
