,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019363973568063467,0.13002411921120374,0.01525392530067584,0.04316097431519936,0.016441216605248492,0.0762579860646551,0.11160984340333717,0.14426120581349397,0.010679210793125121,0.07305324057196376,0.13751085484089606,0.016430126451338643,0.11580646396295072,0.010558109717445165,0.10723091080101049,0.1422922055655319,0.1276625356081491,0.1464058839809175,0.2826221323308698,0.21225791505066804
HALLMARK_ALLOGRAFT_REJECTION,-0.04983676983890129,0.004236893317325105,-0.004296178603776558,0.071159154979423,-0.03319815439300862,0.03646464162998677,0.16237825375846562,0.03301413041139313,0.07052294344156056,-0.0663471635236852,0.07817445415968605,0.04189669538131863,0.12906395248867056,0.003413591157064282,0.05389483972417574,0.04730969699567171,0.10414619769030618,0.08203647518731201,0.10624043361650491,-0.00012841321103275414
HALLMARK_ANDROGEN_RESPONSE,0.037429596290561334,0.135210569061148,-0.027613029956669474,0.016218219670730984,0.02459122009999736,0.04208875155890526,0.14643186891798723,0.036759488651023096,0.02082061970573024,0.00588519306849103,0.12094307989709113,0.08525761724389966,0.09317063119148283,0.021507659042527473,0.06456542856336148,0.13140612360072873,0.09711724195416128,0.028851936466791038,0.04937773954294654,0.1698756217869015
HALLMARK_ANGIOGENESIS,0.02177799391637738,0.021651542288760203,-0.009834800787171874,0.008757209743307093,0.10845226763094343,-0.07899214103703849,0.1839659734590286,0.03091056486257171,0.033453282753676504,-0.0338153625960938,-0.053229126149778656,0.09356426464752629,0.028362167346792148,-0.010591539324694385,-0.05149732595830675,-0.06218297413981071,-0.12748803543351525,0.11780223209557537,-0.2600586673184371,0.0823866394803736
HALLMARK_APICAL_JUNCTION,0.05009775233434723,0.10234748402748478,0.0049379473078698275,0.00910120653801706,-0.018055438816098876,0.0243180922540829,0.16394270390840077,0.08605001228020052,-0.009006500833417764,0.031096768238191855,0.12865291460526565,0.10975558495330613,0.17144074233456383,0.0057570300621804455,0.10528880265436387,0.13743604049627764,0.12246537293168552,0.1202949646887237,0.12874111726559467,0.15806976582537713
HALLMARK_APICAL_SURFACE,0.07025508973270786,0.11908739066820741,0.01973615377485029,-0.012449697365806645,-0.05253030689779136,0.09535464379701557,-0.08350694265333222,0.02501435331731168,0.005748106573082259,0.043348304228018594,0.042675610578918985,0.08701618421403921,0.11727286624746457,0.0028455648159143665,0.06810410333941445,0.13739782999332895,0.12511496624552787,0.08183268182740677,0.09149694034871436,0.054590803932037815
HALLMARK_APOPTOSIS,0.0400210984304752,-0.03779308884874179,-0.007901242955261638,0.005915385830954016,0.0006017702026414693,-0.033183984020575756,-0.00670742275182096,-0.009764626157599656,-0.005270678846795506,0.0005625527943405122,0.05328870390678163,-0.048152691786719146,0.019859983233882675,-0.023583906112265147,0.06875088600645765,-0.05041921959100588,-0.05571399787858849,0.014035204393457774,0.09458981928797723,0.01137824469304417
HALLMARK_BILE_ACID_METABOLISM,0.01229652975855601,0.10954401961467897,0.039771120133229615,0.018099200870321016,-0.00914119128795483,0.054452225199804326,0.17612081945361424,0.04566998209107928,-0.0014001102185091706,0.043723163015561464,0.14915897102768547,0.09824454060568832,0.0112952515719867,-0.02198475003393891,0.07368017689872368,0.166221160955292,0.11347258948930926,0.05821279447039772,0.29966879115343487,0.2014175578412868
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010565244229205,0.1658827179928083,0.056597728452953605,0.09191205897711333,0.010583910779144882,0.02564340208938175,0.06927083899322506,-0.008334457863623293,0.03809230992260424,-0.04259513943392038,0.1578488726381707,0.12262488621297696,0.03605495762548791,0.0713161012981878,0.10377704671469586,0.13460215915697113,0.13069798718912082,0.07763314306922055,0.28552347817420676,0.17946049391398203
HALLMARK_COAGULATION,-0.018944832103992452,0.04387821000563819,0.012041240589274376,0.06589317391426594,-0.06586104584232264,0.027081119138585172,0.13064777578348258,0.10560634381157204,0.04886968840298561,-0.051004327540982906,-0.000701014456766879,0.01979263172758472,0.11015297259971914,0.058907538177559206,0.10656088881806092,0.11595821923280462,0.08309319253019776,0.153837178044273,0.07209570095493054,0.10674707482215767
HALLMARK_COMPLEMENT,-0.0268214058865456,0.05394412973308619,0.0366998606868508,0.017602452601444205,0.013958323803239296,0.04521916271703503,0.17111529066046527,0.032665417518357984,0.01559500298418845,-0.020434084852373715,0.10027447284145803,0.005957782426324374,0.07830729834452482,0.05981575178712511,0.16987089527739005,0.10389746470669603,0.08541073077699322,0.1747869017993957,0.26565011848111814,0.10124000739392063
HALLMARK_DNA_REPAIR,0.052677217426985355,0.20888256267056596,0.042484688350501044,0.05528440217353682,0.050876290434248295,0.07497042796030616,0.19268940416388008,0.11261150715675278,0.017125718949393895,0.07075068313828334,0.1307023871650492,0.13101569718429606,0.12124264585756914,0.012847654300358077,0.1535709564437064,0.1358799225713288,0.14018583723350939,0.13181593500581754,0.2973448759130769,0.25019321837717623
HALLMARK_E2F_TARGETS,0.03688086260112373,0.1470885492280609,0.0017345397125299556,0.055570091573062814,-0.0051354959272460156,0.09203543231440922,0.18574669417556763,0.07457237730187427,0.0019225324186500912,0.0647193620571227,0.07863421747961248,0.08104929972094393,0.08148568358720934,0.04017344991468408,0.055927578505316114,0.08809178602331783,0.029166255990741873,0.13001983927465077,0.2658764895632143,0.16770839285711112
