,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05629462715570366,0.40663018308644855,0.08932106464372683,0.01563275730448509,0.10743836570432583,0.1261056172917213,0.46708512962080473,-0.0237346367703693,0.04432068125998366,0.2637823638065959,0.008115563578477872,0.08270090428503973,0.1517927161089435,0.2540197814298922,0.02786524684506658,0.17686016583695444,-0.2903367768660831,0.05460299013813018,0.04242843930930142,0.1473373402831584,0.07442152978270085,0.01140668957868274
HALLMARK_ALLOGRAFT_REJECTION,-0.00473591060170181,-0.06918740091105124,0.08274397788172438,-0.06013276769050278,0.0764958012378968,0.09657049182565877,0.22464641335335225,-0.04314643319155266,0.09516151927425068,0.42721853676785393,0.037875197371279465,-0.032057022278167466,0.05392923353846758,-0.12488846588860023,-0.011902638603095555,0.10129090894124827,-0.23319916409646857,-0.10587903617192847,-0.06607191035135965,0.014953900854031999,0.0877421953901947,0.005963083672955858
HALLMARK_ANDROGEN_RESPONSE,0.08680740266776447,0.09235315086920234,0.06322561262571648,-0.04503334016527129,0.01544388374857721,-0.16201420917956028,0.005332814237224846,-0.12200116597033367,0.17823031220381072,0.20082047458906493,0.018175116240242213,0.08823166263235167,0.09762502112494591,-0.05778530252592645,-0.004411741495243159,0.15805801603936015,-0.13357280145555217,-0.1432968538726548,-0.004659139961946148,-0.10161356147916921,-0.13667454369318402,0.030162451534450636
HALLMARK_ANGIOGENESIS,0.04913053108846704,-0.304913280080438,-0.08840450565604696,0.115312947805259,0.12280339982704443,-0.37776564325536893,-0.29943349062227415,-0.15256786948987994,0.09623948367545757,-0.4758821999287064,0.040418631159904995,0.1478886312458282,-0.13096919027126497,-0.41650625496638266,0.10630162411747446,-0.04438191665258211,-0.45693865087389524,-0.21080299560906057,0.03518886962803838,-0.3098912204677282,-0.46887352734431303,0.17646142473483462
HALLMARK_APICAL_JUNCTION,0.06562713417710903,0.2556626344755629,0.04666146031806744,-0.10092551538698737,0.041956649591995854,0.07633875414504339,0.23703887050470912,-0.14196429580002057,0.050462342842804715,-0.2494331588143054,-0.038907756673462635,-0.20529620188395564,0.11623654847675084,-0.1646385966423448,0.036146620121123456,0.20153978677898784,-0.2905534804488709,-0.1366136933019298,-0.0038124791438010103,0.003736602140150865,-0.11717190238986797,0.031352366497715625
HALLMARK_APICAL_SURFACE,0.0685414284988184,0.41627345662438797,0.11489319559109179,-0.0301698384292337,0.0010151141278309892,0.18176769109724897,0.3939006302299685,0.01815370934755643,-0.16980918806725823,0.4064121659578516,-0.14046259558737517,0.17435165203811684,0.09734764984993063,-0.02190680723718262,0.13320844053055614,0.23382178935242287,-0.20202068868538825,-0.1533180922017981,-0.0006145225254700406,-0.09557327636371525,0.0035554195377058757,0.09233001897256521
HALLMARK_APOPTOSIS,-0.02387384509145793,0.0416982511802922,-0.023207844709717665,0.024411189326319388,-0.11982264552590756,-0.1124244889590885,-0.3807328292055929,0.11653619780579508,-0.02246521838298382,-0.24609504935708418,-0.029546123651788256,-0.1585594068694011,0.11877923091665993,0.1542555887093696,0.017580742878175886,0.029405540160352288,-0.18443894896635094,0.03485338987577372,0.044489804883612004,-0.0904165757275299,0.013064449603232798,0.04784029394359512
HALLMARK_BILE_ACID_METABOLISM,0.019290433508825026,0.33905474570350097,0.07541429816507558,-0.08064975182045854,0.10826511865050707,0.20104817408888387,0.475346853046436,-0.12196080874091288,0.14996104135049304,-0.09841207568297557,0.04017702950558013,0.171965769683201,0.08675531775701745,-0.007235277518893788,0.16391056388257602,0.268845274921164,-0.04025669696587262,0.00690477644725143,0.006409184825057935,0.2840603603852839,0.06304161943872064,0.21083912102394484
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.052618671242302746,0.2635388773373048,0.04804671706527997,-0.024576827490345406,0.03368489373925354,0.0633866657215674,0.3923085955282291,-0.1069441611883123,0.20483281506944853,-0.4827659039026158,-0.027257609944637357,0.19002535028352655,0.11899497085945468,-0.16263158213489814,0.08868885419005061,0.16170829911394835,-0.07218283701024095,0.1126811659384129,0.07085208131068704,0.07159567023078331,-0.05277251689469568,0.17136792260640601
HALLMARK_COAGULATION,0.06158055014793457,0.2696075936405173,0.06858129954337747,0.04789832794716159,0.037376702951964144,0.08581165534085695,-0.07800859043295008,0.024301185238570007,0.18291826638744493,0.09212052249667345,0.10572882818292083,0.026183811374025163,0.04500192368521367,-0.11362168846202149,0.0513920079959492,0.11073758236375228,-0.35603529654395755,0.06297920556252883,0.03786139893634328,-0.13097148710245374,-0.11910488727208048,0.20405311450697042
HALLMARK_COMPLEMENT,0.03546479813162705,0.23297672022074908,0.027431395369475902,0.032117011714672586,0.0749809439730372,0.08113612521979664,-0.012151997911652423,-0.017144586322957567,0.005256592492751481,-0.2667924669513253,-0.013736003709352844,0.00170734012051893,0.11203293577683507,0.08555031529805746,0.04789084631235246,0.06416589822598094,-0.34949469678184597,-0.04693343022577792,-0.00873937367426558,0.09927994206591757,0.017031360762409714,-0.0021963929170534346
HALLMARK_DNA_REPAIR,0.033361950574801784,0.25306684029626386,0.07820705385253048,-0.04560854328354132,0.10444605760996235,-0.19661746090476748,0.28385621697363245,-0.15908793602889168,0.07595374094537466,0.11323384595663671,-0.017944366339591875,-0.11094369879498998,0.1301816956262378,-0.05992400610980328,-0.019743156233110987,0.16578018744239026,-0.3079737932111666,-0.11394747471806595,0.014811081744765808,0.20793286743896902,-0.04174434151142193,0.007865742991187731
