,UKF248,UKF259,UKF296,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06545545632887768,0.03758958713110237,0.01338129423286445,0.04232798078052193,0.09549776610276468,0.0341617161162686
HALLMARK_ALLOGRAFT_REJECTION,0.013838451199683454,0.022708000664750542,-0.014051064297492977,0.09997920431178232,0.04126541569569671,-0.006187771279063139
HALLMARK_ANDROGEN_RESPONSE,0.08422035501163574,0.05451092589288082,0.014021211224769735,-0.01674892396654357,0.03134436662180562,-0.010866995698042805
HALLMARK_ANGIOGENESIS,0.016535066354321466,-0.029937285097756658,-0.0045637765649246135,-0.10954646169513502,-0.05129347607783479,-0.09053681808620909
HALLMARK_APICAL_JUNCTION,0.04445720782436973,0.0360025826690295,0.005168877822031481,-0.00813349555371925,0.07885410378102771,-0.03438481104004977
HALLMARK_APICAL_SURFACE,0.04341413631023931,0.009024664391901282,-0.09562186448484021,-0.013961469931278746,0.030289617780657894,-0.05959561208921315
HALLMARK_APOPTOSIS,-0.021308723098690134,0.035844532002377055,0.013552483555071491,0.011991336315524924,0.023062495139625876,0.013372848332443869
HALLMARK_BILE_ACID_METABOLISM,0.02333533320624591,0.0057317884525339745,-0.014303358525843511,0.01800470185930203,0.069243278840865,0.0483642791435147
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0037641401857473828,0.026697667554540398,0.0038710306191795563,-0.031132248234844385,0.09044312047650399,0.05335891194272748
HALLMARK_COAGULATION,0.053042988672702816,0.0470711999679629,0.060702588601069606,-0.03636128919890949,0.06309531211527883,-0.05707537363995066
HALLMARK_COMPLEMENT,-0.005772188426788038,0.033271431106687954,-0.020484233909849325,0.05716121005832699,0.07354355005806448,0.022685279659740407
HALLMARK_DNA_REPAIR,0.06667259448895316,0.0745923548661379,0.004806605017281896,0.047859181989277015,0.09347000534088694,0.03276410855714185
HALLMARK_E2F_TARGETS,0.07495515092228898,0.04865065198851636,-0.0004565389563688625,-0.00032105709681975667,0.0948336738312299,0.01636157097868379
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.024478780987538085,0.028208390314962868,0.04117467287939042,-0.031705803470534186,0.026717530071850206,-0.06857106119881122
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07158301414872291,0.017619041396866843,0.02825000615370251,0.016006033575966926,0.09164665786762768,-0.007047244338597358
HALLMARK_ESTROGEN_RESPONSE_LATE,0.025074585830476868,0.02118930393118897,-0.015783131072964505,-0.014339954098769087,0.06485836372693905,0.02086433347271912
HALLMARK_FATTY_ACID_METABOLISM,-0.006431850153052543,0.049266629772376856,-0.0032319151647575723,0.1694806690655496,0.013399913932194684,-0.004407991969714021
HALLMARK_G2M_CHECKPOINT,0.05451284836993882,0.05041163300663279,-0.014605416781371493,0.004133717968288404,0.04072019738863201,0.0017755099707450859
HALLMARK_GLYCOLYSIS,0.008488338842317167,0.025144520414130254,-0.022645946914071464,-0.002763633059083401,0.07093370664981039,-0.000273757904709908
HALLMARK_HEDGEHOG_SIGNALING,0.06486997067301178,0.0730928843858115,-0.04724300247694353,-0.0009029665087851975,0.04167312052869083,-0.007419551181141412
HALLMARK_HEME_METABOLISM,0.08629883356475826,0.0628947699106993,-0.01373749901718094,0.09530810448064499,0.08786106483791672,-0.005735431434587209
