,UKF248,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07938080174849953,-0.019177765192239942,0.030067117355399214,-0.02792931946874241,0.23980161179435405,0.002294041455448284,0.13619780056569789,-0.007784331657392,0.06482632377565116,0.09208035132818561,-0.012838039791137386,0.03514913093168593
HALLMARK_ALLOGRAFT_REJECTION,0.0912723832688109,-0.03310750510135944,0.09409217856985658,-0.03505345592813588,0.18853952550637332,0.014894981627305168,0.12038371631371018,-0.024172526860702606,0.07735251405220729,0.07608811272505324,-0.005435333861469061,0.09413073798956044
HALLMARK_ANDROGEN_RESPONSE,0.07449788155081871,-0.0003152919202472593,0.05146425440102941,-0.040228428865515684,0.21727028833485,0.07713345328368938,0.08955967474768854,0.03861226162121587,0.04195612428246876,0.08347367747017924,-0.025840983716166423,0.0033998965948156975
HALLMARK_ANGIOGENESIS,-0.04468606126839183,0.008799166300547804,0.0612901716261279,-0.0497397478001482,-0.20576763867570727,0.020084127594907148,0.15463748608429864,-0.02760128421115533,0.07339714125751659,0.04916253492121173,0.03096957096188198,-0.04617788695324359
HALLMARK_APICAL_JUNCTION,0.07864809956742971,0.029996868706669844,0.07376413411298852,-0.027080145502648444,0.2258056420666673,0.06034333479067104,0.13996612717727638,0.057358921687085083,0.05291687944918302,0.08299969547453344,-0.006048756042956984,-0.024036573903622346
HALLMARK_APICAL_SURFACE,0.031221834862229902,0.014624639473988212,-0.00857670896597696,-0.07008663155537856,0.11534339392629533,0.03177551901993131,0.10033496541140739,0.08091268412242039,0.03396123929776764,0.10305572346761487,0.028515603956688843,-0.027443051349300213
HALLMARK_APOPTOSIS,0.06756895310338774,0.033797968878183544,0.04758300651673689,-0.04862547253368387,0.16989757497244048,-0.04925659353475526,-0.04994608276962559,0.14474919290951327,-0.013500520261435767,-0.02885773905014087,-0.041446962027066714,-0.026709095611986908
HALLMARK_BILE_ACID_METABOLISM,0.030767645301147617,-0.01649645364608848,0.043091064967234624,-0.01807895452725283,0.1858026733143832,0.036798295168499494,0.027296488028981863,0.10627951072995509,0.037778342744727085,0.04393720099500375,-0.022811461229243157,0.042043238897317516
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06391880142000078,-0.015544959818247755,0.035763187997674514,0.0011539395995539493,0.25249963797609876,0.0697167535448454,0.15047260910431584,0.01114942327642029,0.057748381440347635,0.08029324285780022,-0.02989324162372322,-0.016614317708972474
HALLMARK_COAGULATION,0.09079277513018318,0.04897464428782322,0.04452230236944443,-0.0011578826740186892,-0.12501421641399163,0.028766887958394972,0.08534480631134551,0.08493040368752594,0.07670432382318193,0.06494018875757543,-0.04523306508290166,-0.0575967519428221
HALLMARK_COMPLEMENT,0.07600806244105804,-0.01440791094341942,0.07123641412666863,-0.01111979371367918,0.2842359418260569,0.02594619361662114,0.14570317169846086,0.08040726059735515,0.1129828782592448,0.08078968776581599,0.05013521739798443,0.03594504828318316
HALLMARK_DNA_REPAIR,0.09216325984493094,0.041194565385752585,0.08140110285463721,-0.0355398340364113,0.2460670949843684,0.05684132337224907,0.18671005815440522,0.04848816792630072,0.07138244830198884,0.10763479949049562,0.047630995826163335,0.031034308764284584
HALLMARK_E2F_TARGETS,0.06180352808805035,-0.028632822253408553,0.06257984098968412,-0.06356000798365274,0.0823212293649276,0.06378407722956896,0.1526220356305869,0.07554366121446379,0.09696085042834818,0.14770388248366426,0.025327996657497884,-0.010012194676508735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05588822383685743,0.06562481854824766,0.08515416092977568,0.013973513244132024,-0.20615998714546777,0.0528992003954215,0.12169117130043353,0.02941489759965301,0.010786804194495604,0.05623925387150885,-0.009264959494623151,-0.05523738249592961
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09257202294472411,-0.05531275007267939,0.016287425197741817,0.05344262225415896,-0.26111362309443703,0.0039428772147236954,0.08506370258752467,0.091964809395674,0.04221269891364866,0.04923243367809559,0.0003554898892670714,-0.011649329182558118
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05509887301476155,0.046023066055486304,0.013343270835162638,-0.031868407695935796,0.2593084260637352,0.04097846805652399,-0.01668298368113111,0.049889233156392265,0.05258728998117348,0.1154229427458697,-0.011270288555312797,0.013376418113260286
HALLMARK_FATTY_ACID_METABOLISM,0.05915337134717373,0.042434357256493735,0.023732466192840796,-0.011613288652427662,-0.17034350364717765,-0.014754821276335364,0.03467835580113344,0.024469002490375574,0.027514160783226466,0.03884207902345226,-0.006050470124667543,-0.04042327697105064
