,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05053734730366917,-0.11482218744089337,-0.14026926955343458,0.0567063587905833,0.0001219282407398987,-0.14432390734400627,-0.2515379650182879,-0.006896183007045728,-0.11305062576333257,-0.024013476199320295,-0.020499359040567013,0.3517641655481673,-0.03876855378025301,0.12206287518834706,-0.12568969097489568,-0.17872051288423066,-0.12589441957249034,0.07765184339519393,-0.06264548310618208,0.015048386075436841,0.06573921588348536,-0.10250351775840343
HALLMARK_ALLOGRAFT_REJECTION,-0.018455831636109258,0.13820604123827956,-0.0023831892527017683,0.00012597889919221898,-0.058907841422387926,-0.11110819701452337,-0.0770818404869933,0.06929753290891988,-0.2990884385122845,-0.014042597391657117,0.09545066316845525,0.4031585326561978,0.04728693776071688,0.08616442656324487,-0.03125825549514303,-0.2516271440166602,-0.09837579170666734,0.011773001104414337,0.045863489509152366,-0.04811547983384112,0.08831372635469936,-0.11055308050609881
HALLMARK_ANDROGEN_RESPONSE,-0.06707849213202577,-0.03939571438280887,-0.030483129191986133,0.017485267380562955,0.054168299012495404,0.1573543572305547,-0.026619254818374054,-0.009107062821803473,-0.13385929562976084,-0.030207115456437856,0.09856208335623885,0.3358201504639873,0.021989675190693784,0.12763919256073833,-0.08979017515303388,-0.047775964352179644,-0.026679868237657167,0.11196444753115316,0.09830546536646967,0.022734758514542777,0.11393870086240414,-0.00329753051820389
HALLMARK_ANGIOGENESIS,-0.013327369971192311,0.057297338650992735,0.10677511011782102,0.03656586612657245,-0.18317928162709848,0.1227600728322256,0.2719914581925172,0.07567813446608233,0.25469299878597157,0.03728162928301753,0.08630761561609576,-0.18145419099410984,0.02476645271041163,0.09210228091370162,0.06333476100616188,0.3046346127572797,0.28910982717188116,0.06953858726400257,0.15477057303155864,0.041803659061386465,-0.04568055837185988,0.3554992981745278
HALLMARK_APICAL_JUNCTION,-0.05982640128329689,-0.0519554099327674,-0.16040116717258163,0.05478584345009185,-0.0281354183111112,-0.13531731017520907,0.044794160536768074,0.08865558922310987,0.18660042257690249,0.014639820642000747,0.06645507216970292,0.4058939943559516,-0.03084779325644732,0.05077013751870111,-0.10816779106583542,-0.06259252326975537,-0.05738544029528713,0.0796306436592217,-0.10423983930068,0.04765907548545078,0.06973192375420528,-0.00023570090811393242
HALLMARK_APICAL_SURFACE,-0.06239456048425711,-0.11186355322902247,-0.2113213274134058,-0.01758167854574513,-0.016751218188198223,-0.20549916875389895,-0.16591913195856603,-0.0029534211215491366,-0.19556495403860086,0.010416786652070445,-0.03261501571450028,0.33612458587736277,-0.05546144491620741,-0.038214707605112815,-0.12349725056969955,-0.08211117557082871,-0.052519800642954424,0.04403033484792509,-0.05765978857313652,0.027991252608091568,0.025034860352097215,-0.15799776762738396
HALLMARK_APOPTOSIS,0.015906913636101975,0.03693904134969314,0.0331610243508219,0.03784006501708105,0.11891551041331135,0.0856402675789763,0.2572485328118117,0.08044844549862488,0.22139787967500868,0.015937516428525804,0.08410440440090769,0.07986683012190834,0.02270769944748513,0.0525251878771561,0.0011123102932466514,0.40207163890026604,0.36680970610434604,0.019328766981654345,0.1040754263887932,-0.00416446609868657,0.07745645080049753,-0.12256309507835632
HALLMARK_BILE_ACID_METABOLISM,-0.04416496124875192,-0.142288614244446,-0.1456080714365924,0.031140939086295182,-0.05858453962661311,-0.15487462280988273,-0.22058705792701352,0.04985995921843968,0.13143052303775832,0.002022602526608929,0.0058340471273608165,0.15731409560012644,-0.04884982544991726,0.04379883526287871,-0.11891663980231842,-0.07964844779051744,-0.1385310434846061,0.06581610893682137,-0.07076243228983761,-0.02786316665385548,0.015797530651622448,-0.1050950453090629
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05571742148693461,-0.10564687639038328,-0.09869087019986836,0.03983626103117766,-0.027963635609890476,-0.09082773961524195,-0.14742858700283054,0.0033010445224277997,0.33350740376954,-0.000948873911510998,0.028869381053109478,0.42231290695998025,-0.02234976155891934,0.1321907778534719,-0.04246890236167609,-0.10946594906031597,-0.12665879642152736,0.0752128242445816,-0.15806047525731828,0.008505256897618836,0.04025254470726565,-0.13453041650496553
HALLMARK_COAGULATION,0.06782996821386209,-0.0750647352741253,-0.11080974277073469,0.030070160053731844,0.00824289714565536,-0.23404604286000083,0.01946887087454775,0.08546367801183098,-0.0459609491323997,-0.0242334234796675,0.1008646117283173,0.1048184992741602,-0.013403063736979713,0.06987817047650748,-0.14123527195589586,-0.0009373484199629368,0.02745479485002227,0.13021876800385662,0.0919994418141447,0.011796960787508358,0.07209479095788002,-0.005450358236692055
HALLMARK_COMPLEMENT,-0.03241461790239136,0.036417122813373004,0.001096340643346489,0.038233360755624876,0.034041474271912474,-0.10725447831614583,0.054290140295333286,0.08306906798899202,0.20120531423979549,-0.008430058853443159,0.07429052139029463,0.3717070506978243,-0.018718643751306926,0.07668647547233792,0.003760881202939916,0.06746878480895759,0.051103384911450465,0.09043237467321724,0.003197653196797,-0.014814524416322063,0.07100838196827598,-0.04999795433744568
HALLMARK_DNA_REPAIR,-0.09106152784382227,-0.056967963500227786,-0.1265053488602174,0.08427394325561548,0.031252892856219,0.20792895773494502,-0.10201907583209777,0.040349043561960354,-0.02458908124321345,0.011205420675433325,0.06961636854362369,0.4463900984102912,0.01922957458213222,0.06258030773799288,-0.0866627555092588,-0.10561992652460386,-0.09298109799094208,0.09261370284703854,-0.14407604633983595,0.0008375354992853655,0.08552560509598,0.02523242522014756
HALLMARK_E2F_TARGETS,-0.08692277309547156,-0.14049399371340965,-0.1917451573559684,0.04549923845839571,-0.1167890927500477,-0.11461140711449912,-0.22982496540941613,0.013118658426544689,0.10013615445493172,0.04604603220505165,-0.0020737132550550865,0.332122320587678,-0.02200119104167012,-0.017907739246032315,-0.12364479974356718,-0.029516653821913538,-0.08029122601004599,0.059926789418899104,-0.14367802646200137,-0.02132562186525851,0.04024050829239837,-0.05908700507629921
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08616359897231295,0.16510918523913035,0.06663674054123137,0.006832771709275691,0.22450715741873742,0.25077532343924086,0.3399178859166195,0.11074737442879393,0.36245652553313173,-0.00692331746069808,0.10447374221660267,-0.16128050001739463,0.028410961726862298,0.006448805483514866,0.020147084405945773,0.5253214317217405,0.4390046478976147,0.08191359668375207,0.256774879913769,-0.0407093781955671,0.06792230683985385,0.24790620197542784
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.027927739462434962,-0.04849789650700342,0.047501001307691984,-0.008571027483722255,-0.02760326080900808,0.0005439355107579026,-0.08375341245216092,0.03388068247015062,-0.016285842872279358,-0.024766981432086076,-0.03550754520543155,-0.2949727345776566,-0.07908158189608538,0.07119018522690101,-0.041721276926110995,0.1379716003938644,0.07249821096916914,0.07955026335255101,-0.10654261956811958,-0.034821424853376304,0.07519351779933091,0.08656678642356973
