,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.07091119309830722,0.025637351769028024,-0.007697960709020541,0.045484738146787405,0.05046873509624372,0.06836972795931556,0.07908667143053766,-0.08689302938418003,-0.012339355115728022,0.054509428320018635,0.07541298035869232,0.03838100058116938,0.05552386282777026
HALLMARK_ALLOGRAFT_REJECTION,0.0503802183372377,0.04501795847980278,0.009158021437976636,0.015126191668476263,0.0542980961089764,0.11110881266900034,0.053877414983672184,-0.08781725285350407,-0.11963974251933705,-0.0007851284953160051,0.04171910878355878,0.06976431323240936,0.013457802069026527
HALLMARK_ANDROGEN_RESPONSE,-0.016818290400257913,0.017781471530794627,-0.021639596626968124,0.05416663331399559,0.09629053159801222,0.06576900410021233,0.0929602987284192,-0.04271287099790783,-0.04910648986115076,0.031829580776071786,0.07898788831788847,0.0033892029869667093,0.01722014756679234
HALLMARK_ANGIOGENESIS,0.037442514363751615,0.00706391691682672,0.044693413155903444,0.018433984271676848,0.08756550023644329,0.0974676012024938,0.06305253720931561,-0.12266623700597633,-0.009744086203613224,-0.0074259908931656035,-0.07099851759051203,-0.02226113385107921,-0.03398244718178884
HALLMARK_APICAL_JUNCTION,-0.07064648488054875,0.051770052410907735,0.014744344373666392,0.009921892237004473,0.09474476382512843,0.14894793884526847,0.08959649212369092,0.006161563784608703,0.005151408172229482,0.04325579229931454,0.10313114369873942,0.031062536960421522,0.037287111159563895
HALLMARK_APICAL_SURFACE,-0.029733788944095178,0.03742298587278622,0.04856376944412356,-0.03860206869750777,-0.01650487189687056,-0.02585997599155032,0.0152469015026016,0.0030799356418014464,0.05167279862535145,0.06567505697841816,0.052533716291651336,-0.012321113438407381,0.019296576029003424
HALLMARK_APOPTOSIS,0.006481097278039425,0.01668982259580134,-0.008500782551649313,-0.019269614761404402,0.015684844035650413,0.023677669222372202,-0.05249073468077325,-0.04672794812781671,0.09393662679169833,9.64931307643023e-05,-0.0636499341900533,-0.003893850764656582,-0.00464429735287651
HALLMARK_BILE_ACID_METABOLISM,-0.055039955771258336,0.0005536353600907917,0.03644713085857503,0.026558675019958185,0.09808740072480064,0.07795119921973266,0.047671992324245495,-0.056251609668629805,-0.01180503560781054,0.09601005494870071,0.09996693540996586,-0.004737006113048763,0.0890771834321265
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006973019522544432,-0.02575870781582049,-0.00997937036820244,-0.023300033978863238,0.07574573750727591,0.06673701639448518,0.06326139370935965,-0.05177033868585432,0.02825042357631028,0.06711269135140173,0.07903204681679718,0.055407112807209544,0.027113418740384417
HALLMARK_COAGULATION,0.06276746795921491,0.032734108016412196,0.08242336182743508,0.0036462921986121872,0.08578709037974377,0.11079162777168328,0.034943705402092164,0.02358261536699696,-0.03273918915616858,0.016504080962948427,0.02680625928331288,0.004200079698429273,-0.017408462182249517
HALLMARK_COMPLEMENT,-0.04643084381941593,0.044647328028175275,0.013073198904723278,0.00529603149123045,0.07285436738373578,0.13194535701463858,-0.015509130675770888,-0.09485664893232677,0.005186389737036615,0.06447800713545403,0.012760899035177211,0.05405887205193941,0.05805029614296256
HALLMARK_DNA_REPAIR,-0.04348243203453253,0.020967258602251414,-0.013375590955139781,0.047210007473025145,0.1059373834982944,0.11062529183522608,0.13195887729038983,-0.039474866860531026,0.009459512129687654,0.05363580659283245,0.10148412605218518,0.03691019020387256,0.06199918940425477
HALLMARK_E2F_TARGETS,-0.021482305694998035,0.020081896178106986,0.012223453223369995,0.007225123972106728,0.0950391365169784,0.10822542639158404,0.11264956032018637,-0.06518676641298843,0.023273598262760334,0.03975234646424824,0.063302593868416,0.03661384369906887,0.06919497697497844
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08479928719374587,0.03107423126878813,0.04881501816205583,0.01739536216564876,0.10780380022227976,0.146186771954162,0.06857598653879104,-0.009379597797412861,-0.03300606217598955,-0.02803764423678212,-0.024280263744946233,-0.027042878489406067,-0.0014030245748614704
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05922524739335823,0.047085424023496365,0.04097467684321301,0.024149479747579194,0.010049609119049119,0.10731589044363408,0.020814075800905857,-0.015213614082040692,-0.018713779963564277,0.055803910547413134,0.06485571338820659,0.05935176758194205,0.037533874544569364
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03615613648151703,-0.002875760999229828,0.016131203013786788,0.042580977596737964,0.031284903919157156,-0.026766020814346685,0.05765258823881852,-0.03960093737602524,0.09772044693606076,0.0805301616066376,0.07864141002820743,-0.018005704745571713,0.04785158248508646
