,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07375055883107104,0.09561887524834148,0.056479585120910426,0.02016618064406855,0.051976002868647626,0.02879272160577796,-0.037455022344490205,0.06328793725069584,0.035040562904093485,0.18801431766698662,0.08098294189093454,0.21101721346576902,0.30879795811077854,0.01563000683117424,0.10050587640854666,0.018800422674920797,0.03777122280989959,0.15265302542073828
HALLMARK_ALLOGRAFT_REJECTION,-0.05251673664076478,0.09285265282736758,0.040605637831801475,0.06890777587813496,0.09975237829517032,-0.08874783626690246,-0.12628773037028815,0.01637133414051204,-0.05330158619915537,-0.40219885390223875,-0.1110609695791188,0.0456531500667794,0.16017412175426304,-0.04061142150425604,0.0553779042990875,0.022991011958781088,0.04718817667363637,-0.0023131661408752734
HALLMARK_ANDROGEN_RESPONSE,0.09665733850032329,0.035518755427191046,0.030123170259834034,0.034816484076662074,0.0825849100843961,-0.014661754623597015,-0.09634915880332423,-0.006496283226468561,0.019204780462308394,-0.17802131960007503,-0.09441533532087314,0.1588040019227525,0.2994638176218055,-0.04464110077086124,0.06054067735186697,0.08753610114680928,0.0034224727111874125,0.07435758696131547
HALLMARK_ANGIOGENESIS,-0.02814237314826023,-0.20414158631788398,-0.01588183364669081,-0.007378731060790965,-0.017035736183720455,-0.05827680906882787,-0.1399232489137189,-0.12422389678097448,0.010232753391886024,-0.4015698142624829,-0.2890048148434065,-0.029005315462910342,-0.13962670488634,-0.07747991736252301,0.01996484769015678,-0.041983838834075735,-0.04407647405222649,-0.08535970382218303
HALLMARK_APICAL_JUNCTION,0.09554682912136371,0.09015766718471446,0.051436217415794155,0.030520200862482173,0.040903567305174006,-0.0031096532579395863,-0.07866605590816463,-0.05997256914294326,0.04928052585246583,0.043542822903684796,-0.17855438670013601,0.18292633735101999,0.3019492839600325,-0.008121765318514506,0.1557667974279636,0.05937462942357282,0.010411175726112394,0.23400557714386883
HALLMARK_APICAL_SURFACE,0.040199526702745486,0.16351312651986327,0.055840202493931686,0.025288445388834284,0.032726564016511125,0.028714999540760282,0.17379347034913994,0.0849193634191986,0.11954472756995539,0.31826509899529193,-0.08117108137506458,0.2025264658200919,0.29482940837084487,0.041132632587996404,0.06479548011219513,0.07812997270014048,0.014045269782440487,0.20045326268511035
HALLMARK_APOPTOSIS,-0.00422860221570419,0.005324214924626653,-0.019194528038029617,0.03508203750933065,0.0086409462109781,0.02004391664030327,0.006407690552742693,-0.07785590591779,0.026659591852105896,-0.10903088007570966,0.1646053434016917,-0.06405463035153945,-0.07664810453701029,0.03989847092035397,-0.0493164135876564,0.005245531334838808,0.027998811991035467,0.11979360614957443
HALLMARK_BILE_ACID_METABOLISM,0.058970776370919145,0.027622407915826385,0.03903435502794714,-0.013280386831976911,0.052737924936329776,0.05294975798728204,-0.14099377198120358,-0.04256767414473414,-0.09139361784968746,-0.054919572007153604,-0.11923287982166977,0.09966580332223086,0.288858075381241,0.014323520173672114,0.06048927078378157,-0.023550431167520005,0.07444062629527039,0.03505337803504024
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08995355281854063,-0.006486569548898398,0.027697080861126717,0.016743173576571707,0.06403383800379558,0.0261869242018966,-0.08932940408461211,-0.07895282128797762,0.0006995787557134715,-0.2824696825985508,-0.22724026259484437,0.2295204924482749,0.3042001869351618,-0.01903862228936555,0.036804378597501186,0.035612906979603794,0.005737181549755706,0.08331230696355706
HALLMARK_COAGULATION,-0.05875155777070987,0.0024001071648048927,0.005890828903551958,-0.012991146385699676,0.07768919631172007,-0.035767087904880354,-0.1291484916217352,-0.02717540493650728,-0.052096987054315966,-0.44698058615082736,-0.14625519503803547,0.16294131055501643,0.19882805232792147,0.014233053220271392,-0.06399649308268864,-0.015827706269057253,0.014582528296177401,-0.11862135102159364
HALLMARK_COMPLEMENT,-0.002768690871043973,0.12997518954111648,0.002666613964617482,0.01234280885430747,0.07970268060318327,-0.03788591625773177,-0.06314868051037355,-0.06434706651955044,0.018130741849171576,-0.26470457163898925,0.029730828492061132,0.16839451949864978,0.20775280375475333,-0.00747100854660343,0.13653046857443474,0.09893140186326645,0.04620997692871285,0.2324043306092912
HALLMARK_DNA_REPAIR,0.10233731750584932,0.11388005937943466,0.0441786240548567,0.03423915332183046,0.03527788848625296,-0.027908671999008726,-0.08659777997244322,0.00916461647783152,0.05442469764448011,0.23289102748281476,-0.13475093209344585,0.20217245329089198,0.336348244378801,0.013024659455329138,0.19673658701163546,0.08732314130164982,0.036630227315049634,0.26055472602342966
HALLMARK_E2F_TARGETS,0.09733308066059854,0.15776279290298376,0.06439444551843562,0.025454734921371562,0.03345496040269991,-0.034144432163447536,-0.11622536253716384,-0.06457909535994044,0.03689530024158886,0.29709839510355923,-0.16686868624552645,0.10542047699264426,0.22871881355491236,0.015707006024800758,0.09037578644019241,0.026158978946936265,-0.002947799404457628,0.10572091116943168
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07112513025371231,-0.15904098893597543,-0.04152976373513507,-0.003783911417353535,-0.027334754931641676,-0.06517960222999271,-0.08976604960796747,-0.11177173460788896,-0.036063805707623686,-0.3363622494840807,-0.26483609448218765,-0.08898913607030691,-0.09578595302908874,0.005148435553155717,-0.017132635401155803,-0.031867166526894995,-0.038932175545585396,0.07774177246423866
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0527343862622058,0.06836312760259312,0.03631294364326248,0.016359670807211124,0.10240630318663889,0.006989973857784303,-0.05053427492357952,0.01244826162725589,0.00092185915925912,0.3633660667736856,0.2522401976332459,0.1793517792561057,0.17545991538350836,-0.012942999135244493,0.15991583003919924,0.06776061739522346,0.020251777590227588,0.23001050462717731
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01966775231360159,0.14264422385417583,0.042143936793483584,-0.040720007332689157,0.019549571620377446,0.06477864117012672,0.10745028751183862,0.0006375986457625954,-0.0235259639929027,-0.1084482237872234,-0.1681473976889853,0.20625730187445157,0.293680463128434,0.06551730351047269,0.0416840402054818,0.027677166149638385,0.022197420188155754,0.07855326550862135
HALLMARK_FATTY_ACID_METABOLISM,0.04420962707306231,-0.016503419113195226,0.07388215945309584,-0.011092721648651351,0.06124398009253703,0.03525139301378309,-0.06184234076711901,-0.08582976351085483,0.026014165972248725,0.084629480040108,0.15710193879820514,0.008928506178256024,0.014788848824789631,-0.005015472951040359,0.044283408410181885,0.010330150951014862,0.023820658583942684,0.13378309238577857
HALLMARK_G2M_CHECKPOINT,0.07803074276320388,0.017278415915366045,0.04149686317763135,-0.004664668091550486,0.053566802396536356,-0.03573202883322831,-0.12628085826485877,-0.0516604723382131,0.0032136412258142923,-0.04379934659507744,-0.2491148318677014,0.12576871115216504,0.1654020295595906,-0.017940787828548327,0.09228951017166516,-0.0020424542958356363,-0.06749035733358742,0.17954884353780945
HALLMARK_GLYCOLYSIS,0.07805270353980964,0.04110387197049357,0.03737801678343369,0.010344490222241688,0.009922011354374856,0.025290807704840015,-0.03995248716438551,0.023680861177794967,0.11135102188034936,0.39451667500757814,-0.01764520510594463,0.13353321782316446,0.24153123466221063,0.015039799866731842,0.11133847400413865,0.0359523415286965,0.03533227596082673,0.22144303313224262
HALLMARK_HEDGEHOG_SIGNALING,0.08562704090893158,0.19043757491701466,0.08101701689858758,0.014641061963491303,0.017272202832781403,0.07380165624394157,0.15406221264331213,0.09561684553223188,0.0700120588885006,0.46906307872468306,0.2611823944931683,0.15881337226450098,0.18015599558957077,-0.007658955627242073,0.14892516750704962,0.002281942981332308,0.07559953154896348,0.1783875413033149
HALLMARK_HEME_METABOLISM,0.04661209563930282,0.09149844033058281,0.07911699783273617,0.0171848251386292,0.10140885246691413,0.05241758222966032,-0.04007707411466402,0.041546483317489065,0.021213333534285873,0.23142915303394185,-0.0466020248455694,0.22637284213900943,0.3033388152545637,0.01907547974984346,0.11352139374346205,-0.00813957262276782,0.05219822429779746,0.18726849088973166
HALLMARK_HYPOXIA,0.024484598413656505,-0.21628918506170486,-0.037774373191001666,-0.004614579527544236,-0.03205662620941759,-0.00943684789807062,0.13418678852281216,-0.08995870867377664,0.01959231351744055,-0.05283811338139623,-0.21589893421850337,-0.07013606287970849,-0.1569189555167566,-0.005417383483883125,-0.08684118690533482,-0.003556827627199631,-0.08021510208254913,0.1815732079205883
HALLMARK_IL2_STAT5_SIGNALING,0.0378884480709128,0.045269763643572686,0.06242417466716093,0.026818918700875927,0.08526851498383338,-0.011295586822728668,-0.08159958859290603,-0.00325680977496728,0.0690479418511291,-0.0820751280557005,0.031016749796380385,0.18515804684605075,0.2394221206935401,0.052413406773542344,0.07733534551145378,0.0007650036997665636,-0.010407701095890592,0.0552952856537429
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04822561911875386,-0.18673068876754265,-0.03753908777559323,0.027594145937565304,-0.004911818530252712,-0.010647709051984353,-0.12843701265197144,-0.13556769965535126,-0.008065424602234032,-0.38258389397836823,-0.23889292318132715,0.11832846148049038,0.17270190889512463,0.06333091013708057,-0.028651269755248,0.02240555466520802,-0.0794495721609986,-0.0812253467021527
