,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.054615073168605685,-0.044374302677132764,0.08968457960293477
HALLMARK_ALLOGRAFT_REJECTION,0.058517730167989654,-0.0023952315891728427,0.0724779600682421
HALLMARK_ANDROGEN_RESPONSE,0.07209702157899418,-0.02196242366008378,0.06492929790218256
HALLMARK_ANGIOGENESIS,-0.053678780528163925,-0.1007044733650797,-0.0898016120523644
HALLMARK_APICAL_JUNCTION,-0.05417607065194907,-0.029130573681353415,0.04350088766328508
HALLMARK_APICAL_SURFACE,0.07378137998200177,-0.0016840483011012972,0.017959958073801983
HALLMARK_APOPTOSIS,0.010027396831466261,-0.02894664603167673,0.06367259168679623
HALLMARK_BILE_ACID_METABOLISM,0.008513785244858506,-0.06649464536150891,0.11312163456843344
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005776724871484024,0.028811310941789025,0.08839936387834169
HALLMARK_COAGULATION,-0.041696623464889074,-0.05827614805279942,0.06748748981338763
HALLMARK_COMPLEMENT,0.02631776698235824,-0.03918931781594062,0.07382254685811147
HALLMARK_DNA_REPAIR,0.059955470408285305,0.004430231893435108,0.09369155002700888
HALLMARK_E2F_TARGETS,0.01345080362816143,-0.09074424073832286,0.06978917520213056
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07446095625102594,-0.11164536081784064,0.009446640452421905
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01518938547216549,-0.06858953155176685,0.06739839039109057
HALLMARK_ESTROGEN_RESPONSE_LATE,0.017843679931682437,-0.03237504981122566,0.10008566024832234
HALLMARK_FATTY_ACID_METABOLISM,-0.06793611377812238,0.0003813040064702549,0.062096384282062246
HALLMARK_G2M_CHECKPOINT,0.08600420410758089,-0.03732131740308422,0.07531850301684159
HALLMARK_GLYCOLYSIS,-0.05119971176200865,-0.021035376119946003,0.07708514550996755
HALLMARK_HEDGEHOG_SIGNALING,0.07651153542006006,-0.07082183210857869,0.04102917135739365
HALLMARK_HEME_METABOLISM,0.006843869146498748,-0.01759787788324002,0.08413764767276925
HALLMARK_HYPOXIA,-0.04416679668374511,-0.06686276702571625,0.04962107666222062
HALLMARK_IL2_STAT5_SIGNALING,0.026182073598847347,-0.001293359010541585,0.0658808622731438
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011195523193537534,-0.008748375825513384,0.08940691618834944
HALLMARK_INFLAMMATORY_RESPONSE,0.06699123662350374,-0.11856942006654908,0.0017169843272541842
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08739507165633828,0.09671908980383956,0.09997896165184574
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04943892215306875,-0.12837975723073727,0.10462990867136968
HALLMARK_KRAS_SIGNALING_DN,-0.029418155513721397,-0.027220588187891782,0.12223133607230888
HALLMARK_KRAS_SIGNALING_UP,0.06735691826545154,-0.05333934728529172,0.08338470278856203
HALLMARK_MITOTIC_SPINDLE,0.051035247814680315,-0.027002726199420755,0.07452535756696278
HALLMARK_MTORC1_SIGNALING,-0.08183961574809459,-0.06230603628872267,0.053350729560953894
HALLMARK_MYC_TARGETS_V1,0.06653627810767052,0.008197095708095434,0.07147885404416725
HALLMARK_MYC_TARGETS_V2,-0.02941944111729378,0.00400364042577211,0.019837219241509163
HALLMARK_MYOGENESIS,0.03487652761670867,-0.03177401654429785,0.06181825638763427
HALLMARK_NOTCH_SIGNALING,-0.027815712867370262,-0.04043881088384689,0.0705963505786038
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07931517761715909,0.06909387437670265,0.1033584165143259
HALLMARK_P53_PATHWAY,0.048214529899164214,0.012172784132252723,0.08014144922802453
HALLMARK_PANCREAS_BETA_CELLS,0.09289286202369815,-0.03868569526331402,0.08050884619518855
HALLMARK_PEROXISOME,0.051344072601862384,0.018386429289355702,0.07990631866087383
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0318144065271654,-0.024732137053854727,0.07781981261823928
HALLMARK_PROTEIN_SECRETION,0.00944026997417547,-0.04617552976991222,0.07395307063516908
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01770775845721515,0.14492768465580969,0.06978027267181323
HALLMARK_SPERMATOGENESIS,0.021459305197990376,0.05637263957410325,0.0980513900699771
HALLMARK_TGF_BETA_SIGNALING,0.05014854422171201,-0.07482066981295316,0.020100284482884066
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.027294410986539636,-0.08311508925907095,0.04495944660631587
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.031854954878549196,-0.0294468275852714,0.07227859609606657
HALLMARK_UV_RESPONSE_DN,0.012301577712158339,-0.07548447005511345,0.04306498650769777
HALLMARK_UV_RESPONSE_UP,0.021100341871485358,0.00014487258246515067,0.0704067060941993
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.008750211888928067,-0.0431161554694811,0.07272759163019646
HALLMARK_XENOBIOTIC_METABOLISM,0.05079629143454897,0.0017309257973917315,0.10323301354517884
