,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.2025971738643719,0.153748920151448,0.09241558661697365,0.10164269324403026,0.0007632473681444321,0.04258122841176303,0.028044982143987977,0.048247403782118364,0.03695296647492266,0.168357001098011,0.11695477133324261,0.0920292207399175,0.2497602633949634,0.30885810518160456,0.08007834853636805,0.18403219192158352,0.09576275840734995
HALLMARK_ALLOGRAFT_REJECTION,-0.22764396750582983,-0.05066864485049928,0.09798616957163145,0.0704101473948402,0.01837321566703529,-0.008228145493732976,0.1374907239746195,-0.02601769778966979,-0.04260538012003769,0.14853012947915867,0.10021295373085523,0.08170838769809972,0.09976625645372227,0.19282528031341642,0.05916245921947442,0.2870903167936023,0.04418048270130604
HALLMARK_ANDROGEN_RESPONSE,0.1791881565894639,0.12667702587591267,0.08306648148852595,0.05466488646312026,0.025384876129405175,0.03321282111982536,0.08823588754886594,-0.022128723053080297,0.027228928664960746,0.220954027548598,0.036711341730410636,0.11210165677951263,0.24774028523005476,0.28101972896669164,0.08136444208901535,0.29470961661914674,0.14735690933829906
HALLMARK_ANGIOGENESIS,-0.1982041962373854,0.012478667734583181,0.004755131237507198,0.07992492247596009,0.06018525170330139,-0.018437412000448558,0.16367305881380353,0.010893873165439978,0.0037874587543904863,-0.08816152463956538,-0.12332352728068395,-0.06882946446703253,0.0071656809932275824,-0.16656606192936,0.015890017440240028,0.17077083695300557,0.12038052200439017
HALLMARK_APICAL_JUNCTION,0.29417144822246233,0.19885411685595641,0.10905468708879427,0.13856466933216896,-0.013499648765168189,0.07428781888242607,0.1486467899571537,-0.034033245411106694,0.015410250294998411,0.20465446674499396,0.10818936469198223,0.12843726855744672,0.2673203391300655,0.32784649389818404,0.0903429782308991,0.3807687304438345,0.1446802376460507
HALLMARK_APICAL_SURFACE,0.22767227022526274,0.1185120152745948,0.07660733860605819,0.09416825432612112,0.005373359962967869,0.01804007814400576,-0.06343311563935623,0.04461757161938663,0.012603218054767542,0.17625690644140346,0.1740282324313956,0.10376190277727856,0.26618163267218276,0.2817032994888987,0.05147543122987325,0.33500418419562117,0.17808732824820037
HALLMARK_APOPTOSIS,0.0022334253026308902,0.11591388839144753,0.039110693783234826,-0.07591398232496022,0.017427752297890065,0.022935533869392587,-0.06051507077728168,-0.0015614080378182702,-0.016277609662849447,-0.014066903678518471,-0.0037064515090928177,0.05360530167943067,-0.02676565004552087,-0.09565235251445717,0.0018971897415498789,0.10937894075473324,0.057749058658593685
HALLMARK_BILE_ACID_METABOLISM,0.26410184290132166,0.16539247282674632,0.05757163769071589,0.049704870578338785,-0.003074998305484127,-0.0006563879049980697,0.08935687691597927,0.007034241157018441,-0.005121012315616811,0.042661934590192796,0.07238547031134367,0.037911726589276856,0.20964879140063247,0.2544961684806346,0.028232053971072264,0.013218265585726795,0.14705588505800812
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1827643199066666,0.12770175635473408,0.008095491330179406,0.10935355224439255,0.009637067340486,0.0020509851302621842,0.11018449474462864,0.013513952669874582,0.009445322084601825,0.17866643987925548,0.10063658249624355,0.07527665149520645,0.2657429296153333,0.3141211001622505,0.0561505224493052,0.03255825324958826,0.13461711159598438
HALLMARK_COAGULATION,-0.27834115810039806,0.18289454492545332,0.11072681049134801,0.042535150494801395,0.019611363191387853,0.05386428464873913,0.1324145090871603,0.016781188881606502,-0.03423596854271016,0.12019271170993319,0.10522440304634444,0.18252052743456396,0.2065600348531434,0.19767868523660734,0.01959524748346134,0.37430205067344846,0.1062413506046756
