,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06719750536813782,0.03378870982231711,0.00891292574980676,0.1193653604273869,0.05249757868081195,0.027389858238043775,0.02881104513080635,0.08270227645743866,0.13785917851006235,0.06523080485059984,0.0316978842579579,0.10827552328888622,0.04305770754021735
HALLMARK_ALLOGRAFT_REJECTION,-0.05510201806213834,0.034220271748309355,0.08616835940053633,0.1130978155751522,0.07112735580856308,0.029237906178748215,0.09810520689946695,0.08601393299892521,0.10257141353824967,0.03880234112857443,0.037737484952247546,0.02157422993205327,-0.03153012532397719
HALLMARK_ANDROGEN_RESPONSE,0.05466124619137686,-0.014182982807937686,0.015093795667918321,0.10762918686485046,0.05085502346664357,-0.04231255266710517,0.02396993496676014,0.017135678213336312,0.10416652748236357,0.04826643276092282,0.03244351463554884,-0.006211108024943467,-0.007679469557157425
HALLMARK_ANGIOGENESIS,-0.008185435573501338,-0.0030262128799300137,0.06589805456083998,0.1626018908828946,-0.00536611151542995,0.07842524142245737,-0.03529353135175893,-0.01739814158918693,-0.07043024241550547,-0.03878860371564409,-0.021175718008625753,-0.1774009848274505,-0.05461226229881421
HALLMARK_APICAL_JUNCTION,0.03761135345671953,0.04139124791525005,0.07508154680235458,0.14746760294216546,0.07804140080104341,0.028849890461876054,0.016607376819467074,0.0922770655529002,0.09034031057292531,0.08311830125345507,0.04094352322190724,0.027531875191200997,0.04392564677591245
HALLMARK_APICAL_SURFACE,0.006581857639345226,-0.011222789422652526,-0.0023049718503151844,-0.05636362109041884,0.08590892108454495,-0.032654030753827355,-0.012594825609994881,-0.08990484206880962,0.13929523952718192,0.1194530839070311,-0.007229197669153171,-0.0348697064509184,-0.012368504983608308
HALLMARK_APOPTOSIS,-0.02066169713034219,-0.03222891398392136,0.08058545900279017,0.04023567301021969,0.046779258618484046,0.025744200087881693,-0.008603604823614393,0.0036530905857797566,0.07902177391843547,0.00021218724991019534,0.01660794801513717,0.028809480456631002,-0.03662312393902047
HALLMARK_BILE_ACID_METABOLISM,0.03492460851816829,-0.001864940931825247,0.026469551188339734,0.1425582416960334,0.03504571980737808,0.007884856797462739,0.049956533454302024,0.08081268997211206,0.061527379682578286,0.05883382415205475,0.023585226668092537,0.17759701968086888,0.09081250093924788
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0760076265810209,0.07307336504204165,0.032084766216789275,0.06292097513529207,-0.01594263114182529,0.03913556446815512,0.06808711578674743,0.0464430876130055,0.12545116741647638,0.06580928095278665,0.05275702893707742,0.09898951643634758,0.10195251034369676
HALLMARK_COAGULATION,0.05828884826091144,0.06172773352456474,0.08114830088676181,0.12526394019815523,0.054086837563225625,0.030660364561789152,-0.014509060439090287,0.07622493163750639,0.15416931045275598,0.07113058265409866,0.06751103817440772,-0.017705714145249317,-0.01168421823281311
HALLMARK_COMPLEMENT,0.002156130925170133,0.009639637785341184,0.048141689769824254,0.13517440605164627,-0.0006562553484052606,0.0475553287772098,0.06156727999496129,0.1287316446386877,0.12582853274380126,0.06562630029892241,0.058785581717839056,0.09202612936723283,0.04492349706856509
HALLMARK_DNA_REPAIR,0.03843170552908873,0.008510144215530223,0.02801780476222472,0.15091821620135382,0.06641920095421863,0.044982996181289446,0.07958163285198003,0.04126348676698996,0.138424071800235,0.07833989977617928,0.04872378251499398,0.15931884283843475,0.1337009377565459
HALLMARK_E2F_TARGETS,0.07377815889603676,-0.0027871030110062514,0.005990963934332619,0.1507989503806711,0.07841154942115493,0.01910035849323883,0.04492451600358508,0.04846785904092315,0.07503156589289428,0.03627664511778703,0.02839924828705207,0.13353499856702122,0.10328383262589642
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04531904859020853,-0.010141182116089973,0.05012339531988239,0.15779990327387702,-0.027698369481608406,0.06214269638315517,-0.040377360400165596,0.12455065606521588,0.11993423445122914,0.02509432613217908,0.06823760932688762,-0.07345901136429514,-0.017290589645118617
