,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.008987488259712927,0.01341606920838197,-0.026036766445101573,0.17576771650964984,-0.06734706807367162,0.047346822514483904,-0.04867111338075066,-0.10842124058167978,0.024099003456857334,0.10803019042071141,-0.02345366819038199,0.13554707611353475,0.0998400800671604
HALLMARK_ALLOGRAFT_REJECTION,-0.028979113534545953,-0.015356233722776032,0.008479173801649496,0.18592760763917981,-0.10793989611253241,0.021644420712616227,-0.03921043810666498,-0.17661529846076357,0.03644458331705804,0.1216918442971893,0.027973359132400368,0.10076158968906106,-0.012807162163691672
HALLMARK_ANDROGEN_RESPONSE,0.015207442620499093,0.10758575533968263,-0.028078106891117182,0.1537633040903686,-0.05098645007811354,0.0428699042478446,0.044361040735706646,-0.008309745466671728,0.021666322340887945,0.0797915444056675,-0.014804624506170726,0.0755248603354804,0.1484253682535927
HALLMARK_ANGIOGENESIS,0.04841013629500807,0.10228184025458585,0.01760579212392348,0.2041638485165548,0.06533901400927489,0.045248165587566946,0.033302062957676064,-0.03945655295331921,-0.005132948459302409,-0.08134536110004932,-0.03424522664638284,-0.11551502674469581,0.10272367179671275
HALLMARK_APICAL_JUNCTION,0.001958594774815759,0.008296240931727988,0.014490923911397443,0.224023738166575,-0.011035628446159847,0.07375252794382788,-0.03942052617518783,-0.1052367270498175,0.023302146048151545,0.08274227035022264,-0.02056439314462526,0.12979348542011485,0.1276001924420527
HALLMARK_APICAL_SURFACE,-0.005743358265329559,-0.054104706831526454,0.014308883336289643,-0.0248265390258581,-0.14450140828573774,-0.06848461991207948,-0.013299673916965418,-0.21996206998879972,-0.03489582947840366,0.08371559754859134,-0.017927624470573066,0.09536455260390614,0.08602072613467969
HALLMARK_APOPTOSIS,-0.021394092174648226,0.01378406361331334,-0.025556739021046635,0.07485255939492833,0.025061446350475886,-0.017667911129646982,-0.011602017009036503,-0.0004887599108210291,0.011121338088440088,-0.010016015066604947,-0.017431964323408707,0.04509097054329719,0.02279843481834911
HALLMARK_BILE_ACID_METABOLISM,-0.03637527526641829,-0.0307383700765988,-0.0061205185392399055,0.22033742059339947,-0.07064602590689971,0.007302510473615641,-0.02092851984725878,-0.1156286312169896,-0.04519220664795038,0.07127822637036384,0.017271997102381767,0.14573789927334785,0.14710011389307906
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.018287445709931422,0.00471804880520488,0.0324356034094076,0.09159638766747723,0.057912425004476444,0.036004484728949536,-0.02071781270734118,0.020718739234114887,0.02587604034649914,0.1050677624872723,-0.02655677024698778,0.09285504278217968,0.1276199288510225
HALLMARK_COAGULATION,-0.003286671970161762,-0.04484634701250338,0.012682575431664145,0.18614111129782898,-0.09331995554827784,0.043780406116890484,0.009190768885805516,-0.2314591512299299,0.09905442734577176,0.09553978840468705,-0.021391683054783558,0.07864718084858505,0.029568851877906407
HALLMARK_COMPLEMENT,0.07669008860299978,-0.005472838972427756,0.026843848700058605,0.24240308180648557,-0.01882257650622403,0.028307454863152406,-0.0587715355775339,0.003052918266621347,0.06043991450159797,0.07358345853237681,0.010829537744828222,0.07632507255245226,0.023599912592155263
HALLMARK_DNA_REPAIR,0.0049494434949447375,0.1261068526632883,0.018427976918646297,0.20953260593049647,-0.07584404216700888,0.08821788776043664,-0.017350276989125495,-0.033603838764180355,0.019107569620223922,0.1042087551869657,-0.014192377200339487,0.17195961241361837,0.16865646515462576
HALLMARK_E2F_TARGETS,-0.01335142848322345,-0.02360193471552291,-0.029823666053780968,0.1686061159474585,-0.04850994694291055,0.03606905487029918,0.017455508929763205,-0.08018067350691027,-0.0356221266713497,0.06011059706784254,-0.012770141982360378,0.14454340105505584,0.16815375752981973
