,UKF248,UKF259,UKF275,UKF313,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08765499969698645,0.0392916330856273,0.009955445321727272,0.33062950070092534,0.0363741782711409,0.050549052105911124,0.07551900515609378
HALLMARK_ALLOGRAFT_REJECTION,0.1272741948293531,0.047033407206009174,0.036665995119999864,0.3643917951053804,0.0019530172439102924,0.09156169098010356,0.03388739309532602
HALLMARK_ANDROGEN_RESPONSE,0.09758687704664817,0.025473582852043833,-0.0018229769562864437,0.331132390076809,-0.01573204876645209,0.08150920965909463,0.04542704702022049
HALLMARK_ANGIOGENESIS,0.05084764259714703,0.0296236104876677,0.06323513557360526,-0.13058804056139844,-0.12319645999473536,0.02871610965345001,-0.004778256920624635
HALLMARK_APICAL_JUNCTION,0.12004444648954617,0.07465456173674928,0.062462238514096324,0.3733223085864018,0.002152094460352131,0.06895885465343662,0.0846910611469105
HALLMARK_APICAL_SURFACE,0.07715209307497543,0.06414812891032887,-0.028713941225491292,0.3516087199231972,-0.008368922057440232,0.07997524939057982,-0.011913570323749909
HALLMARK_APOPTOSIS,0.07382526296626109,0.06685612274366218,0.017252709440722828,-0.0008762165638560068,-0.041799325713055016,0.08236746771046721,0.0735387407988619
HALLMARK_BILE_ACID_METABOLISM,0.0003581745847482426,0.002274806414592298,0.028976890496487724,0.14806638920846632,0.045875961248459635,0.09808275088323735,0.04638524827267065
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05175310244153257,0.07089563926173595,0.0865630496640066,0.353032853995776,0.02420984150992244,0.018033593975758933,0.06449378385541933
HALLMARK_COAGULATION,0.14718626183226347,0.04354124875474652,0.058116693456782324,0.20690930324260753,-0.0625140214547882,0.09963284483599258,0.05863875018442964
HALLMARK_COMPLEMENT,0.0027225736234293106,0.0453488542652655,0.05069866573111331,0.3282723672200788,-0.011332960613352056,0.0822690599437746,-0.02332860943740104
HALLMARK_DNA_REPAIR,0.05567830247761128,0.08128894058383582,0.051494971201197295,0.398521634126588,0.05394369716037766,0.05688683255681122,0.08468350193013237
HALLMARK_E2F_TARGETS,0.03413943620536663,0.06943579079422824,0.039459467256974856,0.31914351073853026,0.06769126624916272,0.03196288515393543,0.10412758933997351
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12990155918037366,0.033149792156097965,0.046090026947070414,-0.07620648783588632,-0.07893037282283363,0.11003743268296413,0.06656369948734195
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02856467836265968,0.03231178706033728,-0.031211974022663926,-0.20138714917459602,0.05310395947079421,0.06529591459301136,0.06681682961962845
