,MGH258,UKF243,UKF248,UKF255,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07814257310371377,0.24506329258942755,0.08040479967022589,0.06188779367331681,-0.0425263182769808,0.007158923098870756,0.021619497646266514,0.11566638437053679
HALLMARK_ALLOGRAFT_REJECTION,0.1276059073295418,0.08912218281510673,0.16576276826670092,-0.0010653563960722732,0.02146830812409067,0.035232813640021565,0.03204314410200149,0.07554363518623437
HALLMARK_ANDROGEN_RESPONSE,-0.03651684658402778,0.23843254233108088,0.19084302736992131,0.0690254667417918,0.04359299010019424,-0.001171186686242029,0.06594186118473667,0.20651084380517362
HALLMARK_ANGIOGENESIS,0.14340938468932962,0.1647231343057927,0.21713268194610308,-0.03462418700121299,0.03349447749438722,0.05926666072268451,-0.015117378981106001,0.20427236259229237
HALLMARK_APICAL_JUNCTION,-0.09505171844033758,0.28586196949203885,0.13810091100281827,0.0837047924632361,-0.010861506866546734,0.06815698285104758,0.026335467253191608,0.13973020061779057
HALLMARK_APICAL_SURFACE,-0.15612970855701513,0.26525482054485233,0.02061135602745777,0.013015915296464372,-0.08013345761744074,0.010945379331037858,0.0670960431707692,0.13073721125480992
HALLMARK_APOPTOSIS,-0.025603830130653926,-0.005147635701824548,0.14755052733172264,0.015778298644837378,-0.1121996332425205,0.03892762612909003,0.018028353747951257,-0.0053393372632573755
HALLMARK_BILE_ACID_METABOLISM,-0.08968315021947403,0.3186395324993253,-0.08537756558185008,0.002767282067472186,-0.012898181186482659,-0.05603213210934067,-0.0027208918752212354,0.1385809410133627
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026490035630591807,0.32157257499896064,-0.06935286473139461,0.036039717888120416,-0.003108444464952933,0.022758884589571947,0.04797088989275856,0.13750582902461558
HALLMARK_COAGULATION,0.08788189319933194,0.15724326543883424,0.2168793653212471,0.024985413216825566,-0.01360162096798947,0.06239679939989773,0.044266399854627436,0.05565235199870231
HALLMARK_COMPLEMENT,0.09506581199339,0.08964354557508185,0.17024733218859475,0.020644383447174813,0.01125914088702879,0.04195379031056905,0.03682391576405106,0.10553847659447964
HALLMARK_DNA_REPAIR,0.029457150133024555,0.27396765221568564,0.05839596028009593,0.04958381519151878,0.09751657168884532,0.0330795619819105,0.03245883166860117,0.15915495022508672
HALLMARK_E2F_TARGETS,0.013118596421331367,0.29818722874834613,-0.04660238081449936,0.04769445756473785,0.053535337367270536,0.02120052551649871,0.028820909912124194,0.12602284929759744
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02021503384586689,0.16471505306659776,0.3042725517437073,0.02650667064652454,-0.054833398162614524,0.10363623693839656,0.007585807220621984,0.1311498292683537
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.025275312353086374,0.11006920946972223,0.08778448792125233,0.046177191223442014,-0.007877503549835825,0.018094626883284906,0.03219359728586571,0.1555840017039297
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1070645687764673,0.257314335710279,0.035441396934932486,0.03986997226692562,0.08848826231263862,0.08686865311963705,0.012450775046114294,0.0007875873527949852
HALLMARK_FATTY_ACID_METABOLISM,0.062144221379977195,0.11496151064594035,0.13303405133492718,0.04974865895420074,0.05469165078439711,-0.00481279872106836,-0.001064207583543378,0.11680830274755051
HALLMARK_G2M_CHECKPOINT,-0.023895193609938116,0.20827337598874113,-0.0014190817982331452,0.02091696483847139,-0.04864256212486081,-0.004311055097956751,0.04010511405128156,0.2201961328478502
HALLMARK_GLYCOLYSIS,-0.06171435899937441,0.131809585382607,0.11014768292527945,0.09064238269642291,0.04196035778319072,0.05699926531044008,0.03809261111952204,0.18887292132438233
HALLMARK_HEDGEHOG_SIGNALING,0.07308825086006937,0.02316491065180359,-0.014211516353360145,0.06569810815172783,0.1147402345765036,0.10406959545973335,0.05298192609998247,0.08294588376015122
HALLMARK_HEME_METABOLISM,-0.024542679916678446,0.27247203263816794,0.19618834631852042,0.12200887798014164,0.09085444491262643,0.02704279156075439,0.023700354992451513,0.09141108884278032
HALLMARK_HYPOXIA,-0.12519802469178484,-0.18905301022024157,-0.01256926628706325,0.007011207785943781,0.0716799723311872,0.08435856826538356,-0.04902204079145391,0.07685635999610459
HALLMARK_IL2_STAT5_SIGNALING,0.03686187927398276,0.09939806511128632,0.2467619962207427,0.05500661330955379,-0.008601617260124057,-0.01744596788172577,0.042089581756199,0.18362945472217548
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.09278471926086111,0.15799466301913223,0.33018813541851466,0.02546209650673216,0.07856422690782007,0.015000733875439917,0.06538016314547196,0.2527135491881877
HALLMARK_INFLAMMATORY_RESPONSE,0.00924732951986982,0.15200512645794967,0.16913832054624867,0.005023555619776209,0.07284537151905085,-0.04933684049286709,-0.00385918868043657,0.16131648668057466
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.17613909909836728,0.2785836879434551,0.14213830439335506,0.03444323901032491,0.0807945205223051,-0.04890696203745966,0.0033901849601303716,0.13200771689739318
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08825660907101067,0.21943795626580542,0.28672406447037097,-0.0199794538209202,0.018879050558399703,0.047619367747967586,0.05418349579903377,0.1865744914940563
HALLMARK_KRAS_SIGNALING_DN,-0.12772901412491294,0.29686260034561773,-0.07865908023310321,0.050168621542253385,0.03962295263723634,0.0090877345880384,0.03147522807671628,0.02700219635000454
HALLMARK_KRAS_SIGNALING_UP,-0.14216536076081424,-0.005047793531553313,0.2757594648478254,0.013098836063855741,0.02430253069772395,0.04452346978864425,0.021154672427043355,0.09416581434903479
HALLMARK_MITOTIC_SPINDLE,-0.03950643426520165,0.22472131021998049,0.13807865602518113,0.07728231373329542,0.03508303739194664,0.015951496316570515,0.05196320789787014,0.14189653304392733
HALLMARK_MTORC1_SIGNALING,-0.04089238109409421,0.043195724979382524,0.03920393787522929,0.07399494684369466,0.007545668283456181,0.05761965630241719,0.06215814792425253,0.1693406168446117
HALLMARK_MYC_TARGETS_V1,0.08961711260048899,0.23560878722502265,-0.023126930199954192,0.0916803640803718,0.07541788413790075,0.011698699208116583,0.011549889126816882,0.18245783017202835
