,MGH258,UKF275,ZH1007inf,ZH1007nec
HALLMARK_ADIPOGENESIS,0.09926802820016192,-0.02288950676501753,0.17788123635282274,0.05953974899534271
HALLMARK_ALLOGRAFT_REJECTION,-0.02149096846109079,0.031726103223919645,0.1029970440697446,-0.06631837924571538
HALLMARK_ANDROGEN_RESPONSE,0.040305659926824416,-0.008965512116737713,0.1553506131007206,-0.049057432332447554
HALLMARK_ANGIOGENESIS,-0.0020942836855981336,-0.013972436153163131,0.07411735369003841,-0.025134312978943966
HALLMARK_APICAL_JUNCTION,0.061342504290042926,-0.00875025897968735,0.15850231255227146,0.048454670521191325
HALLMARK_APICAL_SURFACE,0.12743930920563476,0.06236164749536928,0.12924386067353694,0.08931441262048707
HALLMARK_APOPTOSIS,0.009215542688735555,-0.005617999617608555,0.05966152555628456,-0.020431875800683102
HALLMARK_BILE_ACID_METABOLISM,-0.014448193471106343,0.054793870611303745,0.019089199449826278,0.05029646972226601
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05426978560647561,-0.025831657639209984,0.09724315310963559,0.02501062591507401
HALLMARK_COAGULATION,0.03465767211822354,-0.03542535469229911,0.10564194399837913,0.06939694783543733
HALLMARK_COMPLEMENT,0.009944289652347404,0.03718225671378966,0.14773450666323887,0.0063049420057678844
HALLMARK_DNA_REPAIR,0.07363977467623256,0.06336857652866063,0.1521002181916867,0.039168339725883516
HALLMARK_E2F_TARGETS,0.03296709212267876,0.03285911350420192,0.07314565301254444,0.02931737788900958
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.050369379283808254,-0.014792590055926475,0.17898610330482081,-0.06540704777511885
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1230867857599583,-0.009614462530450871,0.09237958378322178,0.01906398759432823
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019922612770493044,0.09190097526828706,0.0255414360129722,0.1505631409983185
HALLMARK_FATTY_ACID_METABOLISM,0.051800618513650906,0.039840129288178976,0.15566138010312314,-0.02697169767773907
HALLMARK_G2M_CHECKPOINT,0.022845404151721406,0.02186236757901527,0.07963706492395707,-0.009725715522198813
HALLMARK_GLYCOLYSIS,0.043815828014534194,-0.00836991797201296,0.09661681487490949,-0.0004021247076505554
HALLMARK_HEDGEHOG_SIGNALING,-0.011553640551156147,0.0122205193684491,0.1368789970956865,0.003757733690431595
HALLMARK_HEME_METABOLISM,0.06573808098291883,0.0050354992952343506,0.1647150604347617,0.03569519968241138
HALLMARK_HYPOXIA,0.04225928825304599,-0.008884995680182563,0.1531484002155502,-0.13168020874748426
HALLMARK_IL2_STAT5_SIGNALING,0.04101856463241852,-0.07559875347200165,0.0796842597844266,0.0381692244599569
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.007548051414804637,0.051047623737258574,0.04075146593265825,-0.005244266708052685
HALLMARK_INFLAMMATORY_RESPONSE,0.03388005059713069,-0.025975606527313722,0.07436772198864756,-0.010190392512150334
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0015304784888241177,0.04888875123578024,0.060935525079938914,0.11900449195195353
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0010784232617244206,0.006915044906803786,0.1721476278419913,-0.04556770753041134
HALLMARK_KRAS_SIGNALING_DN,0.0017786037157381427,0.007905364940893958,0.0713835536987793,0.07486058290676821
HALLMARK_KRAS_SIGNALING_UP,0.05619745324088591,-0.017142804317041075,0.14581641630946918,-0.00789511457690673
HALLMARK_MITOTIC_SPINDLE,0.06989529033900184,0.02968644793123556,0.14004790703107903,0.01260619850963264
HALLMARK_MTORC1_SIGNALING,0.028316465598021714,0.0025712010547120044,0.11331242360095951,-0.11048695280363703
HALLMARK_MYC_TARGETS_V1,0.06155936898790103,0.04408564825964681,0.09922148015685112,0.029739165356813663
HALLMARK_MYC_TARGETS_V2,0.09751238322462785,0.020845459615450316,0.14760570220578365,-0.0010117715224620984
HALLMARK_MYOGENESIS,0.07598201646978926,0.002857616085912718,0.12436252628939949,0.03160698582132529
HALLMARK_NOTCH_SIGNALING,0.04246126079509605,0.03894589169430805,0.15476528217742172,0.07439426566596968
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07854757870455728,0.054418327383099895,0.09151395003402359,0.014681682831378452
HALLMARK_P53_PATHWAY,0.06008064166894852,0.002825528469160021,0.11074088943508818,0.015387334945765548
HALLMARK_PANCREAS_BETA_CELLS,0.030039181949740812,0.018671909065967822,0.08689378879244224,0.0829122705645267
HALLMARK_PEROXISOME,0.057340632003052484,-0.005611989708189532,0.14482629007052705,0.01817879888723141
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.017870345575611447,0.03723759326484508,0.1482344581333883,0.007932779596356323
HALLMARK_PROTEIN_SECRETION,0.07522644227163418,0.029074525268541904,0.15978087329032556,0.07595248372060776
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01230704684508357,0.046789659292017304,0.010360000919625563,0.025903691876238522
HALLMARK_SPERMATOGENESIS,0.09000587943902583,0.06399374805358196,0.08752330492244688,0.08224211671847032
HALLMARK_TGF_BETA_SIGNALING,0.019853895931847592,0.02377240953441665,0.10714722575546991,0.054910697854977174
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.02043650510590542,0.025297920177100787,0.09454543780770565,-0.08451631439282843
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09672250321867304,0.0065490098514284344,0.16024351253120495,0.010037180933034406
HALLMARK_UV_RESPONSE_DN,0.04064740890633717,0.00673901263030764,0.1469774073845527,0.027958156687130212
HALLMARK_UV_RESPONSE_UP,0.09725252408068427,0.06788401146949542,0.10663588994282268,0.0025860275853819203
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.052614342371314585,-0.008980542528098987,0.04565821101668937,0.013654278300843729
HALLMARK_XENOBIOTIC_METABOLISM,0.05486218207121152,0.007741731626208119,0.1573678226313438,0.061327156668330496
