,UKF243,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07510940610994779,-0.0010986924694180189,0.05777240947133628,-0.04338991193374755,0.020341684903196443,0.024096276677506318,0.1459306341821005,0.03917646794497721,0.04527873329487011,0.09381232776729104
HALLMARK_ALLOGRAFT_REJECTION,-0.01819906799617579,-0.01357007625198856,-0.04795832650395269,0.03601875609726355,0.029598251236071352,0.07338820104879541,0.005950023256383702,0.04116366814817072,0.008255184676753576,0.07777950324129244
HALLMARK_ANDROGEN_RESPONSE,0.07046049773547321,-0.020590916747614155,-0.009476390513696321,-0.0205847223061475,-0.01980416885917621,0.03978299627262538,0.08761213666217237,0.05999868614469912,0.0649543182353603,0.12483742064015646
HALLMARK_ANGIOGENESIS,-0.02725872063242899,0.031147132102785358,0.05487355670325178,-0.07015298426187794,0.030064628931552262,0.07475574355786706,0.048879696605030915,-0.04347442802117235,0.04546198510327625,-0.013117240006886549
HALLMARK_APICAL_JUNCTION,0.09404790388602673,-0.05438399077614318,0.03696304992980783,0.0011366517287234841,0.025472392383405543,0.05665485822549384,0.18889231891410702,0.030598336057642526,0.0738918777609692,0.09739262418887981
HALLMARK_APICAL_SURFACE,0.022655372574326045,-0.042013899178430104,0.00748453784670807,-0.0061550192339356775,0.016295939373944926,0.04246642190821287,0.11830264290558935,0.058569575094639385,0.027842422020913166,0.07300849561436883
HALLMARK_APOPTOSIS,0.03196970957422735,0.006842062254405485,0.024739439201862307,0.022460757510793888,-0.007613523389145468,-0.03387958018053288,0.032816614146638154,-0.0626106330583447,0.006903205441971715,0.11812289539968468
HALLMARK_BILE_ACID_METABOLISM,0.05178671001485736,-0.05709160602015019,0.04461774338130228,-0.03808494990496353,0.000955495992943605,-0.017640260476796208,0.0859059743893751,0.051566416282731,0.016606723329885942,0.09053714338959958
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09217893553655393,-0.04628994414641735,0.07104766656408487,0.013976298575499183,-0.0004317763788702665,0.006844154078287566,0.047853646552876494,0.07617604177970917,0.04990200765078681,0.09409282815491977
HALLMARK_COAGULATION,0.07524205634491284,-0.045400735549012805,0.0058258336331340746,-0.02277072615265784,0.041423913854119254,0.06642535177692666,0.14312019033404322,0.010907258351591806,0.006754355860279417,0.10089649471207515
HALLMARK_COMPLEMENT,0.044037145449129816,-0.022262268569569192,0.0650906457313536,-0.03135319619031523,0.005143583067358129,0.03985429514381607,0.10114987665555185,0.06950281296625423,0.05391527000240841,0.10224957760433293
HALLMARK_DNA_REPAIR,0.10639233119424787,-0.021021342853649448,-0.00473543944567935,-0.023028456361023377,0.013433429825089396,0.046525642825551994,0.10651317275119684,0.07775462757295858,0.06746085935220804,0.09556007723497723
HALLMARK_E2F_TARGETS,0.08279132658741231,-0.07931398175478152,0.02529105730620199,-0.03479051187730973,0.021551276766277105,0.0393478650319597,0.08982119999055736,0.08512874258172844,0.055734953604510126,0.048865327841147846
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09422299962257905,0.019535488776687704,0.04551504608582885,0.009351364596412847,0.00830398850372736,0.1099460847121349,0.11164481239492728,-0.019684755449860297,0.0334772957605839,0.08916272991195015
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012659731341857985,-0.018771913855896504,0.0004603969312214029,0.011896198945229844,0.0008107112962024564,-0.04415032735010379,0.05459721125461898,0.050036482727326706,0.05665872287909976,0.09358273979850591
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05211095731378628,0.000556215957839741,-0.018290698129361006,0.029675612232947218,0.004452696440227918,0.055575289543261054,0.09998772264880194,0.11179108375422918,0.06075268121913314,0.0915196581063606
HALLMARK_FATTY_ACID_METABOLISM,0.034498424458804466,-0.03233281349188913,0.03019919287927991,-0.00982634628067273,-0.006502494129478587,-0.04688486816547795,0.09939649388727835,0.08392390847143026,0.03385149366466887,0.0011925337002938869
HALLMARK_G2M_CHECKPOINT,0.04007180834738702,-0.00654867127569343,0.03088530045085856,0.04092501870074591,-0.002641667776376598,0.044346900867896236,0.01690352947242389,0.07069782864182352,0.0059309697598239584,0.039299524460973734
HALLMARK_GLYCOLYSIS,0.05915309180678148,0.026405750579476764,0.0026939704132505045,-0.006857134238767806,0.005515029652149226,-0.0010527914134615434,0.11400776377977401,0.09116826281374435,0.02216243353669633,0.09033314429395048
HALLMARK_HEDGEHOG_SIGNALING,0.03984022962682321,-0.03049162644368255,-0.05883543848329571,-0.005368063609565689,-0.015444265164056437,-0.05592373219076362,0.09479387569875172,0.009818421618236253,0.04097685447986863,0.052493473092202016
HALLMARK_HEME_METABOLISM,0.09826204391499616,-0.019522536823974607,-0.026071085392938124,-0.0038817826834845305,0.017861821203300418,0.00877126249142121,0.12204489959101583,0.09767580044255532,0.04310171680212827,0.10888109015675423
HALLMARK_HYPOXIA,0.015234161715839719,0.004082205085455557,0.05744647494922924,-0.0316155608232579,0.0002460093140177771,0.038736653869688595,0.003904499564744153,0.0275974684164119,-0.016151830771118973,0.024269797100772317
HALLMARK_IL2_STAT5_SIGNALING,0.012084531401489159,0.04903038397444618,0.08275571413872426,0.02091787517787735,0.027828872875600253,-0.010984401387459463,0.17943156574846864,0.0958947261855444,0.014545022450228736,0.08235131956356471
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04929209156575059,-0.045852911697446486,0.012304532167111653,-0.0076848948468647834,0.0015569360361184774,0.06047579310592234,0.06274073675025467,0.04717569239272251,0.02687006630308253,0.08317392593384465
HALLMARK_INFLAMMATORY_RESPONSE,0.049252613275330884,-0.014679142459947891,0.04012520295552422,-0.054846585442035786,0.0064951760231589314,-0.014953411764248924,0.13434697795659806,-0.009061688340992233,0.054009539359094486,0.10221700322545894
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07211248876831655,-0.01674524626843803,-0.029854094146312706,0.0028627139464248276,0.03665262363905308,-0.02578039730797312,0.11537367542863569,0.05817175367919178,-0.01487038850478771,0.09188068754332475
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12436866533274074,-0.015517499488665912,0.018012191205702206,0.0038275943889650643,0.005995837667601611,0.10847136749130845,0.19811104156840886,0.023594649905471245,0.06484421483837234,0.11251541768187787
HALLMARK_KRAS_SIGNALING_DN,-0.015289452516792791,-0.03313461295246236,0.015864064928289137,-0.04633724538801929,0.0034743496035591123,-0.05442874154738953,0.17695694502398648,0.06428442270667908,0.05806522765596563,0.09325601589314532
HALLMARK_KRAS_SIGNALING_UP,-0.06464914275430894,0.03308659106647567,-0.01896997881845828,0.007862433516087725,0.039106311409698516,-0.03853929021932607,0.10066140665762438,0.024366989249666418,0.05060515534142968,0.11598231635029567
HALLMARK_MITOTIC_SPINDLE,0.05637469594269344,-0.06227339165598334,0.043385079927565115,-0.006998549502342718,0.04832891517959371,-0.013541164867094963,0.16521564014548182,0.049530544904058636,0.08459891663117954,0.08592716921344358
