,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0027921485039457883,-0.024793638324932747,0.042552525089529766,0.10747190293308949,-0.010094129130715003,0.07786579142472394,-0.03563499142340796,0.05497576365090906,0.05692773890585103,0.08153651644455949,0.006280976071255236,0.02285746477163794
HALLMARK_ALLOGRAFT_REJECTION,-0.008370691853683871,0.016899335798271985,0.005289172568634657,0.048146643151187205,0.08662124042762798,0.08638333833263806,0.0010157906267943952,0.07202899967200896,0.005212222700081789,0.07645224979050448,-0.05444144564899554,-0.031403229304068955
HALLMARK_ANDROGEN_RESPONSE,0.042154391864753706,0.030258666591573436,0.06541246560082643,0.11140425720725103,0.08168390635325003,0.07152852774160302,0.032249913388444004,0.061642092719487375,0.10953580438588371,0.08239105741162076,-0.03812280253205473,0.03893999412121992
HALLMARK_ANGIOGENESIS,-0.010515048814583487,0.05290738715696203,-0.06292967695270484,0.06167031375742355,0.13136950178681375,0.00048315457820590234,0.03959258420452833,-0.10820758843146654,0.09726106404405264,0.12904689863225227,-0.04800010082735996,0.040729103766908
HALLMARK_APICAL_JUNCTION,0.013384322824398788,-0.03108026652592336,0.051743706848973156,0.12685133855831968,0.09846460599424026,0.038848419317829806,-0.02154155588377358,0.07323797955348343,0.0865223948509614,0.08601380022006207,0.014211461576731263,0.01688231264306921
HALLMARK_APICAL_SURFACE,-0.02190137794465203,0.050672348498164745,0.012154804594970576,0.055128661058299194,-0.10226737259822234,0.04288572967254787,0.011749665090962058,0.16295690770297808,0.06892148585704874,0.09165672321722168,-0.014087266385725633,0.07782162112349718
HALLMARK_APOPTOSIS,0.045260500868201714,-0.013771348336899247,0.0007437718643839788,-0.04890310259240008,0.038130012126098234,0.0021403148448967853,-0.038520876390644304,-0.09065381201571102,0.05586192542428915,0.11854724601306231,0.008728520451693788,-0.00407256783058044
HALLMARK_BILE_ACID_METABOLISM,-0.0022063866931168233,-0.03030395886722848,-0.03752348080080768,0.08317915423161315,0.08640271676557952,0.053070785499866935,0.0008162395179058049,0.10882952553105757,0.04558613326410953,0.07726047535662732,0.014890147447162935,0.02241242865442378
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01779339765833077,0.05031821562827059,0.014861819920053494,0.09787800543486569,0.0446391295776867,-0.03863720148369072,-0.0006608907758785724,0.10086968844624436,0.08012639183200049,0.038014075015241414,0.01693682042476561,-0.004217055938944604
HALLMARK_COAGULATION,-0.004235354566289199,0.00907787627491612,0.00043504788445900157,0.04163827410254173,0.08778926626918203,0.06247149154561276,0.06134971161750268,-0.011128369578002579,0.10614242854258757,0.17147739227825065,-0.028549078093691397,0.03316642287470503
HALLMARK_COMPLEMENT,0.03897450089139312,0.0034022846713056597,0.02381055059628974,0.07895714928441042,0.06511377423336054,0.048998808500947205,0.012416228494951172,0.05671476292572966,0.11629917726605496,0.0705538631404421,0.03738898748880233,0.009716953643545977
HALLMARK_DNA_REPAIR,0.017984170677364422,0.028799934938439967,0.046300301524969584,0.10631398936358519,0.054595490984801695,0.0714167268720243,-0.0035317016578211686,0.08772724834501651,0.05367763140847254,0.07069917291983645,0.029175901272068056,0.016957543773056073
HALLMARK_E2F_TARGETS,0.00576125231211401,-0.030584507543557665,0.022156637703112665,0.10309850772112304,0.07790865244880377,0.019806012346278084,0.05136816811099546,0.10276150596225922,0.09280828783682403,0.10740139162202295,0.010786088660324447,-0.020759173691305345
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028347519811153812,0.022811980291019572,-0.024745072720795718,0.07983777864529588,0.09490434707472761,-0.0046091738609452095,0.07362603591672759,-0.08023972539468192,0.1392734241937348,0.11462905232006115,-0.06667929077520696,0.0732728404770649
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01761042941435475,0.0592850942537798,0.02084724910083307,0.05356440740778838,0.011165456888700936,0.012593636331705097,0.06379958999224271,-0.0002725181990291244,0.15478986127802347,0.060078367150107684,0.03177942707087811,0.04882251786164386
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012660059165115338,-0.018911521075434527,-0.033423626254261936,0.05347978290156842,-0.09128396577808857,0.0646899405790067,-0.0221398217064318,0.02528908787256527,0.04718498580858062,0.08340072217581629,-0.021732245320882016,-0.02385658304531785
HALLMARK_FATTY_ACID_METABOLISM,0.03519089624700251,0.016686062382377687,-0.031924872879845564,0.016442769845639443,0.07100741737572168,0.024869962180630967,0.04921813890209852,0.04388139244471518,0.05125664203580632,-0.010457537408941163,0.034073878487484145,0.04140641300298196
HALLMARK_G2M_CHECKPOINT,-0.0038985956351380085,0.006714948012123805,0.03940102775465661,0.10374980290473217,0.10665772992991687,0.0668688423191879,-0.010199700189758375,0.05215385914716297,0.08856968471681138,0.07424506064789098,-0.020693023376387606,0.009159367037634501
HALLMARK_GLYCOLYSIS,0.06386953701063715,-0.025227243116484305,0.015392835550862965,0.10016048561177288,0.03706159844080473,0.06405180066645327,0.1031054938881846,-0.04303085435258951,0.14544059909406806,0.029164768934384983,-0.01681357482450261,0.031141899007085215
HALLMARK_HEDGEHOG_SIGNALING,-0.016118701792264312,-0.03710116985578642,0.039450315034386,-0.026006448219420726,-0.12233386789761004,0.06443399146950697,0.023798485069753655,0.0355080961493823,0.13640955313198605,0.06765262900014504,0.04322059828452414,0.08886393595726709
HALLMARK_HEME_METABOLISM,0.03837056782823995,0.012545155169142602,0.03356474810189852,0.09272788497482307,0.07884550321784005,0.06888525546901433,0.048918931988267966,0.028260710486120985,0.06517263017317303,0.05279465315908121,0.04712010728893766,0.08347133338366683
HALLMARK_HYPOXIA,0.045558685877364606,-0.027161888790914194,-0.0038104773345621706,0.00889757801075148,-0.051959788819217624,-0.03672877445953826,0.036570752605642846,-0.025123662958988602,0.06367037942216688,-0.059223550006124344,-0.029675112403599758,-0.0032539984763905847
HALLMARK_IL2_STAT5_SIGNALING,0.04175252293597618,-0.00013397715959369814,0.007496419091939295,0.08074010319467617,0.09679637788920312,0.000987280592097057,0.03468244826784605,-0.04379982965301833,0.1090989981321534,0.05504340781364674,-0.019449350507155513,0.04996843860211227
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03564458639305935,0.03450201674724885,-0.09887314958372813,0.09218812173700605,0.11034539981418115,0.023288297009944565,0.040896566584938635,0.08148050739120417,0.14649086021996477,0.11132241524329274,-0.0674541477708423,0.009052803865270435
HALLMARK_INFLAMMATORY_RESPONSE,0.04427460452305247,-0.06282267977865025,0.05198408901440741,0.01671045138566529,0.09101886993610109,-0.025239931107546836,-0.053042094826614754,0.0052395154028052485,0.12233309572057093,0.05996691117322638,0.017722856693234656,0.08642327254092805
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02799150463390572,0.00770214487029046,0.02507494809586972,0.07056483332979471,0.12774995666045474,0.07793866250068973,-0.021535415021653913,0.03114955721309022,0.04369844665006339,0.10725308018896608,-0.0027208761392427012,-0.009545614764747976
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0026622755471424685,0.009897642498032287,-0.0078300632271882,0.033080696550173816,0.12650522857231664,0.03386431910564505,-0.03571707858600757,0.01273962916807271,0.1336957695113536,0.15336240091777953,-0.04311230873845758,0.008689094145110645
