,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03225960190429339,-0.019962362363604963,0.040122216153809453,0.0669605256201496,0.16285252871536632,-0.030078076803848657,0.10009852572869517,0.032789953901118246,0.009882610372613189,0.031804322433606744,0.02598757906565607,-0.009811943327557813,0.051821393894928305,0.09917829588361038,0.048329155462682565,0.06743664485947597,0.1818406083466035,0.23944049542616963,0.04917985015971188,0.07145555190542925
HALLMARK_ALLOGRAFT_REJECTION,-0.02076362220648679,0.006506761687626628,0.05338680132413723,0.018242695165325912,0.12772527748385507,-0.0691444185308424,0.005042755768546952,0.06173176232270236,-0.028568965546064914,0.01428216664129629,-0.016210107039276018,-0.009373933941371605,0.06678358309378463,-0.05865638382241591,0.07773100909494321,0.09463315195075762,0.07383876747135806,0.1845946255943837,0.022917762159105497,0.03707993557105304
HALLMARK_ANDROGEN_RESPONSE,0.07170595400534237,-0.02163518162294364,0.046491548454440944,0.0552852414410696,0.05023997179498219,-0.045017277370551494,0.017244186528519622,0.08032113974611323,-0.020240509505013892,0.004076715897587005,0.033738846097705284,0.01109716151893999,-0.014436342513419,0.0647716870111483,0.039127227910475876,0.023939692575090262,0.13521697981731304,0.19319076818708433,-0.04055300726880346,0.02468405764653848
HALLMARK_ANGIOGENESIS,-0.0302368618830355,0.06503759150423255,0.020056803821362587,-0.033816611162812885,0.09708778640950946,-0.015192042252660323,-0.07151533511146495,0.07827113106073001,-0.02222225257023899,-0.02500979096595454,0.0435575353546139,-0.0775319636698457,0.006235304265184502,-0.0497188332221561,-0.056121202538155245,-0.06438840538409717,-0.06823011519431273,-0.15319329025531916,-0.0007032053892196679,0.014897726561226354
HALLMARK_APICAL_JUNCTION,0.0885417644116782,0.029982150457268437,0.06617348839755315,0.05536463665330351,0.18536843288758625,-0.008275279318973688,0.05993609839120797,0.09701334691751089,0.02711070831461012,0.018596137776376975,0.0605430975383848,0.031041694642990673,0.041561212275707714,0.08659667475356958,0.08128933291244854,0.08874686658758031,0.16962625600628578,0.2244307592661557,0.011998017465568273,0.06208648764185202
HALLMARK_APICAL_SURFACE,0.06836868984233342,0.06028878329362389,0.01038765507779947,-0.03745561815809646,0.15588985094811963,0.027309223246998308,0.07041542197673319,-0.046679108456048564,0.08729753759620067,0.06036146070977243,0.043453706792063354,0.05791813669335161,0.0944984035048878,0.08110678302604289,-0.02085018603923193,0.12677776894518983,0.1257117592418526,0.18932027085810074,-0.04816741675648173,0.03654998133538306
HALLMARK_APOPTOSIS,-0.014896987628185848,0.06802447936260347,-0.007146495426610273,0.01688921290949926,-0.056423278299726855,-0.052363658888046824,-0.06567764175305048,0.012685760907865117,0.05152063087772357,0.026874753668077157,0.05570697117452864,0.02534092900181041,-0.05889688774234379,-0.0229357415944836,-0.022718499644131657,0.09259918492328113,-0.07495570465585559,-0.11835391415579909,0.019256156055442643,-0.018676072900692064
HALLMARK_BILE_ACID_METABOLISM,0.06402494276860637,0.009530148359747947,-0.001858961318651445,0.027554072948615952,0.15076210551184346,-0.005699123004025593,0.13851813220065703,0.09765456880614212,-0.00040789569752132073,0.0026162343295217444,0.022758328047974542,0.008888909942771774,0.031752746744954485,0.11315342272501046,-0.018195920312897036,0.12749538706036428,0.1843409579783134,0.22350796677848356,0.003162136315210668,0.06691091561882537
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07756295432623077,0.00993842930829211,0.029295268496865375,0.04505515306644249,0.135309544624391,-0.0191399431787177,0.02468642535107671,0.018144575527135186,0.010983462027981911,-0.04687375296957277,0.025036180742801263,-0.08228718565918644,0.06435479922393327,0.10855737901402895,0.05193396252441347,0.08706051788417994,0.15797025617210042,0.22811812437515555,-0.023726641234564635,0.003233084415909168
HALLMARK_COAGULATION,0.02235603776467606,0.030320474604097574,0.04625731610861841,0.03475725561119902,0.0849119057574636,-0.0775696066774527,-0.04061408473326461,0.06234792204812949,0.0027255900964466883,0.017955793473509972,0.07660335311959374,-0.03579216457507331,-0.05677834393428917,0.07583876210576494,0.020701161177871845,0.0822467726525425,0.1010510568750854,0.14375959622389092,0.01881863758413816,0.004123348388152449
