,UKF243,UKF248,UKF259,UKF266,UKF269,UKF296,UKF334,ZH1019T1,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0027407504798596057,-0.008213094339481839,0.047116524686952106,0.018728991769596727,0.10389444775933569,-0.041948954787642816,0.0376646986771876,0.07619631263975606,0.04198413205369575,0.08512768085021483
HALLMARK_ALLOGRAFT_REJECTION,0.00020616597682968714,-0.009975881436957405,-0.007108410752442883,0.034559599223923626,0.088172271266981,-0.007582466103977301,0.0073099809688636054,0.049452295536125346,-0.025385944207032815,0.10340657240497807
HALLMARK_ANDROGEN_RESPONSE,0.0028135771099661233,0.04162969615913008,-0.020113252803937557,0.026456057704081798,0.09923161174098988,-0.03450868837307775,0.03831607548559582,0.04281406347674622,0.008672407682857031,0.14054041520925778
HALLMARK_ANGIOGENESIS,-0.04989721045357663,0.03756048686053461,0.006454430694563877,0.04277896246543012,0.08466528320954486,-0.009401631283859738,0.00936229135266244,-0.0547586388047425,-0.08159451528276279,0.09687422331811596
HALLMARK_APICAL_JUNCTION,0.007682841179735335,-0.03117764550196463,0.0232630097409928,0.09128241022474001,0.07325077620803577,0.03149110494857647,0.08163967810807318,0.05326756383709008,0.11078586922082033,0.12154319639442338
HALLMARK_APICAL_SURFACE,0.040190980316000574,-0.0034026651638573357,0.05341715989361375,0.08106050730065735,-0.018721201694676132,0.07377045863597319,0.1253243313369642,0.11226809668466996,0.016100636478374925,0.08791819389752098
HALLMARK_APOPTOSIS,-0.03832149926389178,0.00161463410385898,0.029979193903575587,0.013666052978005664,0.02466812566633924,0.03565191276190511,-0.004449128735883642,-0.026227780198600302,-0.037181734424972045,0.017505547718850302
HALLMARK_BILE_ACID_METABOLISM,0.024223397387981346,0.002610871755285215,-0.010366778879600939,0.02630323874636678,0.059102544664810734,-0.037561802227298616,0.08329230906557512,0.08603051053030139,0.035578889907091765,0.0009000978405926445
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012488850325234918,-0.018938889690087914,-0.022353741440304012,0.05593384862068061,0.05420495233462258,-0.05682460208212926,0.052805103295255756,0.02288833711350487,0.028310997420544895,-0.03736138671987827
HALLMARK_COAGULATION,-0.029478580147038625,-0.005809202172971303,0.004150475986804894,0.03948822905305517,0.10159979804082521,-0.06692764515026363,0.01794229898310382,0.08410773108719552,-0.05575136002017715,0.1355845473141057
