,UKF243,UKF248,UKF255,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.03734456567494278,-0.0046681736037133366,0.006589321866425028,0.020355606255416762,0.018046271972119717,0.011410476244039035,0.028758723734262217,0.10291004467242024,0.05594625231130136,0.08252808007956824
HALLMARK_ALLOGRAFT_REJECTION,0.03178713257575153,0.02810316886264449,-0.006445591595293654,-0.01260600075349115,0.002786723609013291,-0.06462604086017704,-0.051704062248541696,0.051999401964538464,-0.028101224216667425,0.11725713691585389
HALLMARK_ANDROGEN_RESPONSE,0.051984148869421196,-0.014153738556665163,0.0040981746115937336,0.004019469599392863,-0.03593916145160759,-0.030964789860196025,0.039216812505130275,0.021830103825127848,0.008627371399669754,0.09358387957527964
HALLMARK_ANGIOGENESIS,0.0009349284776415959,-0.012211705027696976,-0.08050964086615534,0.015603235481370391,0.04001071997387696,-0.015378151091363194,0.04822821564772005,0.004593615927146143,-0.037311706205859836,0.034855695333334415
HALLMARK_APICAL_JUNCTION,0.05555315837856102,0.006392978305281069,-0.028380242813184194,-0.010274445236260733,0.046681449322259545,0.006033376280815032,0.07661511002558302,0.17470500674022055,0.044931543576255444,0.10566531896044361
HALLMARK_APICAL_SURFACE,0.02384331656811965,0.009285087196473812,-0.014299204941673777,-0.010711654994678061,-0.00678148471124976,0.037160037100746446,0.15018719223628502,0.09324345200949712,0.025073396576207538,0.09388211842644036
HALLMARK_APOPTOSIS,-0.004759240428024795,-0.013074979470798052,0.09151589503082168,-0.016238728638847354,-0.019234144694196147,0.010934812360710627,-0.07750965226346969,0.021967665397555822,-0.006114528773651319,0.06749381178103385
HALLMARK_BILE_ACID_METABOLISM,0.061643345917246295,0.003892804761078224,-0.11195152361420736,0.027275807274814472,0.07743926985719929,0.01961410845851763,0.15650259049031262,0.1009810486895226,0.0650482367299211,0.0230583074743205
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013074938619503425,0.018974799125957675,0.01739710275975293,0.04649618370850875,0.01618609256858867,0.0032166543907565233,0.0880786521524089,0.04283876671192211,0.011124902809690765,0.006063432751021359
HALLMARK_COAGULATION,0.03221178621943875,0.0015751497446082957,0.07180156147313624,-0.011027026048437841,-0.003903210535412873,-0.010052099089303832,0.03678746004650633,0.06931206416692785,0.017040677862161634,0.10703337062662939
HALLMARK_COMPLEMENT,0.08557239259164878,-0.011729664039761572,-0.011696689228770998,0.013198119141148582,0.08461582373414274,-0.006900908363706139,0.09173593959343453,0.09233348949105326,0.043317990817565634,0.016464722067461877
HALLMARK_DNA_REPAIR,0.0788710574860612,0.009717179807759204,-0.004188838607098056,0.044681396965890935,0.06477030842518129,0.02671965358748869,0.13804288387669272,0.08004480415976599,0.05879131898241225,0.05774026933995817
HALLMARK_E2F_TARGETS,0.07489471197972755,0.023156936244491822,-0.03571094954030816,-0.0023801428271595197,0.048900635885571565,0.023164183864544743,0.06639890064142354,0.08881659854047534,0.028382538468568457,0.027062457393045396
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03844385172073348,-0.017986222123120534,0.06892225762135584,-0.007563930273153635,0.01849999549897259,-0.01665540116481016,-0.042486603810059226,0.070641549152996,-0.008500536380599832,0.14197516185708048
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06933971133821985,0.008887902515610897,-0.07195728598267442,0.010062572337279519,-0.02320870455564347,0.006267378266679891,0.03662313831400584,0.11821689454521883,0.047660687804018616,0.04622196056733216
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04414123199861982,0.006937995451943459,0.0008793751789735334,0.0035242971493726393,0.017525986053907355,0.005463900933694149,-0.0008278603502985952,0.06419545664508836,-0.037921088601368315,-0.0038923439540919885
HALLMARK_FATTY_ACID_METABOLISM,0.08602944709975867,0.022656300253401544,0.04271564906147304,0.014649184453718853,-0.041647033418638686,0.024288642859036574,0.0844783811056897,0.07174828960641036,-0.020026292960259297,-0.022465680336705714
