,ZH1007inf,ZH1007nec,ZH881T1
HALLMARK_ADIPOGENESIS,-0.061135309409061964,0.020378592255505337,0.03062346607229358
HALLMARK_ALLOGRAFT_REJECTION,0.0649853998679532,-0.011836772215976565,0.012371365622877762
HALLMARK_ANDROGEN_RESPONSE,0.040238555107447484,-0.10752382658411964,0.02381383644750685
HALLMARK_ANGIOGENESIS,0.06484116025406224,0.1527008767493058,0.01283153441677228
HALLMARK_APICAL_JUNCTION,-0.0426611023569957,-0.03584570820896962,0.038433614453574565
HALLMARK_APICAL_SURFACE,-0.004715131365388697,-0.02603028238488208,-0.02708987964676456
HALLMARK_APOPTOSIS,-0.1042734124012721,0.12269825393243149,-0.0486465531097994
HALLMARK_BILE_ACID_METABOLISM,0.00031653060232126045,-0.052178623301457096,0.014620890336729083
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025983066665411225,-0.030301631283946442,0.020285755658632665
HALLMARK_COAGULATION,-0.057953705589646506,-0.02817734575224858,-0.0462885161386232
HALLMARK_COMPLEMENT,0.0021753103549227468,0.15306178914163918,0.0024777072120898114
HALLMARK_DNA_REPAIR,-0.005462089984560572,-0.030258094457389043,0.02682607589276608
HALLMARK_E2F_TARGETS,0.02295461870944005,-0.0047085604576981915,0.032969458129557525
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009780257342757271,-0.05861252800717702,0.0007060418843301236
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05101005833988454,0.028592064746758756,0.02126534285949201
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04706135011830137,-0.004779241968958961,0.018532465126462512
HALLMARK_FATTY_ACID_METABOLISM,-0.056192270919280134,0.08807802839277852,-0.04967308493250389
HALLMARK_G2M_CHECKPOINT,-0.03598206783327256,-0.004623944528663255,0.03134572077619156
HALLMARK_GLYCOLYSIS,0.014849433438520769,0.02384701147526775,-0.00292606316105898
HALLMARK_HEDGEHOG_SIGNALING,-0.03793091593043844,-0.09549541772180958,0.033732749032243256
HALLMARK_HEME_METABOLISM,-0.0330333345920318,0.0032301297038416755,0.0049310711876912544
HALLMARK_HYPOXIA,-0.0017967777552876886,0.09640894498470488,-0.042656483114643824
HALLMARK_IL2_STAT5_SIGNALING,-0.004351414263542096,0.12051504885471215,0.04136041116602893
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05089995650765875,0.09113354996712564,0.03398312212705711
HALLMARK_INFLAMMATORY_RESPONSE,0.03150778001480275,0.08376274767578677,-0.007583014194672992
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.015964915399852633,-0.0802370108194478,-0.014354449798896638
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.019180881591602122,0.08544740781270094,0.004815110049378677
HALLMARK_KRAS_SIGNALING_DN,-0.026006558849372915,0.03456271040739141,0.01809054709128522
HALLMARK_KRAS_SIGNALING_UP,-0.015119151859098108,0.1590082744968083,0.03193573083452919
HALLMARK_MITOTIC_SPINDLE,-0.04982490086671985,0.01265071776570785,0.002972166199394144
HALLMARK_MTORC1_SIGNALING,-0.042791971339734475,0.09302781885770725,0.010612605464757648
HALLMARK_MYC_TARGETS_V1,0.017504364653127862,-0.0738141658720872,0.07227002496782448
HALLMARK_MYC_TARGETS_V2,-0.030212932458971817,0.08144081285134575,0.004181680417083192
HALLMARK_MYOGENESIS,-0.02708516302287964,-0.05593064632486253,0.008501745971771037
HALLMARK_NOTCH_SIGNALING,-0.023824638042430357,-0.07053358699271353,0.023334667338742003
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02201840501998409,-0.03897941613060707,0.05908057482048519
HALLMARK_P53_PATHWAY,0.03939517971413839,0.03799549262799596,0.04514496686359678
HALLMARK_PANCREAS_BETA_CELLS,-0.005947617578835668,-0.028857345339627877,0.014227360019051134
HALLMARK_PEROXISOME,-0.029355804630373492,0.04007139171687171,0.047559555312438065
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.06231351205784794,-0.06634687596664912,0.034571809125423424
HALLMARK_PROTEIN_SECRETION,-0.028154349361005932,0.02381762850613451,0.007393084401109214
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.007593268273054335,0.08458237671245272,0.014955679192394255
HALLMARK_SPERMATOGENESIS,0.06667600612771997,-0.039555532987682586,0.02850929892937868
HALLMARK_TGF_BETA_SIGNALING,-0.034408263694018934,-0.08791384364665833,0.014646109833702486
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.011561134078690395,0.09430576954733577,0.00997691782789418
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.018394814250627868,-0.03605095011360234,0.026223228685009183
HALLMARK_UV_RESPONSE_DN,-0.027306407290763567,-0.035160376238095634,0.008196675283727705
HALLMARK_UV_RESPONSE_UP,-0.036203828659694834,0.0651257382024022,0.018129722736988315
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.07650207996692258,0.041571744491761924,0.03599825716413515
HALLMARK_XENOBIOTIC_METABOLISM,-0.03015602118348528,0.008528675604494556,-0.0272622242127862
