,ZH8811Abulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.07251271331025003,0.0759023608035964,-0.007506951874161714
HALLMARK_ALLOGRAFT_REJECTION,-0.022799990485569938,0.0015112709198435766,0.03879007885374513
HALLMARK_ANDROGEN_RESPONSE,-0.10912282034523725,0.05805973726742977,0.05331277155456758
HALLMARK_ANGIOGENESIS,0.002617828455040339,0.05283031734636598,0.03318510858257396
HALLMARK_APICAL_JUNCTION,-0.059329499241703665,0.04832132605744534,-0.01205927067448856
HALLMARK_APICAL_SURFACE,-0.008461033239315194,0.05386272588711014,0.018985911428533585
HALLMARK_APOPTOSIS,-0.01394717237937547,0.005422238091645769,0.039950629015512794
HALLMARK_BILE_ACID_METABOLISM,-0.11453782371800746,0.018869439209670595,-0.03385275015656482
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04936816179727622,0.05054329076245321,-0.03210437330850557
HALLMARK_COAGULATION,-0.04214805301728606,-0.0037283247616164555,0.0763597047962179
HALLMARK_COMPLEMENT,-0.06073307944198939,0.07481960559775407,-0.011182342806720398
HALLMARK_DNA_REPAIR,-0.06370890975321986,0.06960544171532917,-0.04715243208466501
HALLMARK_E2F_TARGETS,-0.025395851812236116,0.04459068812937809,-0.008820500592482364
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009720892060539948,0.04876813424829977,0.08747036187245537
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04011583098969101,0.06607174004572251,-0.05947234311158543
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.08324808326668996,0.03252516413828279,0.04463870390967808
HALLMARK_FATTY_ACID_METABOLISM,-0.012378657777560127,0.006766665636761939,-0.025531148981259463
HALLMARK_G2M_CHECKPOINT,0.004041844224957156,0.08516809328226115,0.01149125447727326
HALLMARK_GLYCOLYSIS,-0.032031696613374364,0.04534536248492947,-0.01622789639608554
HALLMARK_HEDGEHOG_SIGNALING,0.00931655588298585,0.0862475579273777,-0.057972816242316635
HALLMARK_HEME_METABOLISM,-0.07021154396411003,0.0714543480574985,-0.024098684655756143
HALLMARK_HYPOXIA,-0.013465667587287311,0.04712374440019036,0.028693281172555103
HALLMARK_IL2_STAT5_SIGNALING,-0.052379194612665,-0.01319501384719291,-0.015375843915734332
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04123237700316582,-0.013648696377781405,0.01958683514167834
HALLMARK_INFLAMMATORY_RESPONSE,-0.07790507015892316,0.015397193920087779,0.010271408688462108
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.05650435703406051,-0.01627754597549143,0.00957535341365411
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.10220913304443965,0.06311202728201874,0.0034033520176323774
HALLMARK_KRAS_SIGNALING_DN,-0.032825730442081674,0.038129571146887746,-0.04632198004195529
HALLMARK_KRAS_SIGNALING_UP,-0.03785821301061357,0.04226450930279665,-0.036387457785488644
HALLMARK_MITOTIC_SPINDLE,-0.06313158681726905,0.059620946518763304,-0.03213009700401898
HALLMARK_MTORC1_SIGNALING,-0.026387127527056062,-0.007282443111633943,0.04076712278611237
HALLMARK_MYC_TARGETS_V1,-0.06625447945353813,0.05012580874382292,-0.04752499181269094
HALLMARK_MYC_TARGETS_V2,-0.02936377965029501,0.01677803917588993,-0.03510919424838308
HALLMARK_MYOGENESIS,-0.02759278878019944,0.004890948283636098,-0.012504588069154164
HALLMARK_NOTCH_SIGNALING,-0.05393372206748389,0.05471177308987963,-0.0017577017685401234
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.06924782229850591,0.06400987469494465,-0.0742824440740231
HALLMARK_P53_PATHWAY,-0.09808162192167902,0.06417762378836687,-0.018136079519376062
HALLMARK_PANCREAS_BETA_CELLS,-0.039246757786653395,0.022629524941249545,-0.06785043255010303
HALLMARK_PEROXISOME,-0.09420981573759954,0.02507153150537867,0.03306034445475672
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.036698351434090004,0.056558081735264776,-0.029845736368173496
HALLMARK_PROTEIN_SECRETION,-0.04790516132020755,0.0709268983229959,-0.04421126105042635
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08146983617011053,-0.06332950619615225,-0.04965873340543485
HALLMARK_SPERMATOGENESIS,-0.06067025751720548,0.05921033449589253,-0.05978187114542842
HALLMARK_TGF_BETA_SIGNALING,0.006957215320928081,0.05178066974259834,0.013847471798937017
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.00848219022914691,-0.024121184987962344,0.0030358655046931636
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.07218437840062704,0.02631024625769962,-0.01331912278401898
HALLMARK_UV_RESPONSE_DN,-0.009980066353325049,0.008505573855237059,0.020056381065735266
HALLMARK_UV_RESPONSE_UP,-0.06973626813349516,0.022699367364152775,-0.041678139147748205
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.025122088021607453,0.09320940920085438,-0.04320563708212803
HALLMARK_XENOBIOTIC_METABOLISM,-0.08530443434856784,0.10695189633326345,-0.02734659576574735
