,MGH258,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02710565791019801,0.13397942967604962,-0.009808136430497931,-0.015486817692154866,0.008305922199962514,0.08841323591792469,0.0337546586660065,0.08124443453414393,0.014186482958993638,0.13628117407610138,0.026389990330344226,0.18242527919843074,0.21868400778809768,0.045440122447437205,0.009925928633924183,0.0018292683265344312,0.13440306043153008,0.19349495405208691,0.011868825253147967
HALLMARK_ALLOGRAFT_REJECTION,-0.020710485813217973,-0.011290228947297478,-0.056227219579951145,-0.024385877182507336,-0.0520925279658392,0.09689259747937663,0.026360843296762346,0.05242876403764419,0.039892850111976096,-0.15182286980939233,0.07950340740098702,0.13711090400018697,0.11361236658294294,0.09853121169266936,-0.019074168813548096,0.08822846278784895,0.11186002743388927,-0.04283553045192843,-0.024206213723157743
HALLMARK_ANDROGEN_RESPONSE,0.08680647825768155,0.05517801893250697,0.009617644621925912,-0.04479555804173597,0.004076551278398996,0.0795979757625956,-0.016687543854977633,0.07863547386963705,0.01440514874317555,0.05573938811318359,-0.002988129667270491,0.19000377050233525,0.21158528017509864,0.029923805214816857,0.0257028064784747,-0.02256154449441722,0.11191310487877186,0.17880086094181158,-0.0681579349842027
HALLMARK_ANGIOGENESIS,0.018251246921932054,-0.04062336983365115,-0.012597870838420492,0.04807632097916094,0.05707952348995925,0.10779119926598478,-0.07024064128905777,-0.0442573522487924,0.05191252247214509,0.016585008949786192,-0.012873771390580617,0.032514581343412174,-0.11166346441269911,-0.010134174938861663,-0.03640200275855949,-0.018764789878188984,-0.08259649108459514,0.11284871186890488,0.14268922897482353
HALLMARK_APICAL_JUNCTION,0.05618248731393044,0.1253354390509427,-0.010822827214229384,0.00021083761479325647,0.017038988427555954,0.09146356951789184,-0.021969310349316373,0.08278828637625794,0.03261078611361025,0.09015500193533478,0.053850448517189495,0.19304024547287935,0.21986148401813096,0.09664790545630342,0.07448633714060807,0.03876443522446913,0.14503854090871943,0.17753512369075503,0.04425889296340893
HALLMARK_APICAL_SURFACE,0.03378062212251251,0.06997971143020781,0.0025610635179447168,-0.020094628341427764,0.08392401004375415,-0.04203465914734591,0.008482500871947412,0.06806597417731233,0.04593068421937041,0.006779878909528485,0.022635406204667252,0.15514912900417083,0.18745721409046048,0.014921685234615005,0.017533034868802255,0.0651079488260768,0.05296301762335091,0.12311919025094697,-0.10827250945359318
HALLMARK_APOPTOSIS,0.009370218968881088,0.005017252850939164,-0.028477275082994667,0.02456962364111823,-0.0397142513174435,-0.006128208570813465,-0.037663555878947784,-0.004948722926742958,-0.027983141060804368,0.11890418968525542,0.09503367943110945,-0.0007176043692881987,-0.03921502617364167,-0.035704043286892355,-0.059445065009139805,-0.025046829285603416,0.04434660662664682,0.026893970228892495,0.01784327157690704
HALLMARK_BILE_ACID_METABOLISM,0.023486858618260217,0.0764145211916408,0.006874437786607406,-0.005060591152148349,-0.010654905099013734,0.08345422352182987,-0.039986431040855364,0.040059418820895726,0.022401211981215356,0.0006454254057993151,0.11757339682053414,0.13349239814524477,0.20540265696404833,0.05139356861889602,-0.0034886218691464565,-0.029636579500267483,0.12113990507814956,0.15784505662636883,0.019396584613136255
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007188240127439061,0.09804841361049847,-0.016003574546305598,-0.026049983946505064,-0.011475692783950907,0.07009244112189454,-0.0441141961541079,0.07948378482834827,0.06767481106984875,0.18447896044922546,-0.012893520882997812,0.2223787002254474,0.2448690300929283,0.0322243513632769,0.06798331412000784,0.14075412039841054,0.0921020662482384,0.1588659678414721,0.023351751917036402
HALLMARK_COAGULATION,-0.02033153720588189,0.08915902057286022,0.03729110578343604,0.005578439820810761,-0.04830615454535736,0.10091862134395595,0.02855369940948339,0.053238124908264,0.03646453231402482,-0.014430842497160146,0.02791550873684176,0.159861948128383,0.1662553506934042,0.03907945621314789,-0.038327400889415976,0.07123194900032695,0.08305053992493142,0.15092371511340502,0.021912493725107084
