,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.08177812077332156,0.02854613131295012,0.07268126728752601,0.05545600924897097,0.02597899894506955,-0.0016853499399342496,0.03671903909099577,-0.023508681253437233,-0.015702077093926976,0.07239588716839059,-0.015326290968492777,0.03427599991090361,0.16020132131213682,0.0968615509706878,0.07601396572385964,0.05582362589420001,-0.029642491474527705,0.14786176124590708,0.12214625050924864,0.05243294228149762
HALLMARK_ALLOGRAFT_REJECTION,0.0916242885566249,0.03701297631165848,0.0057617424207313875,0.006935085808771735,0.03237024775998333,-0.01952843814183453,0.09055528449433499,-0.04078967632095427,0.02483611475982739,0.03642564838224077,0.01238068054908624,0.10451872510347937,0.08998775529762024,0.15839127146541135,0.11129043759846662,0.039523911702181516,0.012331305353599744,0.06038555511672919,0.0026958005814282414,0.057920276519281576
HALLMARK_ANDROGEN_RESPONSE,0.01101798164991784,0.10060852144756285,0.09719530997419833,0.08420617679313035,-0.01949371292525046,0.06302043832229712,0.04790752491756748,-0.049144882933002836,-0.03461888902198748,0.09006584464755614,-0.014460623812385337,0.022239153706199673,0.160781230697633,0.12200226126623184,-0.015685916479544308,-0.019593108869985592,-0.02398039330355817,0.11070584724098571,0.10116445920050667,0.09046923335454461
HALLMARK_ANGIOGENESIS,0.04403808365797311,0.02207816722561533,-0.03927883843566655,0.14089556317580657,-0.03887649648227112,-0.014676545499618951,0.15592054849189418,-0.0011552960084553483,-0.0050317530887425055,0.030749066570310866,-0.006401474156860423,-0.06402100107946809,-0.037359430065906835,0.024741719942379736,-0.02168059312717941,-0.05683677258831216,0.06022133359986874,-0.026561618490825875,-0.037218916839678755,-0.026015967836494108
HALLMARK_APICAL_JUNCTION,-0.042582968505368336,0.01626800191069263,0.07605690304702313,0.052518190432644246,-0.0258734462480789,0.04605969334797304,0.16259134399999406,0.02328938476000819,-0.025269552857830748,0.10432071616025779,-0.02473175166390034,0.03771761374939704,0.13428630935547503,0.09809078222201849,0.04163797440500422,0.06412084588626676,0.05337071485946123,0.15340298106528238,0.10126100873297053,0.14312367057367725
HALLMARK_APICAL_SURFACE,-0.09130103029836344,0.010516671850534978,0.0961334180757108,0.0277180380751209,0.01037605115192012,0.019974209262153503,-0.0022462640643098808,-0.026882113807124356,-0.08338396951611525,0.07779746415010028,-0.10064861790380081,0.026405310181674854,0.13027732094928288,0.08670081663271638,0.05737730337188286,-0.016577062668156894,0.0032930517059384925,0.12023246155383194,0.07076508760858131,0.06647900145074018
HALLMARK_APOPTOSIS,-0.06156682704220195,0.012911253933170498,0.05497316337021525,-2.9766016932019774e-05,0.04555706647400287,-0.03847211180531658,-0.04389047089582774,0.0030086156775118917,-0.017368175001080264,0.00934342321762562,0.12040004762910875,0.0335666796123116,-0.07230450605369938,-0.06776976477049963,0.018861987759649243,-0.0138252454780015,0.03951029070002517,0.03390614162653282,0.03951466838997259,0.08312860064562183
HALLMARK_BILE_ACID_METABOLISM,-0.013280430281905486,0.02037495709088341,0.03495493778524575,-0.0021405636288253246,-7.859613998519239e-05,0.026747446308853284,0.08517463047253508,-0.019427469487978733,-0.029041751528053314,0.04664281261075903,-0.05185174193265035,-0.00728762187842644,0.17085751736494337,0.09360336068818405,0.05677235297211628,0.04551240973345698,-0.025306488230967695,0.09359484418281121,0.07977293391166405,0.04556252793515948
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04935801932976704,0.00967265802719708,0.12863327184554896,0.006552216096756355,0.08649521065545862,0.027262393385841723,0.1157608303414364,0.016800274148197705,0.06214822637173235,0.1319206435265139,-0.05394013784668474,0.054127541460778646,0.1419477170623506,0.10326451515478555,0.01853790891329306,0.053989081640825415,0.00806821227897499,0.19656118336525008,0.07348914243172408,0.047861530468002726
HALLMARK_COAGULATION,0.017795289385207566,-0.0022288035274449,0.0366454889468492,0.0039458254821213975,0.0696338261184896,0.06777021881175253,0.05058648578570565,-0.061331736900084484,0.030424343775812306,0.021044061468293948,0.0528072688162175,0.07667927600872179,0.09439051384378547,0.058986508380779956,0.05979868603739609,-0.03158412684117662,0.08827654462367275,0.11565334409597684,0.03415680593803688,0.060156823889811604
