,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09169288531796604,0.057269077765106716,0.011068282904930666,0.11680775221900395,0.03597934127485956,-0.14476730146639616,0.07026348421724751,-0.009364144187965292,0.19498482502537065,0.12532312790129718,0.23454201120000334,0.3229033445469952,0.08296115090442223,-0.018148690097513527,0.004473010108671467,0.17381023043840554
HALLMARK_ALLOGRAFT_REJECTION,0.06901836482308273,-0.04691237485536049,0.0031515749980801006,0.09967331480533309,-0.2819457826634754,-0.35065757546104726,0.05387885204547712,-0.03295562775166693,-0.4514907148810517,-0.15675024147213773,0.12503058533498074,0.24110652591995152,-0.014883006047020218,-0.00850414590667519,0.07405442884808582,0.07651897703151782
HALLMARK_ANDROGEN_RESPONSE,-0.011224722502747952,0.0783427077662329,0.050868580916871166,0.25691093051505465,-0.1513004223513406,-0.32501754412789596,-0.03750776132677048,-0.022931536513229173,-0.17827224779348358,-0.12114570710669516,0.1739910961429672,0.25827817077935067,-0.05174121504010465,0.041592406986287744,-0.02453379591301819,0.033975947548007014
HALLMARK_ANGIOGENESIS,-0.20888040067397728,-0.0012823807801777749,-0.06318487405887226,-0.2745662195163721,-0.28389751828333526,-0.4173833672585268,-0.18368522281343252,-0.08969808113406408,-0.46475656654302455,-0.33592223437950625,-0.08187028775832152,-0.24382715116510134,-0.0907468314283205,-0.023803982319491986,-0.11338880198429242,-0.1947956966308223
HALLMARK_APICAL_JUNCTION,0.011568820971671456,0.07198429348506113,-0.008856641470270906,-0.008286506312812279,-0.2407760054457061,-0.28088610895033755,-0.1288452659275627,0.010814152987928847,0.08411700011466675,-0.18706516544623003,0.2220110991286446,0.2999506634003238,0.06179165822798763,0.08293551863981045,-0.016159131828944625,0.2039008461307175
HALLMARK_APICAL_SURFACE,0.204746693916345,0.11138072353695416,-0.006846503524068816,0.02579874181912422,0.2221177518440981,0.3106894949017438,0.1318526067433198,0.1601595990988924,0.2566693541971622,-0.06937916257741307,0.2261137872720012,0.2795180306036535,0.07684480212709321,0.0486504070239595,0.16122614987357364,0.07173386713061655
HALLMARK_APOPTOSIS,0.012787275221355471,-0.0061814890352339035,-0.006925318414549331,0.007587327748975639,0.06845468059563428,-0.07120879702319892,-0.15472313041128213,0.00024989940653661106,-0.11274235759670258,0.21033055357082775,-0.16339752653629777,-0.20522807330416948,-0.05643097744228384,0.05972745496260548,0.08601957134251006,0.08246896287259396
HALLMARK_BILE_ACID_METABOLISM,0.025339217467001057,0.03493995304473876,0.005696795169017452,-0.0036452568359441294,-0.13266938812945583,-0.3828678081416534,-0.1326399197650069,-0.008130070043310591,-0.09810759350368414,-0.11410511598772982,0.16040036802410038,0.2881718265422172,0.02509365107844735,0.039188568004889644,-0.06511376741279248,0.042319995873978916
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0455313031924841,0.08958838472411768,0.053958627969165125,0.013863560673811774,-0.29069489348481153,-0.28392415370966123,-0.18327318039395665,-0.061998253672586934,-0.35539042457721065,-0.24594953153846424,0.24282659941964838,0.33987693984712436,0.05941547698258538,0.01063014946805528,-0.057292072554243026,0.01899090848431717
HALLMARK_COAGULATION,-0.0038920234106351887,0.006200532904219488,-0.015916608045169416,0.08052298255490187,-0.32918592078222725,-0.40351325682719624,-0.10625312216735891,-0.14784043140273226,-0.4778300300312345,-0.18155743868467167,0.09676821359245061,0.1929630489229706,-0.08447856706000118,0.04480523286959954,-0.02872610111885447,-0.14821425128033885
