,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.02088236862246984,0.06789759542579403,0.027120880951181637,0.013427263277959662,0.046360426512331805,0.03159580346132791,0.04669250532949533,0.06594768262749467,0.08074567309445005,-0.12361091593396083,0.1346321260289798,0.011287707136396609,0.10805737097187328
HALLMARK_ALLOGRAFT_REJECTION,0.03372743996632387,-0.02140978057449067,0.09473132147311344,0.022851247533821287,0.013259675067785932,-0.004824680777254877,-0.009948134157597661,0.05538754705809711,0.03560860671687742,-0.18441641133477546,0.08638789992136377,0.015401665078038118,0.12932076397612202
HALLMARK_ANDROGEN_RESPONSE,0.05966884334591138,0.02994876887989183,0.001438745899415277,0.04681092518724759,0.06754464630128662,0.04615516603406631,0.05411285338479048,0.019746100624525066,0.029811525321331446,-0.14172226889107928,0.0673368894410448,-0.04427130598509506,0.1370759176848274
HALLMARK_ANGIOGENESIS,0.017389771864603946,-0.024151553952263385,-0.03246039184179161,0.0010844457945257536,-0.12068761386576737,-0.04718225142940105,-0.03965507541373435,-0.10834286205964894,-0.01524540181175901,0.061330516798653395,0.039207484887675184,-0.1073542415641351,0.002976836237360509
HALLMARK_APICAL_JUNCTION,0.036599628837234034,0.058489476256349086,0.050551660076276726,0.028390140032040212,-0.029435389692179615,0.04237500186428878,0.0016681436049202952,-0.02670855874177954,0.06285245816741108,-0.10219052437529315,0.15019468256232743,0.004788977904493508,0.12748527677121996
HALLMARK_APICAL_SURFACE,0.027566715226814354,0.07203148077548883,-0.026447079244675032,0.024624134164903826,0.015228722030955575,0.01322678562304347,0.05839487217388189,0.014322284191825175,-0.005980796392228804,-0.10603220669655228,0.09759894772130637,-0.043546993429493135,0.10480259607090171
HALLMARK_APOPTOSIS,0.023043552963841606,0.021641194674082896,0.023836768777475075,0.010234298032156508,0.01972052514426461,0.06622765475109871,0.013842360872772633,-0.07280589622870748,0.030309928967696725,-0.09024741627793338,0.0428187717933782,0.029809259866894543,0.06366741206963404
HALLMARK_BILE_ACID_METABOLISM,-0.03614487316255529,0.05058511368023863,-0.021411643865986603,-0.02118739729223644,-0.022746866609738903,0.06176470047254653,-0.0037505459940058573,-0.04278276164424209,0.04929985063656137,-0.03666898037158155,0.08515567290414025,-0.006647102950146702,0.06029907293300728
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05329670093306104,-0.008414483088462158,0.01168527842624271,-0.004596249388028848,-0.10190156886353215,0.025583486036459317,0.0334241096846305,-0.10211361955359424,0.052940466510892015,-0.13300540707721092,0.014487845439012841,0.026618958341900183,0.03146244867642155
HALLMARK_COAGULATION,0.05211393328196491,0.040532185683665775,0.016680797464108846,0.02951376913025917,0.02636350351491608,0.00015105970121196305,-0.008059424909054442,-0.027569634110252643,0.038887935758858176,-0.005210869597143695,0.12619543442558173,0.02431377641447015,0.14373420950106597
HALLMARK_COMPLEMENT,0.027297849149147114,0.05069818574063871,0.012190224858806234,-0.0030912681281580283,0.04673599403697382,0.02540009464551793,-0.01569689599950443,-0.06509787271424594,-0.024472372036088184,-0.14076728093285346,0.09089601636649308,0.03422989124983874,0.037158547840894014
HALLMARK_DNA_REPAIR,0.02564158328590968,0.07230765453363266,0.07330236483004174,0.048951531371154405,0.043854652637922806,0.02760154718632586,0.029181205257751034,0.013053729514396727,0.04752183647596551,-0.11460825767422254,0.11309873214749443,0.019999419088164647,0.09843529347662158
