,UKF248,UKF269,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.07675283908273475,0.015168149946068797,-0.17723849431056868,-0.05733048960018451,-0.04094733749545049,0.027016993470785414,0.0062518442966854595
HALLMARK_ALLOGRAFT_REJECTION,-0.051118411479330134,0.03527165950298172,-0.21541122779504646,-0.10948449667423822,-0.09619900477545208,-0.020331069810392136,0.026266820521547888
HALLMARK_ANDROGEN_RESPONSE,-0.02899263106028004,0.05632759598069951,-0.08753686173601827,-0.0476719197762765,0.02956201155410596,0.030907603291534587,0.06787980189272817
HALLMARK_ANGIOGENESIS,0.03450402202924204,0.010846793719619803,0.0977731402137591,0.025069660181947485,0.008944304218701881,-0.12480147325077072,0.009511892003784914
HALLMARK_APICAL_JUNCTION,-0.09758878551324622,-0.01335484573206591,-0.08111531997194976,-0.09271160790810362,-0.023900462781376686,0.05543627999892948,0.02677160829017283
HALLMARK_APICAL_SURFACE,-0.11696848472813366,-0.06476122002917882,-0.20574355035258188,-0.04034245506528221,-0.1272073557203036,0.07918571102917843,0.07754951974066066
HALLMARK_APOPTOSIS,0.028500333852752344,0.0328618667929338,0.10604551594597493,-0.010670317702289357,0.07160062410790205,-0.052477050823589354,0.024956411784301254
HALLMARK_BILE_ACID_METABOLISM,-0.0625145273553768,0.046424365543964466,-0.12528351958478218,-0.10372500935188937,-0.04021469077786014,0.05353711303560579,0.020180159904089442
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.053736590878605085,0.06595488020102871,0.10628778478671741,-0.0867130355456192,0.07942744970682765,0.055713672823443396,0.04812217665412348
HALLMARK_COAGULATION,-0.06967171196637083,0.0195675975128354,-0.18398715037794466,0.01036093177949376,-0.11838613129014548,-0.03488324730041059,-0.00275603318722233
HALLMARK_COMPLEMENT,0.011290176783891201,0.015687292227907323,-0.004431397420396079,-0.10525721224738933,0.0011341849089418978,-0.012901397098782722,0.10282763399034382
HALLMARK_DNA_REPAIR,-0.07791233174708306,0.023840904609441178,-0.15552797571041144,-0.08102611252400282,-0.01148349817149594,0.05786973415861508,0.07086792801558044
