,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07753563239759849,0.002949654464522248,0.04753615981576263,0.039731294348348704,0.080566705568087,0.20995216395920854,-0.003413938726639044,-0.02803177864640635,0.017856839089289825,-0.00556186647153893,0.17745135692331326,-0.06355325841705846,0.05062914222153061,0.06461672428383843,0.10548772474938418,0.13631134309799958,0.17026449919034045
HALLMARK_ALLOGRAFT_REJECTION,0.04057094412209288,0.04056664918886175,0.02388973374494763,-0.027287507249787034,0.1714511476686116,0.28023428185008425,-0.0137545411725469,-0.04653871843818587,0.05712190170828852,-0.034740345754389154,0.002932942999920249,0.06447510918764232,0.05492611406177714,0.0664530648687261,0.04609661792900231,0.04925459643471037,-0.0040190804832462845
HALLMARK_ANDROGEN_RESPONSE,0.07139113296335417,0.01268201564932734,0.011372660481029981,0.04626562742404726,0.14030650994455757,0.24077070890152066,-0.013452601799078218,-0.014422418168889471,-0.0033046675166577325,-0.02742973693091482,0.02267342928297817,0.022869370192034295,0.06458033664068887,0.07555589233272282,0.11107896888368032,0.014047479372860997,0.17682306082730562
HALLMARK_ANGIOGENESIS,-0.05578902123280027,0.014439996066378798,-0.03507998044246392,0.01450291505192875,0.13883996736350623,0.31306386233925687,0.06507628676967331,-0.032930849551284065,0.018768873768826175,-0.10740458174707192,-0.012796285819243934,0.009559981580800963,-0.014332837822121188,0.0669796073497696,0.007367628613138859,-0.11008969056282678,0.0376322976121334
HALLMARK_APICAL_JUNCTION,0.1324796793967966,0.029984556163687587,0.016221948478996124,0.0005828939348947198,0.18985735120547076,0.27846518177424756,0.03541358365937556,-0.0664654215972942,0.053373337620062085,-0.050129133682395126,0.1455610170217983,-0.04352833673475622,0.07149902814927073,0.07343348639386345,0.11844029790497512,0.09154808749896322,0.16326040800344171
HALLMARK_APICAL_SURFACE,0.08667966528304047,0.069067656717259,0.03794379293717286,0.05872791816359973,-0.04371379299536282,-0.10114531899159532,-0.01816675244253751,-0.0023063624423873092,0.024654316642748312,0.06385850052039328,0.16038743049920584,0.10569365972950229,0.0999704248592257,0.07432880098685635,0.09286266546331316,0.1065085993258662,0.013479216172316332
HALLMARK_APOPTOSIS,0.002947283966600198,-0.0037575422728236886,0.060043571877935194,-0.018548904606201864,-0.030548186378471377,0.051615158510006406,0.056358031758225485,-0.05412811823485724,-0.08470294440588437,-0.021573314566563653,-0.0043212711332936225,-0.05290918162856289,0.004422176316036018,0.03351030289945528,0.004463347771544806,0.07701391854180181,-0.01572566801070283
HALLMARK_BILE_ACID_METABOLISM,0.031102995046572133,0.004746618535479746,-0.0085559929861024,0.02597567882262498,0.09586847242223742,0.25226984361327154,0.05767586619797166,-0.06476867999556123,0.030551359603530337,0.02761523758064288,0.10358321294868754,0.0721053048378553,0.06605252815599758,0.10060952484932958,0.07754861119269148,0.11767353131627184,0.2060009362772207
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03734700018529835,0.04062333218274176,0.008547713801184477,0.011101634973446826,0.17586687500902431,0.15277262507085088,0.04218362952588485,-0.03520519887925429,0.022995993443954754,0.05081732637061245,0.21039046232839045,-0.024484498839273294,0.04977749767077619,0.09931032439971055,0.08221591559807802,0.15920157559297474,0.18532587274700096
HALLMARK_COAGULATION,0.10395519265316823,0.03336217920858729,0.018170550586941704,0.043638192926628475,0.15016531778093148,0.2487599200622489,0.06264712885744238,-0.04899611457316619,0.05422689548360481,-0.15120862174763822,0.11828066274294405,-0.07538688813798494,0.09722561366347571,0.09547572715056304,0.08793947442942032,0.0395926180716217,0.13472110603082438
HALLMARK_COMPLEMENT,0.05329024690425152,0.0009392236718021089,0.01564770733207483,-0.04235695098998232,0.07106827865213693,0.2763861161573147,0.06561972780862121,-0.04270125732177895,-0.006794869652593702,-0.0046535573873496515,0.12328897502968023,0.05291333222942651,0.08859933695901501,0.12607225696375263,0.11056761078250656,0.1046139595637215,0.08215758078457928
HALLMARK_DNA_REPAIR,0.08097484140893636,0.04785770911692035,0.045281592863721444,0.04777521286332602,0.20819887134678491,0.3001808292476817,0.02798604539075795,-0.043545469568010586,0.03984550995844747,0.10562556058537931,0.17881853890799307,0.10941962398075512,0.10959343055633457,0.07966643376278253,0.12866365249628803,0.15393887804006093,0.2115975581430099
HALLMARK_E2F_TARGETS,0.12223953280411666,0.03281126687420352,0.07552163700325364,0.049617897490706366,0.19831787879054805,0.29345208587965704,0.0938223445575952,-0.009913591519998854,0.03647970379492822,0.17429865563123934,0.12275371314087385,0.031074806659146453,0.10082230808188958,0.14746251103810387,0.16047844542650383,0.15271012548069182,0.20338999531756494
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.059286606246086476,0.03383187580569436,-0.02056088048103384,0.027656514477807443,0.20486720224407576,0.27091909715906604,0.043545151939890614,-0.03213240765803052,0.020287893201485566,-0.10503806211559076,0.012207087339329018,-0.13374148419177417,0.021871360279528993,0.12852713817039166,0.07841799283127215,-0.011057981230191393,0.13374814562649465
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03866142588076513,-0.004603495113583126,0.06758159824932548,0.029917605726694645,-0.037629762760327826,0.15902928472895753,-0.01892700552792552,-0.016847715870469526,-0.04060912413322831,-0.019568429187841047,0.0861148246949955,-0.05586813107161678,0.06980232358455772,0.1144509331954499,0.11857679110267678,0.07968076302434264,0.17993097755918977
