,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.004201126739235808,0.09402135262828071,-0.038690719861697274,0.02170598123888077,0.08371376472998941,0.03754527052487857,0.07402677949864829,0.03190494478702199,0.061794888956115304,-0.011673697319416445,0.05535701583029782,-0.054656102379392446,0.0353378043587146,-0.05094144800553467,0.15004308404047478,0.08072956053454872,0.11879531845211604,0.024061605119561267,0.001325326361868175,0.13216978908182958,0.1291832201569742,0.00944900368190538
HALLMARK_ALLOGRAFT_REJECTION,0.09609770608342129,-0.044885388097665686,-0.04651123257902219,-0.026900128113393967,0.005446585777276629,0.051822581590586246,0.14432185181668142,0.008987711223523848,0.1100357330159933,0.01679727657349364,0.06950982099486919,0.10024786766636744,0.05707309176094636,-0.005422908184583033,0.04359606365997504,0.0709780675950421,0.04574807041687209,0.05223112569703113,0.019237753364883262,0.08143913924045042,-0.005840210009477414,0.06904149979241175
HALLMARK_ANDROGEN_RESPONSE,0.03287461857465196,0.054342290989543046,-0.022349026092412964,0.02365062775054387,0.008170454470450993,-0.024598930381098654,0.023503878677277157,-0.014309040191039093,0.10793503624442029,0.029113579345334355,0.04636753163858375,0.06307749952194922,0.0010558786916005421,0.004820611879112628,0.1092781832704302,0.12398839035397832,0.07618734390462946,0.02733674450160018,0.07315121067277155,0.14376812911501846,0.0710917559313754,-0.060936265273016654
HALLMARK_ANGIOGENESIS,0.020142557272489717,-0.023865177460588173,0.019422000012147986,0.02547423463915243,0.07633725719245904,-0.02253499688402128,-0.02629699713565134,-0.004887173861919767,0.11947388125133498,-0.009975313020749789,0.056107502165130003,0.14349075421569277,0.005302195980014486,0.044377318524531216,0.010317392648825873,-0.012130982335897105,0.034540896671963764,-0.01618048233676279,0.07674914447095346,-0.05924297114461421,0.005843359245178372,-0.007214111138039847
HALLMARK_APICAL_JUNCTION,-0.0383963928514172,0.08048125173170559,-0.04480482781194004,0.005378143744509303,0.1122770078487975,-0.028710922709912427,-0.008681650684583483,0.0019414653054982498,0.11833987912569174,0.01837955271997764,-0.003149433748372397,-0.02877288514545466,0.02828390081721241,-0.018007603280525097,0.15704196839313747,0.07097722632935786,0.10671592782899895,0.015872966662873154,0.054353346237133275,0.16353596755934294,0.13287118498232414,-0.019450290417524937
HALLMARK_APICAL_SURFACE,-0.027771515617208458,0.06870595385010389,-0.020126396846535787,-0.0017139112184596202,0.005760649532461091,-0.024322797937586304,0.07064637727835561,-0.053119845260345085,-0.054710999132840596,-0.009672258460716345,-0.02223083019182511,-0.01466989784159414,0.020900674215871932,0.026283016112117686,0.10256096773571924,0.020681461440974623,0.06069300435245553,0.02676887150014987,0.0330408653194226,0.1331595099659628,0.05563638535031883,0.050701525555754634
HALLMARK_APOPTOSIS,-0.013442894494041886,-0.02262408968370191,-0.016925272592800463,0.05411929825635447,-0.08993616957791313,0.041591763593910765,-0.05822897973062459,0.01953584291877286,0.006090238921897759,0.009334292623358536,0.01932649929355027,-0.06446412503771552,-0.027962476086916366,-0.031744739097915184,0.05149724265630101,-0.0281819033104645,0.0872924944185268,-0.01881700903938366,-0.0017214777818816333,0.07433809601948464,-0.010930661018223806,0.00444740580190465
HALLMARK_BILE_ACID_METABOLISM,-0.07663009526439488,0.08663112440587221,-0.012940490371489241,-0.06648367364005622,0.0558876036236006,0.04422211378433171,0.051811711966463114,-0.003201766952319004,0.08462666774942126,0.009699192146617094,0.05441600378359611,0.056472593369637045,0.022427059867407784,0.022292020245968318,0.037639200139935526,-0.020411789901956898,0.07813581902980199,0.0039039871237605034,0.06544823872737138,0.09814191510699032,0.11494757517889428,-0.0026708171114586026
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0032158719849390113,0.11267721143634457,0.009873107341844966,-0.004243855593967819,0.048055522608106645,-0.006129678061376987,0.028200665202807125,0.037141020445772104,0.09202164105520805,0.003042552564470373,0.061845540628722696,0.14070339873573867,0.03547385657577571,0.005802479177077454,-0.018720301294858004,0.05755259915932708,0.03807850674986177,0.0680005460311743,0.07694401000244176,0.13280666963353882,0.11067531153599867,0.0027269608285215843
HALLMARK_COAGULATION,0.16534916984407869,0.019926823321613878,-0.02381674205579247,0.04448358499554636,0.0422390860612357,0.040545783908750986,0.019716163144224367,0.06738002098605153,0.07164592015579883,-0.0106109869517199,0.0984515367597714,0.11385813501252062,0.04948390257788687,0.01568231040033597,0.24939613931428362,0.12032551956480188,0.1462462194007553,0.004523089354054261,0.042779742366388054,0.0721045708958575,0.07210036229043636,0.015025378902915493
