,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.020549884813188892,0.06766292734115956,0.054412926321334,-0.0708015983449193,-0.0506065880756151,0.06047432722119978,-0.01367108182764729,0.04078254375140407,0.05931269445767023,0.1442326069393208,0.10341490798756268,0.03119443313640696,0.09159433794279596,0.05794622731774095
HALLMARK_ALLOGRAFT_REJECTION,-0.06102104917481628,-0.011028718021813854,-0.02604365043894243,0.0391953682872822,-0.040387412504686034,0.01898374507416312,0.015569936070325401,0.036416150579589204,0.0030525689753518573,0.0934008145260556,0.08274728925200792,0.01055425345184933,0.05130023993150552,-0.044450649925006025
HALLMARK_ANDROGEN_RESPONSE,0.12730457693653496,0.1323099472159855,0.06012481408372415,-0.08086801680805253,0.07602763302786093,-0.004044143524580786,-0.022640255019209982,0.07913478313872291,0.05849281184889218,0.15266584049310172,0.06641027607889417,0.014795044774102612,0.061555197218966955,0.11883421673677848
HALLMARK_ANGIOGENESIS,0.002729493861851574,0.07483528363624176,-0.02006165425136282,-0.09662184296427291,0.022866503076300584,-0.03731134931351541,0.006627131647243795,0.01449521535744341,0.0811565134077491,-0.14926495428315403,0.04812370396406717,-0.03471808727604244,-0.05798432788880465,0.047306158133558984
HALLMARK_APICAL_JUNCTION,0.06400039689122887,0.08901088701790617,0.058802693514718604,-0.06628138493549232,-0.02103623974182837,0.06637031459461687,-0.022378805028253103,0.06598136074713633,0.07631451180776148,0.15447387278385102,0.08477661724441578,-0.0351647947349667,0.05563768632762759,0.09284704847014986
HALLMARK_APICAL_SURFACE,0.06393154584775734,0.06033292547865374,0.1123816831359265,-0.014671356527146535,-0.04257756809570344,0.08766439267445351,-0.04195855960952307,0.016103751582519456,0.0701999578479628,0.12012255796701819,0.0749978634172482,0.0020783258217362947,0.05655678824044244,0.05750529077466613
HALLMARK_APOPTOSIS,-0.03112571212914616,-0.03591463902294302,-0.011116776530820587,0.10580739096465325,0.023725947885809152,-0.03307729686581443,-0.011042524045663651,0.02360569021773904,-0.019731126340433197,-0.10186000692500513,0.026435025262852917,0.005321737987467574,0.0016705569223021955,-0.016483203166633518
HALLMARK_BILE_ACID_METABOLISM,0.05168883744398361,0.09999626784107563,0.051288841454674286,0.004127422552749851,-0.026277467005567802,0.05433189092804507,-0.023420481533088632,0.08957735015872292,0.08833816907714272,0.12903734569702896,0.0701389322733406,0.030027414217917586,0.08762459057608189,0.051964662126655
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06925546697277463,0.13803547434000074,0.08421018542058792,0.06614903279647454,0.005024134403032544,0.05512127662331747,-0.025195283381786542,0.06015823200889028,0.07343385685438399,0.17493621176619423,0.025683234715896126,0.029060316062997152,0.09079941701727333,0.057966726508504
HALLMARK_COAGULATION,-0.07866589747266627,0.029134713648414266,0.012338264490975828,0.06835265383899897,-0.044454323920621264,-0.0004921131217647763,-0.018574173075154375,0.05553146440175132,0.06618774923506808,0.061139044428182736,0.05884724962648492,0.013525575400273876,0.02992908787290363,0.04918954845678391
HALLMARK_COMPLEMENT,-0.027971898134400798,-0.0305517872721151,0.015558799009210663,-0.09701040511206731,-0.02331406465643156,0.0016044179090243668,-0.031198183259154147,0.02955917445557932,0.040036284326901185,0.0747215671432518,0.11074668268758973,0.057119782604507216,0.077050284093008,0.08057946614862416
HALLMARK_DNA_REPAIR,0.08891258666232532,0.15245452053063738,0.042921837939287506,-0.036237676629330605,0.05012267248682147,0.06189862501775317,-0.005801799327570582,0.10030091866401197,0.02661342420175026,0.15808812345980008,0.12142336138390364,0.03372239795518945,0.08012004822847857,0.11015037069704797
HALLMARK_E2F_TARGETS,0.13028601651738933,0.1145874005777857,0.07226420929478651,-0.017245098615910726,0.014692322149697665,0.027993586406151412,-0.019715968067543724,0.10340891594362536,0.003986995782680735,0.11131651683326999,0.09426990131587426,0.004346163979605902,0.09508825272317369,0.10786729378103982
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07771306191742332,0.028101113972830237,-0.04107873675371903,-0.054893462701452025,0.043725525336129514,-0.04674509949501263,0.008095123803825594,0.026409802258238625,0.0342195475827264,-0.12292126426149284,0.11094916003888888,-0.06825897394022752,-0.0045600825957129165,0.07600504718357529
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04554373775383887,0.009332594771166209,0.018578030722195542,-0.03941570336710605,-0.024337910403898058,0.018248745795809977,-0.05860360596344277,0.017710664534188094,0.043482842576581915,0.09306925952471819,0.11185984700107858,-0.01961144854139679,0.08935956951534303,0.10349275719102574
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02245916341131396,0.08516678051182128,0.04374686639022292,-0.007204049335116028,0.03667921112461198,0.06626081390667009,-0.06657147311465116,-0.008326063584263667,0.05585649025972249,0.1373961060836469,0.04965050215849159,-0.009861866293311882,0.07936914730088916,-0.006497618213598127
HALLMARK_FATTY_ACID_METABOLISM,0.010764099464706647,0.0031594686224814864,-0.02384383159702339,-0.04499717837107959,0.0517400819010101,-0.028227188287324696,-0.001916987108158522,0.0052518383309797636,0.0028670080635170223,-0.025388914616630783,0.07131211961143076,0.02155328578931796,0.06653471219517772,0.07413627960014524
HALLMARK_G2M_CHECKPOINT,0.05793684729688403,0.09698965965185774,0.08577020403286896,-0.07817437531412633,0.010002240965925002,0.08358985193589959,-0.0013286217760991462,0.07311341310645368,0.04727462000220221,0.06131113081069551,0.08982774085360115,0.023978648107562766,0.07864137120027755,0.10782109061272517
HALLMARK_GLYCOLYSIS,0.09947293592100974,0.14910929456896066,-0.012709557525025724,-0.00925220313930514,0.05291321046972881,-0.04620418396206543,0.03687018753120995,0.02391983892874777,0.0834504440727953,0.11713026775474318,0.08909005546373579,0.0027545068293549305,0.07832611573690075,0.11120302722355457
HALLMARK_HEDGEHOG_SIGNALING,0.07684519911352222,0.046453946929804014,0.07294059187529026,0.01546049440962655,0.021925906332172784,0.017832781308471372,-0.01991247647081008,-0.015342162788429273,0.036276560421863016,0.06169615419777808,0.09238455575859225,-0.02563107932405664,0.09842027848221487,-0.009143936002793868
HALLMARK_HEME_METABOLISM,0.030400200483057648,0.14849911508441044,0.041804391241741616,-0.04029465448123752,0.0074901701512648305,0.05917339035716049,-0.033892645338367236,0.051071661812808054,0.04696671995388445,0.14693712787145277,0.08802985264254222,0.007104122501708581,0.09646919808244793,0.07065807030942696
HALLMARK_HYPOXIA,0.008919359885949137,-0.01810559270546771,-0.046863017062184535,0.014227372804038801,0.07558768361929814,-0.09553610797436132,0.007383994280080958,-0.039364981629833484,0.01782192989804134,-0.10208373452518693,0.08869706000033879,-0.051413946436576555,-0.02067621911488938,0.040569898858137186
HALLMARK_IL2_STAT5_SIGNALING,-0.02901155476195803,0.042803538518334905,0.03492217861741124,-0.07324894902374439,0.081608737176198,0.026954319297335366,0.0037623817817202727,0.08374002619225862,0.04214005529667178,0.1332834353785175,0.012821008786277236,0.004568432719867765,0.08340395264110483,0.08437454950239706
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.023001445563164996,0.020147336711800946,-0.03709461224482003,0.059966694190472576,-0.02853542107397941,-0.0391646767854275,-0.015367512621036096,0.06336671776557945,0.03230800576077975,0.05599952362777058,0.03754889816809219,-0.08521801266920916,0.07651519901669869,0.10298774877004226
HALLMARK_INFLAMMATORY_RESPONSE,0.06458739971263223,0.004449454502716465,-0.024012499818016973,-0.1057374836814243,0.04708927053302726,-0.03341841954769398,0.01698440752463362,0.06392533007096998,-0.002879102863966232,-0.005473131493359492,0.04811945689708852,0.006438609998838492,0.029683593414945697,0.08184845471652909
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0023774778709049036,0.13040559575022873,0.029683003688597224,-0.02804792354523842,-0.02723051825671835,0.10036304308412572,-0.014503797490615073,0.04861699022494198,0.05208479802077974,0.13802867452814477,0.06115875239080399,0.000453057346548694,0.11202402869433022,0.038738610135931856
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.004894458310829555,-0.007564355769113002,-0.013369975062434996,0.05472017162407872,0.03096446328707878,-0.05181611386312807,-0.011289113722673483,0.08161353630257723,0.07460428173093428,-0.0059789081439787,0.07964125068896238,0.008877436319513174,0.02511866879082566,0.12123247306872902
HALLMARK_KRAS_SIGNALING_DN,0.03443302374441565,0.13415788972316445,0.05430231475510215,-0.008423704790775867,-0.04946974486582494,0.06538726594459486,-0.03934205001625434,0.0616901455868119,0.16907153692354848,0.17285284942497928,0.08452500464106495,0.018947180408439238,0.07845933149603401,0.014698864991793641
HALLMARK_KRAS_SIGNALING_UP,0.005337668284061821,-0.03448128096726843,0.0001183041266842811,-0.11120826908266089,-0.010115539041821124,0.01886941511556334,-0.035384585170104524,0.021968945625906924,0.03068562394462975,0.0978295628640786,0.10314629219336337,0.00930394310673829,0.059602962957927996,-0.03380227408673313
HALLMARK_MITOTIC_SPINDLE,0.05530260502547641,0.0958452210080442,0.07426073748706115,-0.04080835201723316,-0.004551634181076081,0.031355397720744284,-0.025133402307201194,0.06345341057615289,0.09361467523357232,0.1369108475817418,0.07610598676367665,0.0033586024082137966,0.08935793202244875,0.11601652688516288
HALLMARK_MTORC1_SIGNALING,0.11028414582556133,0.10255209999032107,0.000580569769407248,-0.021208037598241258,0.04331026381720557,-0.05220238417739357,0.04293499216537696,0.03409612956401737,0.059220856752358164,-0.02463133665777908,0.06891206117295598,-0.06907120605828368,0.0305523443253233,0.09396928452083828
HALLMARK_MYC_TARGETS_V1,0.1043006198313427,0.12272516660383488,0.03078852224584643,0.0021057649724097673,0.07062020692575903,0.048151922589665615,-0.0013226566119022584,0.09077877700748102,0.05768001136661292,0.18860922674006855,0.09723639253973931,0.01288813257498072,0.09767408058654273,0.14197023162115352
HALLMARK_MYC_TARGETS_V2,0.02578354481438786,0.03141784306997134,0.06561742897049572,-0.01047521822279192,0.03743131520988649,0.061376794977474405,-0.009211941770871663,0.06661738964520751,-0.019737829067298113,0.08475205267406258,0.08651849968467051,-0.0240049465919523,0.028877564194603095,0.07233734799449287
HALLMARK_MYOGENESIS,0.050957372029868525,0.0394922862960595,0.0446632873564539,0.005387018885482067,-0.0674225767422853,0.062093675444396666,-0.04600544904670645,0.003568697115966991,-0.004415774853738987,0.12070047868110535,0.05583134259941149,0.02908564225835534,0.031639951873204404,-0.01066136215988462
HALLMARK_NOTCH_SIGNALING,0.10254038548744578,0.1255287488959313,0.11140375175611557,-0.032468263265279886,0.004816390190852116,0.0422695514642682,-0.018529449489279735,0.04465477228293513,0.03229228941837094,0.17475937535880015,0.11450818724406499,-0.0028738169632199022,0.1100588011175814,0.07068851013004891
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11032421959873938,0.15865947388313156,0.08231023682541608,-0.002707384030055582,0.04910810167974587,0.059552574432707166,0.020794898347340555,0.05940621888823373,0.05654458323204684,0.18865317569235845,0.0630442770232924,0.04784780233266066,0.10265657351494725,0.030377309447347463
HALLMARK_P53_PATHWAY,0.04828149034869442,0.032189661676534746,0.0013312092384330156,0.04670160601127076,0.06825469317659302,0.05503757133309967,0.021193019497126594,0.050639260093574334,0.07505224922589913,0.15823246055606463,0.0931625211315524,0.024793979813696878,0.07684935609863523,0.09207539913950434
HALLMARK_PANCREAS_BETA_CELLS,0.12686290433145272,0.11649063598766164,0.08658301008669296,0.01782293310543986,-0.01565927822383237,0.05503874892660722,0.0066191843368051395,0.02340174718665962,-0.023642679080768194,0.16830114624401799,0.08823538322611063,0.0837100644030103,0.11152989998099265,-0.034848436231226264
HALLMARK_PEROXISOME,-0.03337514919555579,0.03177967694415588,0.029338588974106638,0.0282225719859568,-0.04169470577795122,0.07789473058480638,-0.006557521909637957,0.05135213687769381,0.002099379131584662,0.15468614666209504,-0.04692147361208435,0.02352643234452405,0.05674511896389836,0.07740656608499447
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05948320481032495,0.10667185803627789,0.04818543403586478,-0.1051373724640555,0.013539700340496903,0.043845094036091256,0.0641956365001218,0.05923822001488542,0.09171607898701142,0.1556007213088677,0.05599636338670356,0.01674617811879805,0.10713060966718937,0.06102731210921948
HALLMARK_PROTEIN_SECRETION,0.08600847213297738,0.16147086143504638,0.03281839489009474,-0.04094570060458223,0.05986852548424248,0.043065756656270875,0.02728953736966358,0.08140645114577938,0.07767327986012829,0.14960316299202492,0.10788715905368593,-0.02015499678808042,0.1312442919469573,0.09145791505620354
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0033203129224392432,-0.14714723980505823,-0.08306621157858643,0.1153181718211944,0.0841863070634745,-0.006169438233134182,-0.017713588953731537,0.0052339365853320205,0.06643816449037629,0.14587288561295056,-0.06197598298735594,0.03734374913712218,0.0758993779244559,0.016607082465513803
HALLMARK_SPERMATOGENESIS,0.12900394715805663,0.07563001526226286,0.11036282793935116,-0.00172995344137721,-0.005057027019839145,0.0482890848353775,-0.06668782658606573,0.052131339180686354,0.015551315065039826,0.1510599403285893,0.06822767751827807,0.0010156939342700995,0.0737934820918434,-0.008467279526473087
HALLMARK_TGF_BETA_SIGNALING,0.04004914267022522,0.10213231322082902,0.04024792841162698,-0.08287919935135633,0.0057052842910307365,0.07495159666831927,-0.051220850318231995,0.06972753489266303,0.04947349381352781,0.14357264933717934,0.1233178487304728,0.0054637602062635356,0.054220114441243854,0.09244894212000022
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.05745047576720208,-0.058748140390559304,-0.03917498215069526,0.04953383368853712,0.04765033613825665,-0.025210174077197695,-0.0673955100722903,0.016458168002440137,-0.05277735181304162,0.01965938890008698,0.023848997222523063,-0.04978179858303004,-0.023012948131871606,0.11674895591254698
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06009153725575043,0.06687808332842138,0.017977888578888324,-0.08332419034862058,0.04837757023143976,-0.029308192246277873,0.012486077258835543,0.051390959087957475,0.0219384734102484,0.16561757602300342,0.07965209667729718,-0.004537020715387486,0.062305884891667794,0.10402424872000919
HALLMARK_UV_RESPONSE_DN,0.06708318969623152,0.12707718907158683,0.01931387251001595,0.03174115873024429,-0.03784177197005243,-0.0018629281157321856,-0.0076159356815719455,-0.005046875252496002,0.059671641002180476,0.08153734173056472,0.11429051536150209,-0.03536117311216084,0.023875358517437682,0.05645102713895876
HALLMARK_UV_RESPONSE_UP,0.027273989531164427,0.05420120393344598,0.00466844987554071,-0.02018671380980927,-0.015859571410662545,0.01950460843320435,-0.05656856522119995,0.013631606289202389,0.09873061486616765,0.11771719168394579,0.07733721237616377,-0.033185885133252484,0.05550740663133497,0.06591614562521785
