,UKF248,UKF259,UKF260,UKF296,UKF334,ZH8812bulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03784195007110826,0.004926667528854607,0.11959561840888129,0.02456687722383165,0.01093909628692337,0.046236363368579086,0.0902793863942238,0.038856682200868374
HALLMARK_ALLOGRAFT_REJECTION,0.01895866669579213,0.09657298644411054,0.0405012139698793,-0.01662326437071225,-0.041295351317606054,0.06145721089117592,0.05584548246720969,0.00015057224753468304
HALLMARK_ANDROGEN_RESPONSE,0.033739156829279776,-0.008678799479261529,0.003534387474975635,0.014404937593673495,0.000953616494986416,0.04403765441875585,0.03177270524673377,0.009276530779027825
HALLMARK_ANGIOGENESIS,-0.050235672440956135,-0.036595614114617064,-0.050193357425287535,0.03587714770831752,0.05364353979722997,0.032953352805446326,-0.023086758880352536,-0.03690014988396553
HALLMARK_APICAL_JUNCTION,0.06380762991134195,-0.0054761940287263505,0.03399102433320218,-0.01659294350032708,0.0633599684866965,0.03729387402895802,0.06455525038178299,0.11427435996729601
HALLMARK_APICAL_SURFACE,0.06378986166695526,-0.032498570049799995,0.10353459558377598,-0.042949425919843055,0.0072174472765056796,0.08486896096529767,0.08652303735351621,0.11309184102133407
HALLMARK_APOPTOSIS,0.04901542222503523,-0.02674477996031446,-0.027019840339726413,0.023982037917913583,-0.0029622863682967184,0.029178448372400672,0.11452173422023909,0.07349854178097627
HALLMARK_BILE_ACID_METABOLISM,-0.007241142485174869,0.002799283535111654,0.056265797637052896,0.06040723173138018,0.06613995184868873,0.03758476834648623,0.05480653937516353,0.013403437345249016
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06325554245042445,-0.008868813312288554,0.019176384955001687,0.014546698337634308,0.050270987021480494,0.025047123196955002,0.10132764766415953,0.046909723445411104
HALLMARK_COAGULATION,0.039659073116915744,-0.027523967836089427,0.019398679930029146,0.018945671693577994,0.04381638303568477,0.055527280755695005,0.09481378838015066,0.01170105071027894
HALLMARK_COMPLEMENT,0.018750222993730827,0.013750298415246996,0.013708302930420453,-0.010472630741237807,0.002169005749962254,0.04646512163065289,0.07328014417214562,0.01584017376708842
HALLMARK_DNA_REPAIR,0.07641769430522259,-0.005787021317955618,0.10409233035025092,0.043005526784181354,0.017715868205863468,0.08502986211774895,0.07126018141995798,0.0851989256522493
HALLMARK_E2F_TARGETS,0.059343839489096724,0.0012045177411767005,0.04351715350532879,-0.020720622180086655,0.06442357817406232,0.008386030586435556,0.0611169758542352,0.09416905724484119
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.055048384884914425,-0.07190386268556012,-0.0359196095768876,0.04592666970501414,0.035380232206544855,0.037248236113959096,0.043234680109762454,-0.023465344431878473
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007366446395122958,-0.016562077189166604,0.06231973669860726,-0.034179648594034995,-0.04182080008793789,0.003000051195977916,0.07813274218426547,0.09144992784077861
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06329220062965593,0.001973609221074036,0.0488107197953862,0.006369106581190702,0.010850625969358358,0.06616331089436815,0.08645480861765956,0.002518890987367628
HALLMARK_FATTY_ACID_METABOLISM,0.018807175306913976,-0.034234901315624525,-0.04771367609858599,-0.05482881454144896,-0.07361518533405886,0.03707119730029379,0.04920288595050047,0.005675253390825848
HALLMARK_G2M_CHECKPOINT,0.08368700302188903,0.010459759007900216,-0.010703527951421559,-0.013498815465506919,0.04672775623387047,0.01702315982517556,0.057056008620372356,-0.007604391961365867
HALLMARK_GLYCOLYSIS,0.019783433411804007,0.000817459710908774,0.05350073827755932,-0.0008262167298977491,-0.011891206816720453,0.0037136229619998437,0.06487911757104566,0.08205349940848801
HALLMARK_HEDGEHOG_SIGNALING,-0.004688641082292501,0.006222949446866328,0.10141592267024747,0.023117787566125793,-0.07413432940412112,0.024064366664962974,0.12462469733266779,0.04705336056728431
HALLMARK_HEME_METABOLISM,0.037317525809404645,0.00962904746109892,0.07901138424292388,0.03670709120233726,0.005716683000093606,0.029169576232449566,0.06257749426616567,0.039368147718402045
HALLMARK_HYPOXIA,-0.025029369888713567,-0.01706593542153604,-0.029473109527215564,-0.011275492624241148,0.020378684736228097,0.03123601416129948,0.029468138996063577,-0.0018590938013591388
HALLMARK_IL2_STAT5_SIGNALING,0.01867705921377864,-0.01742509298540127,0.05167725832529453,-0.02077026240315369,-0.011593651971559982,0.035420078071284625,0.0902689462607418,-0.011461122035952197
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011255870509839424,-0.036435041776837214,-0.045960685086782554,-0.013682146819299388,0.030600868202913762,-0.010800952499214337,0.08967217744454926,-0.046430132832359985
HALLMARK_INFLAMMATORY_RESPONSE,0.03623574178402475,-0.0025122574237332633,-0.07769221829134351,0.039513050983195866,0.0364200077196959,0.050140244788150365,0.06835269246701699,-0.006637822159078124
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03556858747761595,0.026985949709263168,0.09014736051352752,-0.03380592153689482,0.030683138523441993,0.045407749003261215,0.07692735786342515,0.019554013579488157
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0610810507319094,0.058205264227616675,-0.06716998634833987,0.06137750164649016,0.03846900301565227,0.049438171066898705,0.11315240384919033,0.06433099916907453
HALLMARK_KRAS_SIGNALING_DN,-0.007321260507563124,-0.0005593867227463896,0.10179853216039561,-0.011606284195759601,0.0478973363566999,0.03991177061530822,0.07565040403059643,0.06335805438589028
HALLMARK_KRAS_SIGNALING_UP,0.01052562498922832,0.01870591147604251,0.07315106959953234,-0.007736687369422473,-0.024049880487931115,0.05136289714774501,0.06351801180132573,0.041859591612286376
HALLMARK_MITOTIC_SPINDLE,0.050435422743962545,0.0031367781302780325,0.0860497674586624,-0.011532439258555583,0.006651989150295909,0.029744957038231323,0.0637774271461333,0.04691511150457887
HALLMARK_MTORC1_SIGNALING,0.00580066664531434,-0.010536961432151156,-0.06666173894527938,-0.01837241010985295,-0.00015120908177158432,0.07614776548138874,-0.008725439766730963,0.12938293132421946
HALLMARK_MYC_TARGETS_V1,0.07585923788350014,-0.015085068097995253,0.07652942943575784,0.024893150609548328,0.011363482952779011,0.09068204610527542,0.005771929000889797,0.05554120751724118
HALLMARK_MYC_TARGETS_V2,0.10333676454604505,-0.023311740510766295,-0.00106428007174952,0.06818958090003022,0.07917791446202606,0.01936308651783524,0.06379309733372886,0.08575781675988337
HALLMARK_MYOGENESIS,0.0631434020130889,-0.007179769785986805,0.06446256935882085,0.028077012523515504,-0.008200630203068196,0.042698001684674664,0.05910007922543303,0.05909164509963252
HALLMARK_NOTCH_SIGNALING,0.07717510714488758,0.011027580480753233,0.11175022795487428,0.06891309914976246,-0.004255051312301745,-0.003386267412231241,0.03927550584191105,-0.035385731827981624
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06576284962160969,0.0033844181760335317,0.07963392023194903,0.01181068620633333,-0.01568334556617557,0.0895827242599503,0.047377721907017535,0.04147839976294747
HALLMARK_P53_PATHWAY,0.03990755675785733,0.012240438502835365,0.07364429134526507,0.00305043000650263,-0.02207106669252313,0.01604970738670844,0.06329403331903377,0.1331739377463832
HALLMARK_PANCREAS_BETA_CELLS,0.04725488911844782,0.06063236441427344,0.06578247740495212,0.015179517325041064,-0.03751285505091615,0.0676259647392741,0.0719055487911792,0.042892658600243556
HALLMARK_PEROXISOME,0.04512557136729646,0.06221101393117967,0.08085242341753937,0.027780918363643575,-0.0013028154758176406,0.07253068258934373,0.03231369458700455,-0.03536594004628619
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07712243656616284,0.017316382552127026,0.07927641542890873,-0.005514111943765673,-0.03567302843655542,0.05078843618554487,0.05500688939846685,0.0470334354177877
HALLMARK_PROTEIN_SECRETION,0.07452740509542369,-0.026616457046092293,0.07707408666862456,-0.008193692477602398,-0.025526395691336825,0.05923599684939965,0.06752661524069299,0.0349668235644684
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02708209680351856,0.005851994198026962,-0.03433556105907006,-0.07066973417207968,-0.045549401588719576,0.0669616885095199,0.045929676058891346,0.03948319078370179
HALLMARK_SPERMATOGENESIS,0.05210856054840985,0.012810914391546935,0.15134346162656245,-0.010021685406527836,-0.025335938553828496,-0.012238540606521122,0.042686330075891975,0.0609241987085564
HALLMARK_TGF_BETA_SIGNALING,0.073421239500831,0.02364673926337612,0.049178624968201516,-0.006750290604549149,0.04706151882687733,0.0275770131271177,0.07502739006379634,0.03925873277431218
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02003062371146292,0.002001858042656139,-0.07131187210476307,-0.03594195696151284,0.03785536672433744,0.024970571079422417,0.03259414833217545,0.07347496235372726
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.01494963056479097,-0.0177291303007947,0.022052565693134393,0.002959082342227506,0.0032174412968531047,0.07079579233523406,0.040380723473910196,0.06693903319475232
HALLMARK_UV_RESPONSE_DN,0.03406368178552505,-0.04387250751765664,0.06469400846508046,0.05646205104044705,-0.04278925215032875,-0.004528778399777174,0.031853637920526416,0.0995322833280212
HALLMARK_UV_RESPONSE_UP,0.07511005593927929,-0.009025222257415769,0.09679838945325453,-0.040984135425170064,-0.02362665827858964,0.006988129379064169,0.06395419531818673,0.10229339691589588
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05271600540026515,-0.06727152744862626,0.048128537078167805,-0.07280037679023851,0.05327784956796744,0.0008373684172416031,0.060376117549107565,0.04007993167331135
HALLMARK_XENOBIOTIC_METABOLISM,0.058255073804829596,0.01647799622620371,0.048531599858996424,-0.011095292577424982,0.026679910228410295,0.026192605030663195,0.10175554665545616,-0.0014150056969827107
