,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07991816527313272,-0.012617133703470368,0.0521340560948376,0.050912529617861496,0.06384265593503578,-0.028892560406410674,0.07483294286488996,0.08433516322861487,0.10020783128024419,0.26542199637925395,0.2237682862342643,0.1391726609839322,0.14740876544611614,0.13279253752213108
HALLMARK_ALLOGRAFT_REJECTION,0.045733549485086594,0.012787575046702965,-0.011361610399906687,-0.01159002131989872,-0.017329009739153238,0.018990397772510926,-0.07325092446947608,0.09707428013911222,-0.08818122876530209,0.11954795190246593,0.1037080227525174,-0.014516111776704123,0.07645304046304818,0.05424503777819563
HALLMARK_ANDROGEN_RESPONSE,0.08539512426468548,-0.007262200908384443,0.09532319795864742,0.02656169895227491,0.03644488958840067,0.011062538601260963,-0.0074646716691029345,0.017543769188039075,-0.058531319717744716,0.20343048049129525,0.19621770948201928,0.023424653106745737,0.0850063334493415,0.10138682934611441
HALLMARK_ANGIOGENESIS,-0.0013514584809725296,-0.03493945033160412,-0.1618243879110221,-0.01168412255804001,0.014993565154548694,0.0034468800008259034,-0.050375873487871446,-0.05031660355681328,-0.21938314978693682,-0.05094953935244012,-0.15969754063984867,-0.09625397686795648,-0.03872787588715568,0.048618104210031536
HALLMARK_APICAL_JUNCTION,0.10126029987367306,-0.013160942418778986,0.0007103436203897067,0.006526360947243003,0.15078517748385264,0.028322434258466627,0.11390726830863256,0.09972195954561028,-0.07664958915173914,0.28783390391279473,0.22546410455423938,0.19233838990758795,0.13414183075940433,0.12194288464481397
HALLMARK_APICAL_SURFACE,0.07788222775298705,-0.022370981425351513,0.08538768816590851,0.079777135771243,-0.0345677744300333,0.0266248826051717,0.1496311285100417,0.08106846239931813,-0.03161536800219436,0.21753891109370238,0.18694243375577335,0.09417604309594584,0.12834568731246854,0.12342790555768808
HALLMARK_APOPTOSIS,0.053747716874794266,-0.032806177531495465,0.006174973746970614,-0.0014880659214563418,-0.024805727748859932,0.01328882286673541,0.02052272724549321,0.060046498168236734,0.09662891959564768,-0.11863136946144119,-0.16293602220088024,-0.07549394970357921,0.044295965738944953,0.04366049304748385
HALLMARK_BILE_ACID_METABOLISM,-0.009089411963776337,0.016224087263517997,-0.003585202437670811,0.023150609901067418,0.03075097138275894,0.016541733877827865,0.012903216972717664,-0.03595313162787782,-0.037123949728826426,0.16913341047980102,0.25273412147439345,0.07534193355474922,0.08739523990045804,0.1118581737007106
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05509185194767808,0.0036327180689758537,-0.013194787183947789,-0.009250727633115723,0.0460170669392289,-0.007847437982618216,-0.02400871850999957,0.1059741098147365,-0.16275325770460816,0.30519992739525464,0.23040507528667056,0.12465744246992708,0.11432799367943018,0.032992525607014475
HALLMARK_COAGULATION,0.0947395283568573,-0.002383301107797607,-0.024809832886126388,-0.04668772643616976,0.0851803215755726,0.026094779663899417,-0.08034700680051783,0.04847590062429774,-0.14779932506569277,0.14309023475937505,0.11660798247302329,-0.08934264052458284,0.10758745626707474,0.07623561459189215
