,MGH258,UKF248,UKF269,UKF275,UKF313,ZH8811Abulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04450343800083107,0.04374272995273798,0.07805060734293195,-0.02828493533184546,0.03225392979853274,0.025907778147188427,-0.04450566176267137,0.047840031595084015
HALLMARK_ALLOGRAFT_REJECTION,0.0007389143363648904,0.00020212321318632804,0.10949137301190602,0.006216260920805555,0.06588175798829647,-0.058680469206635805,0.01900862696945827,-0.0046612218490016495
HALLMARK_ANDROGEN_RESPONSE,0.07287787576969573,0.04796071879505337,0.10763704903527661,0.024364673770995885,0.079899964690153,0.05305377179957013,-0.0146438751845493,0.07237838962442432
HALLMARK_ANGIOGENESIS,0.04516773804626498,-0.07672573637784261,0.07786749610747085,0.03584733454436094,0.019768706730535785,-0.029251265359892625,0.05282715050263527,0.04541666372002835
HALLMARK_APICAL_JUNCTION,0.06970347885001975,0.04526212827158209,0.08025038415252454,0.06661318215807124,0.05249521198234428,0.027564919277355597,-0.04914614488863579,0.08577145808179246
HALLMARK_APICAL_SURFACE,0.042664545013604706,0.08110698263483611,-0.04397295422603092,-0.021151354906418677,0.05127164930287621,0.028856282476198553,-0.0030332759516062593,-0.06920484144853102
HALLMARK_APOPTOSIS,0.009519526310800214,0.0013001488811818088,0.022802656561183327,0.08850857271527152,-0.008847734743363249,0.011097822320312445,-0.003928296882781388,0.06646121246845921
HALLMARK_BILE_ACID_METABOLISM,0.01818937320930286,0.012481768240247545,0.09712144790886137,0.051043480317348136,-0.005419917052010586,-0.014609383235955611,-0.03697183061014098,0.04984237694342797
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11160449330587958,0.03221753305697163,0.08828504218165929,0.05099561415893164,0.05270721330419283,-0.0030551678370205814,-0.047691713930022014,0.040509318620651096
HALLMARK_COAGULATION,0.02497761306591307,0.03039209415468249,0.09486883407802287,0.00027043655270201153,0.04460324222725218,0.013588812185643598,0.026128377692231395,0.06289940314872464
HALLMARK_COMPLEMENT,0.05828281673396936,0.017725642332623786,0.08827095832036473,0.03513182769897769,0.038716798488714364,0.03833140316755374,0.0007887962783244124,0.034456789970665716
HALLMARK_DNA_REPAIR,0.10175374892497367,0.06076583603709933,0.10520015782766626,0.02689720391441184,0.03624813473279317,0.0048851278099288934,-0.07041774876744444,0.07571643759181594
HALLMARK_E2F_TARGETS,0.06232512818403292,0.027742039077249522,0.11124864878512075,0.029815426433589923,0.052124693916902894,0.03408861408053098,-0.057945666202791214,0.030318475227089102
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0521232356756213,0.05296287927898412,0.0851755323875179,0.05348664425322838,0.0159294138465364,0.0037579932612793864,0.020073094007020918,0.10941100891670708
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0427900312446655,0.02784925432383959,0.07193238684557897,-0.014042995487061607,-0.02479585551523309,0.03337648775668685,-0.07550806795895933,0.098830575573818
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0561356692001854,0.020054586551394523,-0.038791507366249985,0.023150462478782514,0.01762714724111731,0.014887948476727503,0.022763604218641216,0.0004817805756391644
HALLMARK_FATTY_ACID_METABOLISM,0.026476330149577884,0.021589651036440168,0.07037702182818331,0.07761525978352553,-0.0021167392309640216,0.039049517304583205,-0.05217359138578961,0.02202447635394277
HALLMARK_G2M_CHECKPOINT,0.08669402306945335,0.032826507734676796,0.1013407440327261,0.06125844820186245,0.023667282567997373,0.07500611418453593,-0.04363794715833332,0.07734914405605547
HALLMARK_GLYCOLYSIS,0.03862146529665765,0.017991591069770923,0.10507150659362584,-0.05023546468984224,-0.017496294825947133,0.014446537698260552,-0.06312088895658788,0.049962697116345635
HALLMARK_HEDGEHOG_SIGNALING,0.11721356494059745,-0.02365872911916352,-0.059948731024134,-0.09123480573685419,0.03222216156848378,0.0872253279448315,-0.07312083774250042,-0.029090013538391607
HALLMARK_HEME_METABOLISM,0.10159161557154314,0.03894029825328366,0.09133841339210659,-0.043019424451082366,0.0377623185287345,0.05518430978062856,-0.06756208757664083,0.05440096438776358
HALLMARK_HYPOXIA,0.03856818295218206,-0.02682630757686567,-0.03886549422358845,0.09055398617374116,-0.04103778950203995,-0.020402360555443113,0.04680450928963128,0.1005609081115711
HALLMARK_IL2_STAT5_SIGNALING,0.026275638246892292,0.018252185981327933,0.11848591862126877,-0.053189147743081665,0.017567755627174598,0.023545990139995338,0.0008166515506072742,0.030724301913923783
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.050193233100254385,-0.007712871914759767,0.07352836543908928,0.06623979076432787,-0.0027008334078266042,0.07790874173590714,-0.015792323457135722,0.022085686829499913
HALLMARK_INFLAMMATORY_RESPONSE,0.046168206335022915,0.0013142948149842775,0.048576490906276866,0.0458432650903162,0.025210760599569036,0.009474518505452036,-0.016683838061094063,0.04860565135013775
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.016166779953968483,0.051636355744668766,0.09783110650960365,0.015010236545885944,0.08013678942003515,-0.015869100820835404,-0.002143447747621011,0.030045130447189854
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.008383130225606345,0.052660729119847864,0.08631318438518676,0.024069976167973375,0.00807092569254829,0.016848738124791218,0.02005805240726089,0.08524645652581597
HALLMARK_KRAS_SIGNALING_DN,-1.7873425433540952e-05,0.028294740083637096,-0.008951819153502023,-0.06479487781754131,-0.028147475438323778,0.027671057202616665,-0.02860716805268407,0.03675374731432706
HALLMARK_KRAS_SIGNALING_UP,0.05151230509771161,0.022836045202022252,-0.013603675560174047,-0.035917028543401994,0.06176891943116002,0.03816863636087782,-0.049971625311829485,0.01338320365854728
HALLMARK_MITOTIC_SPINDLE,0.10697266506722561,0.04100579012532839,0.10851097426833942,0.005058611014414641,0.051313757601259155,0.0469831633722135,-0.06225901740670206,0.06146361300219206
HALLMARK_MTORC1_SIGNALING,0.06389689134375316,0.020241997191104623,0.08125667694367614,0.031071569011498316,-0.004346378275970076,0.022666656154422767,-0.004632613671544519,0.04704050831720657
HALLMARK_MYC_TARGETS_V1,0.12671897731751763,0.06406773066277952,0.12506896965723777,0.030561930542012353,0.05364455797883275,-0.002622140848159258,-0.04830421341115912,0.09464337344365387
HALLMARK_MYC_TARGETS_V2,0.011354535722131055,0.044359017458091246,-0.0047378878807706115,-0.0012694712578204554,-0.032293343631956885,-0.017327454639137818,-0.05508288355755576,0.13334558937152036
HALLMARK_MYOGENESIS,0.06934373986189946,0.06605264520316305,-0.007820534347500385,-0.006592017782100776,0.001662199842663761,0.009059740090107933,-0.08029622482802226,0.018053445565739522
HALLMARK_NOTCH_SIGNALING,0.05423341663585717,0.03530232863419393,0.08353696108373534,-0.04560360219650294,0.0601402846534476,-0.021331499358150024,-0.06902405540786163,0.03383094789742904
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09140734831988105,0.08409527145240032,0.014092120460333217,-0.018998377938112824,0.06205454216552971,0.0027278744789977177,-0.04793744614428335,0.012793378541621275
HALLMARK_P53_PATHWAY,0.08720145410566864,0.012707694498490478,0.10547683837848218,0.0749902979628664,0.026904816860497824,-0.009536122336130328,-0.02123141835217705,0.07996475211903709
HALLMARK_PANCREAS_BETA_CELLS,0.04954666919545009,0.01221977845905115,0.0009081971644204125,-0.03601850186925954,0.06202583532640997,0.003833487797172276,-0.09233339670870509,-0.06047836068326915
HALLMARK_PEROXISOME,0.05266261710985677,0.0251517962439641,0.04286684214309213,-0.07894489708028295,-0.011824816163233588,0.018320657084904764,-0.03869196600087927,-0.006286917282392242
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.042650161790301615,0.06435851209111611,0.037067630421169215,-0.050675368955600014,0.07007103525649953,0.004214386339901972,-0.026491623795526973,-0.014505813335009525
HALLMARK_PROTEIN_SECRETION,0.07774317793815619,0.03559681077119632,0.08679604503133712,-0.034524459896280855,0.031224113480187134,0.0205325369759262,-0.06016895460368387,0.06149281824847666
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03406640038413448,0.07358558979921398,-0.028639524428680178,0.01568114592899246,0.06882886171386195,0.026780986008325822,-0.04480713419422524,-0.023494094091557012
HALLMARK_SPERMATOGENESIS,0.03172100567321168,0.017599137100325648,0.02245635016086896,0.0037742436446326273,0.021175333973455064,0.0069678335050622296,-0.06591096353025606,-0.009360308326703766
HALLMARK_TGF_BETA_SIGNALING,0.02120502137398345,0.06549233133425587,0.10988324458062759,-0.01338008022770715,0.01428294615170336,0.009962235890365084,-0.04367998352129902,0.09285929388782226
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03538483347923502,-0.028013608244789056,-0.0628079306897809,0.09844125743310471,-0.00100926846400174,0.07008971526495113,0.05699196250891596,0.12670247628718853
