,UKF248,UKF269,UKF296,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0008631959224528386,0.006477694232797469,0.03511031911297014,0.050396044724913915,0.040111664452435435,0.04890082926188634,0.066228293505439,0.04931377306247202
HALLMARK_ALLOGRAFT_REJECTION,-0.04557454164554727,-0.003419137177931694,-0.01067223989453804,0.09777487926170722,-0.0013003965728576668,0.08385439875947864,0.019534680280840794,-0.01750214497407368
HALLMARK_ANDROGEN_RESPONSE,0.028965695784385365,0.02699964750382343,-0.03276835842769734,0.0334994094230318,0.061316615757843314,0.02507421162667243,0.02434639133158134,0.024150084490147182
HALLMARK_ANGIOGENESIS,0.1621086169354835,0.003038535840133832,0.022821137158520934,-0.035891618613952375,-0.06169139617856255,0.021200971894130997,0.0017506973557202456,-0.02032123598290107
HALLMARK_APICAL_JUNCTION,-0.03308986398456985,0.01070188873180648,0.024006986272671796,0.0296783930986374,0.06783337242927485,0.04544169337432427,0.05124481348510735,0.02082290658548992
HALLMARK_APICAL_SURFACE,-0.07174128593888833,-0.009795126528791595,0.04659107627677166,0.04230623803329161,0.08518469796897989,-0.016375260139071264,0.019857347623493348,0.08524096113635743
HALLMARK_APOPTOSIS,0.01917027411049402,0.00026203603836146087,-0.008286595890971306,-0.01969220618619926,-0.079570150542187,-0.0019458707136812605,0.02056302857142164,0.017230583077096247
HALLMARK_BILE_ACID_METABOLISM,-0.023741909198266145,-0.01643447316524346,-0.022780474609464897,0.043229802882826324,0.08175874758148503,-0.009942735707387393,0.07580594273763189,0.017404370986480934
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004382787722439415,0.025231589296703244,-0.0225145848663615,0.09947969336508453,0.05509709051466532,0.02396109762749063,0.05145771449434378,0.00662499036110241
HALLMARK_COAGULATION,0.013194926623425515,-0.007204660602879016,-0.07499512539654474,0.05123323185893389,0.0006635239365911367,0.062469728348433624,0.02480396729877614,-0.00035872718745360064
HALLMARK_COMPLEMENT,0.09941656356730118,-0.0044401483228711,0.03468221650799995,0.0350928499157339,0.030437361563198036,0.047725146529770175,0.04464295140981415,0.04207464607654035
HALLMARK_DNA_REPAIR,-0.0191211525531725,0.0009636763789999431,0.01663781643531084,0.06952540488536131,0.08694534972934724,0.05079802279358196,0.03317123463382162,0.01451746731293543
HALLMARK_E2F_TARGETS,-0.06453463584557009,0.00818401493267096,-0.01107494429178785,0.05203546778113032,0.09604038051930268,0.03010033367018351,0.04478828741568498,0.020710679977176415
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06008414113356153,-0.00830997525144038,0.002256246134408739,0.05086761109780293,-0.04292211834089855,0.06386656119553802,0.0021082197827493633,-0.019205511220279997
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06974691097622518,0.0031006132180507514,-0.05151636623795995,0.004912187578085611,0.02624193166093231,0.021517523464922358,-0.008467685175015713,0.013423082311665713
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0014447912949917445,-0.01920175822346931,0.020664508989068842,0.025834501066618453,0.10408254348122978,-0.03940745743294653,0.04751133597856795,0.04595247069276674
HALLMARK_FATTY_ACID_METABOLISM,0.04022683320501424,-0.037380753551919756,0.016455039312467803,0.03286140832857195,0.046592444288228334,0.05085070765745664,0.028314676875988272,0.02996889101487712
