,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.10504216229317716,0.14368026965272201,0.06171084155745192,-0.012299703668534414,0.04974742318635657,0.06508835627232173,0.038966128459090164,-0.017716616899693755,-0.06455571135597198,0.11444916003366026,0.14153214804578704,0.07082706840861845,0.08615413287262033,0.15915503332729772,0.05269434044028699
HALLMARK_ALLOGRAFT_REJECTION,0.12781469333262224,0.08210112038799117,0.037943779723764455,0.05333056820214378,0.11310752618353305,0.14436348743352345,0.10961415590775207,0.1410105478584879,0.07014203402624566,0.08526064396119985,0.1239972061180429,0.20780453299570642,-0.0306246609678524,0.2854296972473061,0.1044165194159434
HALLMARK_ANDROGEN_RESPONSE,-0.04970682078172851,0.1306200754684879,0.031530076388756455,0.0031164643962878543,0.09437121625467632,0.08853870449117633,0.03636203890138805,0.07586260006116739,0.02380776967379122,0.11099754707393544,0.1125598246010335,0.027562313145501557,0.07190666401247478,0.25524487845110305,0.09202710650270257
HALLMARK_ANGIOGENESIS,0.11928846659234808,-0.15344548141975078,0.030517776683289755,0.04071977115910627,-0.05917806253983833,0.10510200596802158,0.0019040672181475603,0.010290820905363759,-0.0047299487632751665,-0.08270307288647745,0.07865906117335544,0.0751720533201846,0.07856970912226988,0.10310455329279467,0.04781103449911694
HALLMARK_APICAL_JUNCTION,-0.1140381577744245,0.16714234590766566,0.07143889897666464,-0.029372199280006266,0.08882041822695809,0.08148578220137664,-0.02187861370032038,0.08810163050992967,-0.02920316585782544,0.0845396991937776,0.153501917850231,0.11955051878072485,0.13756929807035742,0.23681858526655603,0.08449800128164113
HALLMARK_APICAL_SURFACE,-0.05962569914665851,0.15655028864336448,-0.04277452152841519,0.0008033455228856871,-0.010124371461892975,-0.11459131221002676,0.018384530685851386,-0.030894562745427515,-0.06690117910930071,0.08045522396082683,0.07020039964555055,0.007860275679201653,-0.01354335072351962,0.23373679914404621,0.08252817918048351
HALLMARK_APOPTOSIS,-0.025376699606761116,0.04605315337054088,-0.003762247625621491,-0.07290963857948737,0.08298976555512803,0.014141412418904376,0.015118858970502703,-0.019545687424145166,0.009074510773110899,0.0262715033601378,0.004869996796787196,0.0777079526545571,0.08111684410610225,0.11667294120164595,0.013173241181271472
HALLMARK_BILE_ACID_METABOLISM,-0.13451602047983385,0.06948469984566821,0.02136075938483741,-0.014208827010622375,-0.01639722777038455,0.09751668319815053,0.07996272214342759,0.049736849766628705,-0.043767165307866174,0.05712565763120478,0.0671855022567744,-0.024584659727470412,0.08695947074122207,0.06435358069965534,0.006243763713321284
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0626859705634576,0.09059426882035153,0.05796240298371409,-0.07229513105106741,0.027284004548693973,0.07869631920041426,-0.02481278206920723,-0.015224541790929219,0.017216287013820053,0.10838459593570664,0.04720488615251086,-0.02530779107408592,0.01983424984689005,-0.001863021144612392,0.025863180049006545
HALLMARK_COAGULATION,0.1482256685422951,0.13574668287920183,0.08767860829792021,0.0036409007426550033,0.16576427157481977,0.1074001450835149,0.08560624447504886,0.10440078584147666,0.00813383507146823,0.03686781096387496,0.13391890186064223,0.18671469718714576,0.11324050848136914,0.2707511479168231,0.09674384987112915
