,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.041652997666600404,0.01286129971261612,0.016225463716238557,0.016175153499925855,0.05669755725533029,0.22881503417285298,-0.01806505350897424,0.013147068751551751,0.04192425618311711,0.024883217926270487,-0.015001097595147029,0.13222682202034633,0.1405493577450696,0.062026197263415066,0.10521574356587295,0.08016354028570019,0.02540235761056587,0.1655083307003737,0.1034863876289447
HALLMARK_ALLOGRAFT_REJECTION,0.04252963569927038,0.007296019543250118,-0.005245871120901078,0.038479864176225835,-0.018927546317419337,0.2975115081664587,0.051870726531926814,-0.00028265899647970477,-0.0006731570161213305,0.06075483707888822,-0.03584023620809586,0.1767334994280347,0.13060871963385973,0.012246360409533615,0.004247929055800666,0.030795840983818185,0.07947319680643264,0.06894349305779886,0.053868014340515726
HALLMARK_ANDROGEN_RESPONSE,-0.012490302624042765,-0.06933131521791594,0.028388065806039735,0.05767656896510105,0.009390163449373273,0.25019941965904613,0.04534998543180517,-0.041001551321243966,0.025813543098629807,0.07220197967000273,-0.004952707134229343,0.11829590344573207,-0.0348792467981254,0.05786223916527987,-0.021793255995383953,0.0377033483941718,0.029294425762894996,0.037074747785651126,0.049933042430954096
HALLMARK_ANGIOGENESIS,-0.04516624601756754,-0.049386209686850334,-0.027581140490642777,-0.05230039663027834,-0.010318609801002377,0.3485012896469678,-0.00541857048014795,0.0020678208325785727,-0.00813029710168034,-0.013699316945110196,0.012277152684387648,0.14776391247834347,-0.1289695626747238,0.0641780033089826,-0.08218224508027212,-0.08100160517378786,0.07073348511599599,-0.1542965586592513,0.06043640491973118
HALLMARK_APICAL_JUNCTION,-0.009760913147396907,-0.028434861339691062,0.06508228233233646,0.03712708794870677,0.07558498118885688,0.289575057469282,0.004303474625809741,0.0053175884411117095,0.08400620295195041,0.035279376566843976,0.024371474409727194,0.1359468153494873,0.14577901993092038,0.07598475460033448,0.14077328765598526,0.07429772644053964,0.05422561640198023,0.10530235649228409,0.11396154788346698
HALLMARK_APICAL_SURFACE,-0.0013385187136455287,0.007610475289475355,0.040283629717304974,-0.000595929213206749,0.04969306255478408,-0.10159897792131334,0.016299518736358053,-0.03407300388217794,-0.0806760851660449,0.02850190656248544,-0.018241282641717933,0.06967304155051157,0.21220265950163375,-0.012037030982506827,0.09774424851970494,0.057224641452138306,0.012038186520734382,0.06902251021075405,0.06409621274100905
HALLMARK_APOPTOSIS,-0.014139592729075503,0.0014391785390012797,0.041669165443425686,-0.05933201497302853,0.0008732173046893807,0.03503980661595124,0.0030705867719232104,-0.04759884005513317,0.06366087410247213,0.005614075433825686,-0.02091933245979599,0.03242153110879084,0.0180749403784517,-0.006280073346483966,0.12258926456035439,-0.06293414421467952,0.030808218231976357,0.055603016450959254,0.07262603887852183
HALLMARK_BILE_ACID_METABOLISM,0.02802446969276241,-0.0037800956322348,-9.437028492323291e-05,0.017077641594896213,0.06452060734571004,0.2766090903170091,0.04998362257225068,0.0057566346751820865,0.03861682657800502,-0.02422036484908075,0.05717385058031205,0.0980638852601736,0.14767366433631535,0.05366907714377131,0.022170319075935804,0.08070336964273044,-0.04364014165109675,0.15318642716875358,0.17172449350284316
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015273924759973452,0.019946805455523863,0.04905481744077402,0.02220890338115609,0.04442595543553013,0.15458138693308685,0.05850305564059385,0.012115528918334985,0.04050538278022387,0.057715074628322614,0.016999566969684847,0.06961481232345267,0.06791531289565232,-0.006504368485132693,0.11170222425003591,0.09339458167713698,0.008983457343658794,0.10362710157499608,0.13406936348749604
HALLMARK_COAGULATION,0.006829229606936881,0.019963791723583875,0.033066795495144484,-0.0030450354779019122,0.059390143958389395,0.2674440405232863,0.0031590581863609976,-0.025074997777578663,0.04568757196189155,0.049633403412370124,-0.01204916075021957,0.0982331960030156,0.18293825623095722,-0.014695073009397062,0.17109358641387493,0.055280247040115534,0.09347768931904511,0.01921654296791985,0.08959819269734709
